IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_ML,Z_ML68_LOW,Z_ML68_HIGH,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,AGE_BEST,PDZ_BEST,Z_SEC,CHI_SEC,MOD_SEC,EBV_SEC,PDZ_SEC,MOD_STAR,CHI_STAR,SCALE_BEST,NBAND_USED,CONTEXT,ZSPEC,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,MAG_OBS6,MAG_OBS7,MAG_OBS8,MAG_OBS9,MAG_OBS10,MAG_OBS11,MAG_OBS12,MAG_OBS13,MAG_OBS14,MAG_MOD0,MAG_MOD1,MAG_MOD2,MAG_MOD3,MAG_MOD4,MAG_MOD5,MAG_MOD6,MAG_MOD7,MAG_MOD8,MAG_MOD9,MAG_MOD10,MAG_MOD11,MAG_MOD12,MAG_MOD13,MAG_MOD14,AGE_MED,MASS_MED,SFR_MED,ZSPEC_FLAG,ZSPEC_REF,ZSPEC_SEP,FIELD,RA,DEC,SIMBAD_MAIN_ID,SIMBAD_RA,SIMBAD_DEC,SIMBAD_OTYPE,SIMBAD_ZSPEC,SIMBAD_RVZ_QUAL,SIMBAD_RVZ_BIBCODE,SIMBAD_MATCH_SEP_ARCSEC,ZSPEC_SOURCE,SIMBAD_ZSPEC_USABLE_FOR_LENSING
1,0.0,0.0,0.0672,0.0906,0.0265,0.1996,257.08,1.0,0,0.0,508800000.0,99.0,0.55,263.275,33.0,0.0,6.768309999999999e-58,,1000000000.0,8797170.0,9,16316,,,,0.335,-1.147,-1.966,-2.255,,-2.585,-2.641,23.984,24.837,25.938,23.402,23.166,,24.757,24.706,24.112,23.887,23.815,23.864,23.903,23.929,23.937,24.049,24.846,25.245,25.74,26.267,28.506,9.28474,6.90028,-4.34587,,,,AS1063clu,342.1755106,-44.5552487,,,,,,,,,,False
2,0.0,0.0,0.009,0.0201,,0.0611,472.933,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,5.26255,9,16316,,,,17.362,15.741,14.858,13.986,,14.055,13.599,19.2,19.421,19.603,19.021,19.874,,18.306,18.51,18.293,18.21,18.588,18.624,18.682,18.705,18.723,19.089,19.453,20.101,19.717,18.732,24.185,8.72735,10.30469,1.30095,,,,AS1063clu,342.1500829,-44.5234184,,,,,,,,,,False
3,0.30433,0.1437,0.3285,0.2401,0.1662,0.3046,5.29455,6.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,1.31437,10,16380,,,,26.086,24.508,23.72,23.404,36.561,23.087,23.054,22.928,24.084,24.044,,,,29.018,27.783,26.054,24.487,23.776,23.387,23.183,23.121,23.084,22.937,23.739,24.021,24.52,24.969,26.216,9.52762,8.31793,-4.81867,,,,AS1063clu,342.1865366,-44.5093132,,,,,,,,,,False
4,0.05727,0.0006,0.1055,0.0971,0.0304,0.8471,40.1614,33.0,1,0.4,,99.0,0.8,43.655,33.0,0.2,3.31471e-10,,1000000000.0,0.291074,10,16380,,,,26.661,26.852,26.66,25.951,44.885,26.062,26.039,25.637,26.057,,,26.814,,28.079,27.852,27.252,26.763,26.28,26.095,25.962,25.896,25.833,25.87,26.051,26.693,26.732,25.456,26.309,8.73283,7.83742,-1.1723,,,,AS1063clu,342.1777423,-44.5559638,,,,,,,,,,False
5,8.0,7.9216,8.0,7.9054,7.7328,7.9755,243.973,18.0,0,0.5,,99.0,0.25,249.009,11.0,0.0,8.47974e-55,,1000000000.0,1008.3,10,16380,,,,-1.786,-1.921,-2.712,-3.095,-0.353,-3.153,-3.299,25.453,,25.857,24.224,24.212,,,,,,49.329,35.673,33.709,32.679,31.977,30.174,27.003,25.772,25.1,24.292,23.714,9.1749,6.32136,-4.84128,,,,AS1063clu,342.1736204,-44.5093795,,,,,,,,,,False
6,0.21472,0.1917,0.2595,0.1486,0.0211,0.276,367.19,33.0,0,0.0,,99.0,0.52,370.036,33.0,0.0,4.44366e-81,,1000000000.0,0.0474175,10,16380,,,,28.12,28.046,27.145,26.947,42.682,26.9,26.896,27.798,,,,,,27.747,27.94,27.875,27.882,27.789,28.155,28.193,28.229,28.258,28.461,28.896,29.501,29.652,28.452,28.635,8.73118,4.07299,-4.97826,,,,AS1063clu,342.189634,-44.5079447,,,,,,,,,,False
7,0.303,0.2961,0.3132,0.2967,0.2443,0.3182,367.915,31.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,1.25096,10,16380,,,,26.612,25.677,25.478,25.648,40.104,25.659,25.294,25.064,,26.893,24.142,24.691,,25.914,26.057,26.176,25.711,25.704,25.88,25.873,25.904,25.946,25.991,26.77,26.827,27.328,26.952,25.883,8.7435,6.51871,-2.50344,,,,AS1063clu,342.1834,-44.5094164,,,,,,,,,,False
9,0.0,0.0,0.0307,0.046,0.0113,0.1493,586.347,1.0,0,0.0,508800000.0,99.0,0.54,591.603,33.0,0.0,3.4287000000000005e-129,,1000000000.0,75397.1,10,16380,,,,27.998,27.913,27.963,27.873,27.253,27.282,27.55,27.678,,,,,,28.631,28.568,27.898,27.69,27.776,27.736,27.786,27.804,27.803,27.962,28.766,29.193,29.665,30.208,32.458,8.76528,4.33359,-4.80014,,,,AS1063clu,342.1717984,-44.5094796,,,,,,,,,,False
10,0.0,0.0,0.0258,0.0331,,0.0907,608.206,1.0,0,0.0,508800000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,54094.4,10,16380,,,,28.267,27.137,26.351,26.103,25.874,25.887,25.83,25.782,,,,25.213,,27.868,27.804,27.105,26.927,27.014,26.979,27.032,27.045,27.039,27.229,28.035,28.471,28.934,29.484,31.739,8.77037,4.61015,-4.52533,,,,AS1063clu,342.1694332,-44.5096412,,,,,,,,,,False
11,0.20745,0.0,0.3616,0.1359,0.031,0.4078,421.607,33.0,0,0.0,,99.0,0.53,422.538,33.0,0.0,1.76642e-92,,1000000000.0,0.0162442,9,16316,,,,29.721,28.501,28.378,27.158,,26.854,27.611,27.812,,,,,,28.765,28.958,28.874,28.894,28.788,29.165,29.205,29.241,29.269,29.483,29.905,30.523,30.654,29.431,29.726,8.78574,4.66467,-4.58295,,,,AS1063clu,342.1891694,-44.5091412,,,,,,,,,,False
12,3.9946,3.8533,4.1374,4.0969,3.9288,4.2626,12.4177,33.0,1,0.3,,99.0,-99.9,1000000000.0,,,,,1000000000.0,2853.01,10,16380,,,,28.133,26.346,25.531,25.226,25.05,24.976,25.002,24.632,23.325,24.201,24.778,,,,,31.454,26.463,25.508,25.275,25.168,25.109,25.052,24.448,23.652,23.837,23.688,23.579,24.659,8.83974,10.06253,0.82528,,,,AS1063clu,342.1739316,-44.5097498,,,,,,,,,,False
13,0.0,0.0,0.1379,0.1195,0.0267,0.4495,368.365,33.0,0,0.0,,99.0,0.54,369.165,33.0,0.0,6.86677e-81,,1000000000.0,0.010504,10,16380,,,,29.238,29.55,28.896,28.538,28.604,28.46,28.313,,,,,24.413,,28.912,29.105,28.994,29.035,28.925,29.297,29.341,29.376,29.402,29.639,30.048,30.678,30.766,29.511,30.05,8.8395,4.681,-4.81786,,,,AS1063clu,342.1697764,-44.5092178,,,,,,,,,,False
14,0.40353,0.3645,0.4416,0.3859,0.2922,0.4831,10.4375,1.0,0,0.0,1278000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,123197000.0,10,16380,,,,27.389,25.664,24.883,24.682,37.563,24.282,24.273,24.757,25.103,26.144,22.632,,,27.568,27.519,26.911,25.639,25.11,24.909,24.818,24.78,24.767,24.67,25.116,25.498,25.812,26.394,28.427,9.09554,7.8564,-2.1996,,,,AS1063clu,342.1869349,-44.5097778,,,,,,,,,,False
15,0.29409,0.0,0.4764,0.2446,0.057,1.3245,21.672,33.0,0,0.0,,99.0,3.05,23.8032,33.0,0.0,6.77945e-06,,1000000000.0,0.177418,10,16380,,,,27.681,27.401,27.404,27.985,28.554,28.258,27.776,27.338,,,,,,27.308,27.496,27.563,27.466,27.428,27.769,27.788,27.824,27.859,27.975,28.801,28.733,29.288,28.509,27.772,8.77004,5.12636,-4.02438,,,,AS1063clu,342.1716699,-44.5093514,,,,,,,,,,False
16,0.0,0.0,0.0119,0.0293,,0.1935,426.054,1.0,0,0.0,508800000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,83398.0,10,16380,,,,27.059,26.835,25.928,25.776,25.619,25.446,25.465,25.425,,,,,,27.398,27.334,26.635,26.457,26.544,26.509,26.562,26.575,26.569,26.759,27.565,28.001,28.464,29.014,31.269,8.72178,3.86427,-5.10945,,,,AS1063clu,342.1655461,-44.5099299,,,,,,,,,,False
17,2.0717,2.0384,2.1736,2.068,1.8396,2.1851,11.0207,32.0,3,0.4,,99.0,1.58,12.826,33.0,0.5,0.00164009,,1000000000.0,2944.65,10,16380,,,,25.764,25.4,24.616,24.053,23.822,23.524,23.369,22.739,22.132,22.292,22.967,,,29.378,26.78,25.642,25.364,24.838,24.274,23.734,23.475,23.317,22.761,22.372,22.216,22.221,22.584,21.719,9.09981,10.39424,0.31093,,,,AS1063clu,342.1787893,-44.5100079,,,,,,,,,,False
18,3.0462,2.9813,3.1676,3.0756,2.9788,3.1591,3.07679,30.0,1,0.05,,99.0,-99.9,1000000000.0,,,,,1000000000.0,595.253,10,16380,,,,25.429,24.768,24.623,24.819,24.837,24.611,24.309,23.995,24.13,24.113,,,,,35.338,25.394,24.734,24.719,24.793,24.794,24.64,24.392,24.038,24.001,24.003,24.037,24.16,24.996,8.70301,9.68022,0.73436,,,,AS1063clu,342.180666,-44.5101691,[BHF2019] RXCJ2248   3122,342.1807,-44.5102,G,2.95,E,2021MNRAS.501.1028Y,0.14139762666926223,SIMBAD,True
19,0.35197,0.3116,0.3999,0.3061,0.0762,0.3816,9.34817,1.0,0,0.0,1139000000.0,99.0,0.0,15.8582,8.0,0.0,0.000360115,,1000000000.0,272557000.0,9,16316,,,,25.348,23.987,23.491,23.307,,23.134,23.106,23.337,23.976,24.596,26.974,23.382,,25.716,25.679,25.14,23.961,23.606,23.499,23.432,23.426,23.437,23.345,23.949,24.307,24.698,25.271,27.373,9.07031,8.24761,-1.63799,,,,AS1063clu,342.1876298,-44.510201,,,,,,,,,,False
21,0.0,0.0,0.0975,0.1287,0.0295,0.3981,418.936,31.0,0,0.0,,99.0,0.53,419.512,33.0,0.0,8.02088e-92,,1000000000.0,0.0119024,10,16380,,,,29.334,29.214,28.988,28.835,28.43,28.918,28.512,30.475,,,,,,29.183,29.303,29.037,28.925,28.831,29.053,29.095,29.134,29.161,29.324,29.914,30.363,30.531,29.521,29.857,8.87384,4.8378,-4.8403,,,,AS1063clu,342.1728185,-44.5095812,,,,,,,,,,False
23,0.0,0.0,0.0085,0.0122,,0.0317,552.871,1.0,0,0.0,508800000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,26888.8,10,16380,,,,25.641,25.385,25.5,25.528,25.141,25.032,24.676,25.683,23.185,,,,,26.225,26.163,25.44,25.295,25.371,25.345,25.398,25.407,25.396,25.618,26.428,26.874,27.326,27.882,30.144,8.73082,4.19789,-4.79717,,,,AS1063clu,342.1738044,-44.5103949,,,,,,,,,,False
24,0.0092002,0.0,0.0338,0.065,0.019,0.123,32.7366,6.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0273227,10,16380,,,,26.908,25.601,24.803,24.449,36.107,24.231,24.003,24.232,26.148,26.004,,23.332,,29.771,28.035,26.657,25.543,25.031,24.669,24.565,24.529,24.478,24.577,25.359,25.768,26.216,26.631,29.558,9.53407,6.80846,-6.5321,,,,AS1063clu,342.190146,-44.5104393,,,,,,,,,,False
25,0.0,0.0,0.0783,0.0865,0.0262,0.2056,171.737,26.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0313551,10,16380,,,,-1.121,-1.39,-1.101,-0.998,0.419,-2.003,-1.96,26.441,,,,,,27.901,27.78,27.119,26.697,26.526,26.415,26.406,26.397,26.377,26.441,27.257,27.622,27.813,26.414,28.252,9.26122,5.79427,-5.33615,,,,AS1063clu,342.177489,-44.5097148,,,,,,,,,,False
26,0.2119,0.196,0.2366,0.0798,0.0119,0.2386,513.916,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0347304,10,16380,,,,28.286,26.36,25.535,25.256,26.348,25.047,24.893,25.336,,,24.408,23.636,,26.75,26.943,26.779,26.772,26.852,27.105,27.156,27.187,27.209,27.495,27.877,28.533,28.521,27.23,28.518,8.72213,4.25635,-4.7406,,,,AS1063clu,342.185907,-44.5104481,,,,,,,,,,False
27,0.0,0.0,0.0093,0.0133,,0.0353,750.295,1.0,0,0.0,508800000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,10492.8,10,16380,,,,26.764,26.671,26.183,26.058,26.003,26.1,26.111,25.883,,,,,,27.247,27.185,26.462,26.317,26.393,26.367,26.42,26.428,26.417,26.64,27.45,27.895,28.348,28.904,31.166,8.72399,3.80211,-5.16569,,,,AS1063clu,342.1724824,-44.5106008,,,,,,,,,,False
28,1.832,1.6755,1.9587,1.7906,1.6033,1.9156,14.4971,33.0,3,0.3,,99.0,1.11,17.1899,32.0,0.3,0.000185042,,1000000000.0,955.509,10,16380,,,,25.336,25.233,24.438,24.213,24.092,23.956,23.943,23.655,23.102,23.22,23.838,23.604,,26.927,25.721,25.19,25.137,24.755,24.336,24.003,23.934,23.901,23.63,23.307,23.225,23.416,23.706,22.886,8.91321,9.13773,-0.30143,,,,AS1063clu,342.1811652,-44.5107902,,,,,,,,,,False
29,0.072077,0.0,0.1367,0.1023,0.0268,0.2303,221.826,1.0,0,0.0,508800000.0,99.0,0.53,229.114,33.0,0.0,1.77266e-50,,1000000000.0,822220.0,10,16380,,,,27.87,26.552,25.929,25.792,41.522,25.523,25.458,25.359,,,,,,27.56,27.517,26.944,26.694,26.609,26.67,26.706,26.735,26.745,26.847,27.64,28.032,28.534,29.056,31.293,8.75679,5.32013,-3.78605,,,,AS1063clu,342.1908478,-44.5099533,,,,,,,,,,False
30,0.59454,0.5668,0.6594,0.6435,0.5865,0.7087,2.15472,25.0,0,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,66.5451,10,16380,,,,27.364,25.669,24.284,23.698,23.469,23.294,23.162,22.567,22.632,23.129,23.962,23.857,,29.575,28.444,27.22,25.657,24.296,23.714,23.496,23.3,23.116,22.609,22.59,22.948,23.223,23.653,22.393,9.50951,9.53036,-3.33082,,,,AS1063clu,342.1817916,-44.5108237,,,,,,,,,,False
33,0.22398,0.2068,0.264,0.2381,0.1994,0.2936,189.312,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.151278,10,16380,,,,28.942,27.836,27.148,26.938,27.049,26.908,26.646,28.038,,,,,,27.481,27.669,27.736,27.639,27.601,27.942,27.961,27.997,28.032,28.148,28.975,28.906,29.462,28.682,27.945,8.71733,3.32875,-5.62771,,,,AS1063clu,342.1846997,-44.5107186,,,,,,,,,,False
34,0.0,0.0,0.0044,,,0.0174,1000000000.0,26.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,9.58476e-17,10,16380,,,,25.713,24.981,24.62,24.711,24.648,24.542,24.331,24.509,,,23.968,22.023,,26.186,26.03,25.19,24.899,24.808,24.712,24.707,24.689,24.656,24.877,25.666,26.077,25.641,24.707,inf,8.98993,4.4527,-5.23879,,,,AS1063clu,342.1768847,-44.5108385,,,,,,,,,,False
35,0.0,0.0,0.0478,0.0743,0.018,0.2162,147.039,1.0,0,0.0,508800000.0,99.0,0.53,150.885,33.0,0.0,1.7206700000000002e-33,,1000000000.0,328904.0,9,16316,,,,28.677,26.526,25.715,25.336,,24.963,25.319,25.451,,,,,,27.774,27.713,27.081,26.829,26.88,26.877,26.921,26.944,26.947,27.081,27.883,28.297,28.78,29.314,31.559,8.74431,4.78881,-4.28569,,,,AS1063clu,342.1887151,-44.510196,,,,,,,,,,False
36,0.0,0.0,0.0754,0.0807,0.0185,0.2425,104.822,1.0,0,0.0,508800000.0,99.0,0.3,106.51,33.0,0.0,7.44084e-24,,1000000000.0,224331.0,10,16380,,,,28.435,27.583,27.191,27.145,27.208,27.012,27.297,28.94,,,24.822,,,28.483,28.426,27.813,27.575,27.559,27.588,27.629,27.653,27.658,27.782,28.582,28.989,29.477,30.007,32.249,8.80438,4.88296,-4.39348,,,,AS1063clu,342.1894364,-44.5108943,,,,,,,,,,False
44,1.133,0.6366,1.5751,1.1689,0.6225,2.5564,19.1503,33.0,3,0.25,,99.0,1.98,18.8105,33.0,0.25,8.22916e-05,,1000000000.0,24.6784,10,16380,,,,28.105,27.39,26.638,26.533,26.296,26.244,26.296,27.081,26.124,23.925,,22.383,,28.069,27.79,27.815,27.577,27.152,26.747,26.782,26.433,26.259,26.415,26.289,26.505,26.891,26.969,26.267,8.87222,7.99659,-1.31815,,,,AS1063clu,342.168651,-44.5110146,,,,,,,,,,False
45,0.0,0.0,0.083,0.0977,0.0228,0.2958,380.065,1.0,0,0.0,508800000.0,99.0,0.3,380.381,33.0,0.0,2.52007e-83,,1000000000.0,178423.0,10,16380,,,,29.95,27.849,27.804,28.07,28.482,28.183,28.354,,,,,,,29.219,29.176,28.603,28.353,28.268,28.329,28.365,28.393,28.404,28.506,29.299,29.691,30.192,30.715,32.952,8.82779,4.80073,-4.62979,,,,AS1063clu,342.1726394,-44.5103312,,,,,,,,,,False
46,1.5939,1.5773,1.7723,1.6872,1.6067,1.785,4.54771,31.0,2,0.25,,99.0,-99.9,1000000000.0,,,,,1000000000.0,1253.13,10,16380,,,,24.577,24.442,24.183,23.519,23.198,23.143,23.122,22.655,22.543,22.46,23.151,,,25.884,24.955,24.546,24.415,24.13,23.54,23.198,23.122,23.077,22.797,22.542,22.465,22.682,23.009,22.642,8.9121,9.85837,0.42186,,,,AS1063clu,342.1669392,-44.5112473,[BHF2019] RXCJ2248   3104,342.1669,-44.5112,G,1.43,E,2021MNRAS.501.1028Y,0.19779430257239236,SIMBAD,True
47,3.4015,3.3355,3.5056,3.4499,3.359,3.647,40.1406,26.0,0,0.3,,99.0,4.37,45.7742,26.0,0.25,1.14887e-10,,1000000000.0,41913.6,10,16380,,,,26.29,25.311,23.684,22.544,22.029,21.763,21.535,20.202,19.459,19.686,20.764,20.568,,,,27.792,24.742,23.316,22.543,22.079,21.805,21.543,20.169,19.571,19.292,19.085,18.953,20.16,9.48087,11.27818,-1.35884,,,,AS1063clu,342.1695296,-44.5115595,,,,,,,,,,False
48,0.0,0.0,0.0355,0.0506,0.0119,0.1499,145.633,26.0,0,0.0,,99.0,0.42,151.913,31.0,0.0,1.02945e-33,,1000000000.0,0.00374989,10,16380,,,,28.255,28.016,27.448,27.169,27.119,27.167,27.045,27.688,,,26.86,24.398,,28.909,28.763,28.012,27.669,27.534,27.417,27.415,27.401,27.374,27.492,28.311,28.699,28.711,27.364,30.91,8.92682,4.86595,-4.7881,,,,AS1063clu,342.1833019,-44.5106697,,,,,,,,,,False
49,0.0,0.0,0.121,0.0889,0.0219,0.2429,227.952,1.0,0,0.0,508800000.0,99.0,0.3,229.318,33.0,0.0,1.6001799999999999e-50,,1000000000.0,195170.0,10,16380,,,,29.95,27.707,27.255,27.52,27.496,27.792,27.56,27.626,,,,,,28.892,28.841,28.247,28.022,27.95,27.999,28.038,28.063,28.071,28.184,28.981,29.38,29.875,30.402,32.641,8.82607,4.95529,-4.409,,,,AS1063clu,342.1793348,-44.5104852,,,,,,,,,,False
50,0.0,0.0,0.0196,0.0805,0.0123,0.2908,85.3544,1.0,0,0.0,508800000.0,99.0,0.3,84.5633,32.0,0.0,4.33817e-19,,1000000000.0,2610670.0,10,16380,,,,25.445,24.883,24.725,25.099,25.144,24.859,24.458,25.446,,24.765,,23.344,,25.818,25.761,25.149,24.911,24.894,24.923,24.964,24.988,24.994,25.117,25.917,26.324,26.812,27.343,29.584,8.78465,5.29115,-3.90106,,,,AS1063clu,342.1777533,-44.5112235,,,,,,,,,,False
51,0.0,0.0,0.1866,0.5221,0.097,1.3081,56.0163,27.0,0,0.0,,99.0,1.18,55.6379,33.0,0.1,8.2869e-13,,1000000000.0,0.209647,10,16380,,,,29.234,29.439,29.235,29.08,28.237,28.345,28.344,30.067,26.361,,26.304,,,29.587,29.644,29.66,29.062,28.646,28.546,28.52,28.495,28.488,28.547,28.995,29.304,29.624,29.904,28.619,8.99419,6.54375,-3.54774,,,,AS1063clu,342.1814844,-44.5104915,,,,,,,,,,False
52,0.0,0.0,0.021,0.0484,0.0105,0.1758,30.1333,32.0,1,0.25,,99.0,0.51,33.5027,29.0,0.0,5.3087e-08,,1000000000.0,0.23322,10,16380,,,,25.016,24.461,24.249,24.489,24.457,24.171,23.781,24.775,22.822,25.165,22.293,21.909,,25.722,25.603,24.961,24.472,24.498,24.297,24.241,24.207,24.167,24.335,24.58,25.237,25.127,23.865,26.595,8.9036,6.82302,-2.61196,,,,AS1063clu,342.1777877,-44.5114377,,,,,,,,,,False
53,0.049291,0.0235,0.0749,0.0505,0.0197,0.0853,11.9031,9.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.049337,10,16380,,,,25.777,23.96,23.184,22.907,22.79,22.66,22.55,22.92,23.613,24.455,,,,28.554,26.706,25.162,23.945,23.342,22.914,22.805,22.763,22.699,22.806,23.601,24.032,24.499,24.991,29.748,9.58279,7.31798,-6.55579,,,,AS1063clu,342.1799577,-44.5152956,,,,,,,,,,False
55,0.0,0.0,8.0,,,,1000000000.0,33.0,1,0.25,,99.0,-99.9,1000000000.0,,,,,1000000000.0,3.23229e-15,10,16380,,,,23.281,22.51,22.3,22.639,22.329,21.897,21.774,,19.351,20.154,20.518,20.715,,23.538,23.482,22.949,22.465,22.589,22.424,22.376,22.343,22.31,22.579,22.833,23.469,22.948,22.118,inf,,,,,,,AS1063clu,342.1831629,-44.5129639,,,,,,,,,,False
57,0.17165,0.1051,0.2189,0.1736,0.1231,0.2368,20.6498,33.0,3,0.2,,99.0,0.62,24.9503,30.0,0.0,3.82046e-06,,1000000000.0,2.62461,10,16380,,,,25.042,24.777,24.021,24.352,24.552,24.504,24.454,24.404,25.024,25.123,,,,25.482,25.28,24.966,24.676,24.292,24.516,24.454,24.438,24.421,24.483,24.859,25.393,25.585,24.448,24.418,8.7013,8.1415,-0.79995,,,,AS1063clu,342.1885108,-44.511376,,,,,,,,,,False
58,0.1009,0.0615,0.2223,0.2209,0.107,0.4177,2.52009,27.0,1,0.3,,99.0,0.4,2.07412,24.0,0.1,0.354495,,1000000000.0,4.94969,10,16380,,,,25.803,24.726,24.071,23.791,23.655,23.602,23.548,23.417,23.764,24.582,22.945,,,26.796,26.518,25.742,24.683,24.102,23.834,23.674,23.62,23.567,23.394,23.958,24.198,24.597,23.934,23.376,9.27058,8.15805,-2.80381,,,,AS1063clu,342.1889011,-44.5117059,,,,,,,,,,False
61,0.0,0.0,0.007,,,0.0227,1000000000.0,4.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,4.19534e-17,10,16380,,,,26.173,24.895,24.503,24.39,24.231,24.257,24.26,24.481,25.181,28.624,24.022,23.514,,28.616,27.295,25.895,25.136,24.723,24.454,24.394,24.353,24.296,24.543,25.329,25.781,26.124,26.481,inf,9.48599,4.91665,-8.48946,,,,AS1063clu,342.194918,-44.5114126,,,,,,,,,,False
63,0.0,0.0,0.0095,0.0127,,0.0302,138.479,9.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.000359279,10,16380,,,,26.772,25.933,25.089,24.799,24.652,24.538,24.486,24.433,22.587,,,,,29.988,28.312,26.739,25.686,25.097,24.706,24.618,24.563,24.487,24.67,25.479,25.956,26.381,26.881,36.281,9.57414,5.06197,-8.50311,,,,AS1063clu,342.1710942,-44.5113897,,,,,,,,,,False
64,0.0,0.0,0.0274,0.0641,0.015,0.2082,241.373,26.0,0,0.0,,99.0,0.53,245.254,33.0,0.0,5.54368e-54,,1000000000.0,0.00400692,9,16376,,,,,28.671,27.951,27.608,27.139,27.404,27.343,28.008,,,,,,29.241,29.098,28.369,28.004,27.865,27.747,27.744,27.731,27.707,27.808,28.631,29.012,29.081,27.701,30.652,9.0343,4.91244,-5.43288,,,,AS1063clu,342.1900612,-44.5113245,,,,,,,,,,False
65,0.021111,0.0,0.0423,0.052,0.012,0.2213,11.9196,1.0,0,0.0,1800000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,5868280.0,10,16380,,,,25.19,24.159,23.844,23.779,23.685,23.685,23.677,23.805,24.527,25.544,23.455,25.168,,27.414,26.363,25.09,24.32,23.972,23.775,23.723,23.684,23.634,23.719,24.491,24.866,25.335,25.867,28.085,9.23829,6.40607,-4.41347,,,,AS1063clu,342.1940418,-44.5115076,,,,,,,,,,False
66,3.2167,3.1894,3.2424,3.2149,3.1873,3.2386,21.8371,26.0,0,0.05,,99.0,-99.9,1000000000.0,,,,,1000000000.0,7226.82,9,16252,,,,23.743,22.864,22.543,22.48,22.325,,22.026,21.166,21.307,20.771,21.026,21.364,,,,23.837,22.842,22.553,22.487,22.343,22.203,21.941,21.126,20.821,20.718,20.676,20.674,21.727,8.94819,11.21091,1.65203,,,,AS1063clu,342.1846381,-44.5134423,,,,,,,,,,False
67,0.0,0.0,0.0314,0.0244,,0.0518,402.276,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.00254978,10,16380,,,,,27.509,26.228,25.668,25.76,25.453,25.151,,,,,24.577,,26.593,26.797,26.58,26.497,26.875,26.911,26.968,26.992,27.009,27.376,27.739,28.388,28.004,27.019,32.472,8.70514,3.72196,-5.19826,,,,AS1063clu,342.1870872,-44.5114565,,,,,,,,,,False
68,0.0,0.0,0.0202,0.0292,,0.0856,217.465,25.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0027279,10,16380,,,,27.893,26.909,26.36,26.387,26.308,26.272,26.265,26.206,,,,,,28.233,28.019,27.161,26.752,26.604,26.47,26.454,26.432,26.397,26.557,27.35,27.75,27.577,26.39,31.681,8.93788,5.00651,-4.53693,,,,AS1063clu,342.1793916,-44.5114734,,,,,,,,,,False
70,1.8913,1.1322,2.0103,1.4818,1.0146,1.9729,20.5907,33.0,3,0.2,,99.0,1.19,20.1836,33.0,0.2,4.14188e-05,,1000000000.0,81.4059,10,16380,,,,26.569,26.509,25.93,25.793,25.858,25.601,25.589,25.869,23.988,25.042,25.276,,,27.053,26.527,26.434,26.466,26.288,25.883,25.768,25.748,25.585,25.583,25.444,25.511,25.864,25.999,25.802,8.74374,8.34044,-0.68565,,,,AS1063clu,342.1837981,-44.5115742,,,,,,,,,,False
72,0.0,0.0,0.0251,0.0432,,0.1043,726.326,1.0,0,0.0,508800000.0,99.0,0.3,729.388,31.0,0.0,4.12501e-159,,1000000000.0,206296.0,10,16380,,,,27.716,26.062,25.328,24.995,24.859,24.738,24.711,24.322,,,,,,27.047,26.983,26.298,26.106,26.192,26.154,26.206,26.222,26.218,26.393,27.197,27.629,28.097,28.643,30.895,8.77519,5.19712,-3.92554,,,,AS1063clu,342.2001015,-44.5118097,,,,,,,,,,False
73,0.0,0.0,0.1465,0.3484,0.0768,1.2267,18.0839,27.0,3,0.1,,99.0,0.45,17.8722,27.0,0.05,0.000131554,,1000000000.0,0.199756,10,16380,,,,29.945,28.654,28.299,27.829,27.653,27.923,27.682,30.412,,25.056,,,,29.742,29.69,29.417,28.489,28.13,27.966,27.864,27.84,27.842,27.77,28.351,28.538,29.046,28.776,27.611,9.12992,6.44034,-4.12975,,,,AS1063clu,342.1843116,-44.5117753,,,,,,,,,,False
