IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_ML,Z_ML68_LOW,Z_ML68_HIGH,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,AGE_BEST,PDZ_BEST,Z_SEC,CHI_SEC,MOD_SEC,EBV_SEC,PDZ_SEC,MOD_STAR,CHI_STAR,SCALE_BEST,NBAND_USED,CONTEXT,ZSPEC,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,MAG_OBS6,MAG_OBS7,MAG_OBS8,MAG_OBS9,MAG_OBS10,MAG_OBS11,MAG_OBS12,MAG_OBS13,MAG_OBS14,MAG_MOD0,MAG_MOD1,MAG_MOD2,MAG_MOD3,MAG_MOD4,MAG_MOD5,MAG_MOD6,MAG_MOD7,MAG_MOD8,MAG_MOD9,MAG_MOD10,MAG_MOD11,MAG_MOD12,MAG_MOD13,MAG_MOD14,AGE_MED,MASS_MED,SFR_MED,ZSPEC_FLAG,ZSPEC_REF,ZSPEC_SEP,FIELD,RA,DEC,SIMBAD_MAIN_ID,SIMBAD_RA,SIMBAD_DEC,SIMBAD_OTYPE,SIMBAD_ZSPEC,SIMBAD_RVZ_QUAL,SIMBAD_RVZ_BIBCODE,SIMBAD_MATCH_SEP_ARCSEC,ZSPEC_SOURCE,SIMBAD_ZSPEC_USABLE_FOR_LENSING
688,0.6795,0.5775,0.9298,0.7559,0.5435,0.9868,6.12724,2.0,0,0.0,1015000000.0,99.0,1.13,7.07474,33.0,0.3,0.0290898,,1000000000.0,250877000.0,10,16380,,,,28.067,26.761,26.084,25.743,25.641,25.599,25.567,25.78,25.128,25.403,,23.225,,27.775,27.651,27.628,27.034,25.993,25.735,25.644,25.63,25.574,25.483,25.474,25.86,26.21,26.709,28.621,9.04007,8.14846,-1.68049,,,,AS1063clu,342.1882925,-44.5228236,,,,,,,,,,False
689,0.0,0.0,0.1597,0.1257,0.0265,0.9375,36.3935,33.0,1,0.05,,99.0,1.18,36.4281,33.0,0.0,1.22954e-08,,1000000000.0,0.0811495,10,16380,,,,28.01,27.913,26.94,26.785,26.744,26.722,26.768,,24.949,,,,,27.264,27.405,27.239,27.201,27.02,27.359,27.378,27.401,27.417,27.613,27.998,28.624,28.734,27.493,27.905,8.81735,5.31341,-4.03475,,,,AS1063clu,342.1918122,-44.5173239,,,,,,,,,,False
690,0.0,0.0,0.0237,0.0309,,0.0807,126.394,5.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.000638967,10,16380,,,,29.302,27.842,27.377,26.956,26.768,26.824,26.785,26.917,,,24.749,31.511,,31.54,30.034,28.646,27.744,27.289,26.977,26.904,26.864,26.81,26.992,27.78,28.221,28.616,29.011,34.675,9.49936,4.95928,-7.87641,,,,AS1063clu,342.1798185,-44.5220271,,,,,,,,,,False
691,5.347,5.1905,5.6093,5.3167,1.3872,5.6193,16.1785,32.0,0,0.0,,99.0,1.4,19.2068,33.0,0.25,6.74999e-05,,1000000000.0,370.161,10,16380,,,,27.575,26.736,25.838,25.512,25.382,25.357,25.314,26.559,25.346,25.085,,,,,,,27.942,25.599,25.342,25.431,25.502,25.576,25.81,25.548,25.384,25.631,25.703,26.654,8.88653,8.17583,-1.20424,,,,AS1063clu,342.1907089,-44.5227728,,,,,,,,,,False
692,0.0,0.0,0.3491,0.5037,0.1152,1.2273,54.771,3.0,0,0.0,,99.0,0.62,54.8478,27.0,0.05,1.23011e-12,,1000000000.0,0.0696162,9,16376,,,,,29.964,29.116,28.634,28.838,28.325,28.452,28.846,25.09,,24.926,24.182,,34.395,33.244,31.848,30.099,29.119,28.763,28.59,28.48,28.393,28.303,28.738,29.097,29.381,29.916,30.516,9.17849,6.61845,-4.23028,,,,AS1063clu,342.1949146,-44.5172878,,,,,,,,,,False
693,0.0,0.0,0.0127,0.0193,,0.0545,132.038,4.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.00038917,10,16380,,,,28.828,27.554,27.124,26.701,26.506,26.493,26.432,27.519,,,27.07,24.803,,31.036,29.632,28.247,27.425,27.005,26.722,26.657,26.619,26.568,26.775,27.559,27.993,28.359,28.724,35.251,9.48019,4.62019,-8.11526,,,,AS1063clu,342.1821678,-44.5227843,,,,,,,,,,False
694,0.21226,0.1881,0.2509,0.0908,0.0183,0.2586,988.111,33.0,0,0.0,,99.0,0.53,991.858,33.0,0.0,4.1760999999999996e-216,,1000000000.0,0.0178487,10,16380,,,,28.609,27.629,26.925,26.653,26.427,26.664,26.28,27.356,,,,,,27.725,27.917,27.764,27.837,27.774,28.087,28.137,28.168,28.192,28.465,28.854,29.504,29.517,28.233,29.285,8.73011,4.10262,-5.00374,,,,AS1063clu,342.1599635,-44.5173015,,,,,,,,,,False
695,6.3452,5.7717,7.1382,6.2084,5.5704,7.0445,17.0819,22.0,0,0.0,,99.0,6.77,17.158,22.0,0.0,0.000188013,,1000000000.0,367.616,9,16372,,,,28.855,,27.351,26.834,26.728,26.566,26.713,28.061,24.739,24.969,,,,,,,34.086,28.49,26.916,26.93,26.882,26.868,26.671,25.088,24.736,24.517,24.225,24.9,8.8866,9.73056,0.35099,,,,AS1063clu,342.1922245,-44.5222696,,,,,,,,,,False
696,0.0,0.0,0.0164,0.0245,,0.0656,399.505,6.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.000171929,9,16376,,,,,28.677,27.676,27.345,27.269,27.16,27.166,27.216,,,23.303,,,32.097,30.554,29.132,28.205,27.716,27.383,27.305,27.259,27.197,27.384,28.18,28.636,29.03,29.445,36.234,9.50625,4.54096,-8.34458,,,,AS1063clu,342.1677804,-44.5227995,,,,,,,,,,False
697,1.3503,1.1253,1.5715,1.1583,0.758,1.5588,5.19115,1.0,0,0.0,718700000.0,99.0,1.0,5.37426,1.0,0.0,0.0680761,,1000000000.0,533930000.0,9,16376,,,,,26.708,25.872,25.496,25.298,25.24,25.186,25.603,24.9,25.322,,32.102,,26.694,26.601,26.564,26.565,25.981,25.42,25.403,25.314,25.267,25.273,25.284,25.468,25.87,26.353,28.298,8.88634,8.49537,-0.83708,,,,AS1063clu,342.1912248,-44.5228829,,,,,,,,,,False
698,8.0,7.2737,8.0,6.5698,5.2253,7.6716,5.4383,22.0,0,0.0,,99.0,5.41,5.18814,33.0,0.5,0.0747155,,1000000000.0,156.179,9,16376,,,,,29.621,28.926,28.269,28.736,28.417,27.753,28.813,26.296,25.1,26.41,,,,,,,30.531,27.974,27.944,27.917,27.898,27.786,26.195,25.821,25.58,25.273,25.844,8.91157,9.28814,-0.11597,,,,AS1063clu,342.1980808,-44.5228155,,,,,,,,,,False
699,0.0,0.0,0.0558,0.1146,0.024,0.3109,198.812,1.0,0,0.0,508800000.0,99.0,1.18,204.351,33.0,0.0,4.22523e-45,,1000000000.0,453674.0,10,16380,,,,27.972,27.56,27.323,27.467,27.309,27.826,27.501,28.684,,,,,,28.413,28.38,27.821,27.552,27.46,27.527,27.56,27.59,27.604,27.694,28.484,28.87,29.376,29.897,32.131,8.7992,4.8928,-4.4088,,,,AS1063clu,342.2013891,-44.5174038,,,,,,,,,,False
700,0.29465,0.1222,0.4026,0.2274,0.1344,0.3252,0.433065,1.0,0,0.0,3750000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,138128000.0,10,16380,,,,27.161,25.767,24.975,24.667,24.487,24.44,24.406,24.207,25.0,25.385,,,,30.283,28.959,27.204,25.68,25.011,24.628,24.49,24.452,24.418,24.249,24.961,25.314,25.798,26.335,28.516,9.48594,7.83614,-4.77003,,,,AS1063clu,342.2012249,-44.5230847,,,,,,,,,,False
701,0.0,0.0,0.4315,5.7045,3.2561,7.3403,23.4647,18.0,0,0.5,,99.0,0.39,21.5703,33.0,0.0,2.07051e-05,,1000000000.0,13.2357,9,16376,,,,,28.042,28.155,27.124,27.173,26.804,26.88,,,29.397,,28.195,,,,,46.378,39.174,36.807,35.726,35.13,34.62,32.59,29.777,29.191,28.589,27.823,27.946,8.8855,5.68099,-3.81035,,,,AS1063clu,342.1761233,-44.5174137,,,,,,,,,,False
702,0.0,0.0,0.0141,0.0181,,0.052,373.374,1.0,0,0.0,508800000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,30986.6,9,16376,,,,,27.564,26.897,26.543,26.322,26.321,26.23,26.9,,,,,,27.585,27.521,26.821,26.715,26.731,26.7,26.753,26.764,26.755,26.961,27.769,28.21,28.668,29.221,31.48,8.7881,4.26171,-5.06437,,,,AS1063clu,342.1666747,-44.5229911,,,,,,,,,,False
703,0.24856,0.1824,0.2864,0.2233,0.191,0.2627,25.6667,2.0,0,0.0,4500000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,633730000.0,10,16380,,,,25.844,24.337,23.533,23.168,22.965,22.885,22.801,22.319,23.58,24.27,,,,29.968,28.037,26.093,24.361,23.615,23.172,22.937,22.867,22.818,22.624,23.438,23.691,24.172,24.692,26.871,9.56753,8.39004,-5.25653,,,,AS1063clu,342.2085285,-44.5232494,,,,,,,,,,False
705,0.21009,0.1061,0.3319,0.1851,0.0926,0.2805,1.12702,8.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.159869,9,16376,,,,,26.026,25.295,24.9,24.707,24.657,24.598,24.403,25.381,25.908,22.918,,,30.97,29.297,27.641,26.039,25.333,24.89,24.692,24.636,24.599,24.485,25.294,25.591,26.109,26.504,27.978,9.52311,7.66532,-5.46318,,,,AS1063clu,342.1830541,-44.523109,,,,,,,,,,False
706,0.65508,0.6418,0.6642,0.6495,0.6243,0.6632,52.8127,33.0,3,0.25,,99.0,-99.9,1000000000.0,,,,,1000000000.0,404.163,10,16380,,,,23.4,22.833,22.474,22.371,22.306,22.246,22.207,21.671,22.189,22.506,23.606,24.258,,23.442,23.537,23.268,22.932,22.511,22.279,22.297,22.217,22.138,22.029,22.256,22.615,22.511,23.095,21.557,8.79989,9.19183,0.03846,,,,AS1063clu,342.2057875,-44.5233305,[KCC2017] NE-84,342.20568,-44.52325,G,0.4386,D,2017A&A...599A..28K,0.4001432040821092,SIMBAD,False
707,0.0,0.0,0.0234,0.0331,,0.0878,47.0709,5.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.00122588,10,16380,,,,28.51,27.315,26.644,26.332,26.121,26.051,26.011,26.394,,,,23.115,,30.833,29.327,27.938,27.037,26.581,26.27,26.197,26.157,26.103,26.284,27.073,27.514,27.909,28.303,33.968,9.49281,5.26062,-7.51249,,,,AS1063clu,342.165058,-44.5231371,,,,,,,,,,False
708,0.0,0.0,0.0296,0.0615,0.0135,0.2476,122.747,1.0,0,0.0,508800000.0,99.0,0.51,125.638,33.0,0.0,5.225380000000001e-28,,1000000000.0,181080.0,10,16380,,,,27.44,27.434,27.302,27.553,27.268,27.102,26.924,,,,24.012,22.711,,28.082,28.02,27.367,27.142,27.213,27.185,27.233,27.253,27.254,27.401,28.203,28.624,29.102,29.64,31.887,8.7742,4.55691,-4.60619,,,,AS1063clu,342.1784067,-44.5175609,,,,,,,,,,False
709,0.0,0.0,0.0117,0.0324,,0.0879,109.48,26.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0117639,10,16380,,,,25.937,25.136,25.045,25.116,25.024,24.982,24.995,25.099,,,,,,26.541,26.388,25.588,25.248,25.163,25.053,25.051,25.036,25.007,25.165,25.97,26.37,26.197,25.01,30.302,8.88033,5.69879,-3.66302,,,,AS1063clu,342.1654507,-44.5231962,,,,,,,,,,False
710,0.0,0.0,0.049,0.0707,0.0166,0.2318,341.496,1.0,0,0.0,508800000.0,99.0,0.54,343.757,33.0,0.0,2.26054e-75,,1000000000.0,96800.4,10,16380,,,,28.704,28.678,28.379,28.454,28.062,27.817,27.871,,,,,,,29.102,29.041,28.409,28.157,28.208,28.205,28.249,28.272,28.275,28.409,29.211,29.625,30.108,30.642,32.887,8.83601,4.61725,-4.8568,,,,AS1063clu,342.1807587,-44.5174049,,,,,,,,,,False
711,0.0,0.0,0.015,0.0181,,0.05,131.298,26.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.00157039,10,16380,,,,26.998,27.177,27.047,26.265,26.032,26.006,25.93,26.522,,,,23.535,,27.836,27.682,26.876,26.593,26.458,26.352,26.351,26.334,26.304,26.481,27.281,27.686,27.405,26.323,32.617,8.93602,4.4575,-5.30775,,,,AS1063clu,342.1756723,-44.5231718,,,,,,,,,,False
712,0.0,0.0,0.1232,0.1361,0.0299,0.4649,25.6912,1.0,0,0.0,508800000.0,99.0,0.53,26.8672,32.0,0.0,1.46505e-06,,1000000000.0,637001.0,10,16380,,,,28.252,27.81,27.719,28.029,28.03,27.642,27.58,,,,24.684,,,28.568,28.559,28.061,27.72,27.627,27.697,27.718,27.751,27.772,27.831,28.61,28.981,29.498,30.015,32.24,8.83486,5.22858,-4.1545,,,,AS1063clu,342.1966851,-44.517429,,,,,,,,,,False
713,5.2458,5.0941,5.526,5.1186,1.8694,5.5508,14.4436,29.0,0,0.0,,99.0,4.93,15.2713,33.0,0.15,0.000482923,,1000000000.0,476.847,10,16380,,,,28.273,26.814,25.95,25.664,25.546,25.434,25.446,25.94,24.441,25.197,24.582,,,,,,27.819,25.643,25.483,25.53,25.583,25.638,25.569,24.922,24.864,24.855,24.933,26.096,8.73608,9.75847,0.75967,,,,AS1063clu,342.1934517,-44.5232691,,,,,,,,,,False
714,0.044217,0.0,0.0964,0.0766,0.027,0.1466,10.7807,9.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0119205,10,16380,,,,28.29,26.579,25.815,25.521,25.334,25.305,25.249,25.184,26.762,26.057,25.949,,,31.366,29.449,27.941,26.593,25.971,25.525,25.394,25.355,25.3,25.357,26.146,26.541,27.038,27.522,30.892,9.54753,6.51941,-6.97914,,,,AS1063clu,342.2046311,-44.5232668,,,,,,,,,,False
715,0.0,0.0,0.0449,0.0431,,0.1897,102.646,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0194112,10,16380,,,,27.213,25.67,24.744,24.703,24.171,24.527,24.017,25.198,,,,,,25.889,26.089,25.883,25.809,26.183,26.217,26.275,26.302,26.319,26.659,27.028,27.682,27.504,26.303,29.836,8.7175,4.56493,-4.44096,,,,AS1063clu,342.158534,-44.5174964,,,,,,,,,,False
716,0.0,0.0,0.032,0.0407,,0.1228,191.41,1.0,0,0.0,508800000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,63494.4,10,16380,,,,27.85,27.826,27.725,27.257,26.974,27.07,27.171,30.779,,,24.639,,,28.326,28.263,27.594,27.452,27.471,27.433,27.485,27.501,27.497,27.672,28.476,28.908,29.376,29.923,32.175,8.81757,4.5494,-4.76546,,,,AS1063clu,342.1630641,-44.5232992,,,,,,,,,,False
717,1.2946,1.1428,1.4266,0.9411,0.0989,1.3349,16.7555,28.0,0,0.0,,99.0,0.0,14.8406,33.0,0.4,0.00059898,,1000000000.0,5.94215,10,16380,,,,26.97,27.422,26.972,26.258,26.113,25.949,26.003,27.362,26.102,27.807,24.952,23.886,,27.035,27.099,27.19,27.222,26.526,26.37,26.27,26.272,26.347,26.346,26.446,26.821,27.124,27.578,26.441,8.77604,7.77778,-1.32706,,,,AS1063clu,342.181009,-44.5233222,,,,,,,,,,False
718,0.0,0.0,0.029,0.0718,0.0169,0.2763,325.854,27.0,0,0.0,,99.0,1.18,327.891,33.0,0.0,6.30107e-72,,1000000000.0,0.00529021,9,16372,,,,30.068,,28.834,27.828,27.65,27.707,27.623,,26.33,,,,,29.21,29.113,28.43,28.127,28.046,28.001,28.038,28.053,28.053,28.214,28.892,29.379,29.416,28.331,29.809,9.02563,4.97375,-5.35808,,,,AS1063clu,342.1855039,-44.517539,,,,,,,,,,False
719,1.407,1.1649,1.5602,1.2252,0.6269,1.5889,4.64182,33.0,3,0.2,,99.0,1.81,6.80834,1.0,0.0,0.0332344,,1000000000.0,37.4032,10,16380,,,,27.0,27.009,26.709,25.87,25.691,25.628,25.643,26.506,25.926,25.849,,,,27.188,26.954,26.959,26.865,26.549,26.159,26.186,25.889,25.711,25.979,25.895,26.099,26.5,26.591,26.058,8.79953,8.33012,-0.81,,,,AS1063clu,342.1826102,-44.5233837,,,,,,,,,,False
721,0.32677,0.3139,0.3381,0.3872,0.3242,0.408,102.839,24.0,0,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,219.636,10,16380,,,,24.238,22.385,21.459,20.992,20.7,20.571,20.472,19.305,19.956,20.268,21.397,21.749,,26.347,25.316,24.12,22.416,21.44,20.976,20.676,20.488,20.324,19.905,20.319,20.58,20.937,20.697,19.828,9.55644,9.93029,-3.55155,,,,AS1063clu,342.1597345,-44.523526,,,,,,,,,,False
722,0.0,0.0,0.1364,0.0916,0.0207,0.7983,83.5589,33.0,0,0.0,,99.0,0.69,85.953,33.0,0.0,2.16542e-19,,1000000000.0,0.0240703,9,16372,,,,28.8,,27.797,26.671,26.625,26.964,26.958,,24.818,,,25.098,,27.4,27.592,27.439,27.513,27.45,27.763,27.812,27.844,27.867,28.141,28.529,29.179,29.193,27.908,28.961,8.78725,4.70822,-4.57413,,,,AS1063clu,342.2041574,-44.5180088,,,,,,,,,,False
723,0.60706,0.3882,0.8278,0.5314,0.1819,1.0389,3.08184,1.0,0,0.0,1434000000.0,99.0,0.07,4.28308,21.0,0.2,0.117474,,1000000000.0,121425000.0,10,16380,,,,29.078,26.591,26.059,25.702,25.541,25.516,25.427,25.756,25.392,25.548,,22.461,,28.887,28.671,28.221,26.881,26.034,25.747,25.622,25.548,25.494,25.398,25.65,25.961,26.297,26.85,28.815,9.21422,7.8869,-2.82565,,,,AS1063clu,342.2020463,-44.5219806,,,,,,,,,,False
725,5.3472,5.1987,5.6563,5.4082,5.2021,5.7358,12.9068,32.0,0,0.0,,99.0,4.95,16.8917,33.0,0.05,0.000214791,,1000000000.0,498.695,10,16380,,,,28.692,26.407,25.563,25.137,25.087,25.03,24.956,26.157,25.096,24.826,,24.629,,,,,27.854,25.387,25.037,25.128,25.196,25.268,25.504,25.214,25.041,25.334,25.403,26.258,8.96563,8.30328,-1.33158,,,,AS1063clu,342.1905009,-44.5235588,,,,,,,,,,False
726,0.0,0.0,0.0527,0.0399,0.0105,0.1036,76.8799,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0152509,10,16380,,,,27.333,26.116,25.64,25.275,25.393,25.206,25.445,,,,24.921,,,26.151,26.35,26.145,26.071,26.445,26.479,26.537,26.564,26.581,26.92,27.29,27.944,27.766,26.565,30.098,8.72099,4.45532,-4.6446,,,,AS1063clu,342.2036823,-44.518432,,,,,,,,,,False
727,1.3881,1.2537,1.5575,1.318,0.9099,1.5042,12.7733,33.0,3,0.1,,99.0,0.0,14.812,33.0,0.3,0.000607599,,1000000000.0,88.1384,10,16380,,,,25.402,25.356,25.287,24.585,24.536,24.565,24.576,25.422,24.701,25.163,24.407,24.89,,25.257,25.118,25.183,25.286,25.223,24.907,24.925,24.788,24.646,25.001,25.016,25.211,25.633,25.75,25.492,8.71532,8.57856,-0.38641,,,,AS1063clu,342.2042703,-44.5236201,,,,,,,,,,False
728,0.0,0.0,0.5548,0.4162,0.1245,1.1368,38.0193,1.0,0,0.0,1278000000.0,99.0,0.45,38.0466,1.0,0.0,5.47385e-09,,1000000000.0,3475910.0,10,16380,,,,31.665,29.836,29.021,28.963,28.798,28.725,28.829,28.189,,,,,,31.624,31.562,31.009,29.746,29.17,28.961,28.871,28.828,28.806,28.727,29.145,29.507,29.803,30.399,32.415,9.20755,6.29975,-4.55998,,,,AS1063clu,342.2031282,-44.5176983,,,,,,,,,,False
729,0.0,0.0,0.0148,0.0237,,0.0834,106.26,1.0,0,0.0,508800000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,41381.2,10,16380,,,,26.787,27.181,26.887,25.859,25.764,25.781,25.817,26.53,,,,,,27.271,27.207,26.507,26.401,26.416,26.385,26.439,26.45,26.441,26.647,27.455,27.896,28.354,28.907,31.166,8.74702,4.37441,-4.6932,,,,AS1063clu,342.2044409,-44.5237987,,,,,,,,,,False
730,5.7461,5.139,6.7592,5.834,5.0159,7.1485,5.1515,23.0,0,0.0,,99.0,6.13,5.12464,23.0,0.0,0.0771255,,1000000000.0,255.401,9,16376,,,,,28.85,27.749,27.286,27.176,27.197,26.836,27.308,25.346,25.023,25.473,,,,,,31.703,27.936,27.034,27.011,26.995,27.009,26.765,25.389,25.103,24.919,24.705,25.487,8.88265,9.57061,0.25122,,,,AS1063clu,342.1959,-44.5234555,[KCC2017] NE-22,342.19589,-44.52368,G,0.34,D,2017A&A...599A..28K,0.8086074549197111,SIMBAD,False
731,0.091325,0.0131,0.1473,0.1334,0.0531,0.286,4.872,9.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0440074,10,16380,,,,28.744,26.278,25.552,25.183,25.037,24.961,24.914,25.278,25.617,26.104,,,,31.274,29.513,27.869,26.381,25.708,25.239,25.075,25.031,24.992,24.964,25.756,26.092,26.635,27.106,29.71,9.50215,7.30619,-5.56225,,,,AS1063clu,342.183576,-44.5235812,,,,,,,,,,False
732,0.0,0.0,0.0877,0.1267,0.0292,0.4199,185.012,31.0,0,0.0,,99.0,0.54,185.866,33.0,0.0,4.36128e-41,,1000000000.0,0.0190721,10,16380,,,,28.795,28.499,28.785,29.136,28.103,28.415,28.468,,,,,,,28.671,28.791,28.537,28.423,28.353,28.541,28.583,28.622,28.649,28.812,29.402,29.851,30.019,29.009,29.345,8.87402,5.0011,-4.65118,,,,AS1063clu,342.1811714,-44.5175661,,,,,,,,,,False
733,0.49886,0.3858,0.5367,0.4496,0.3724,0.517,19.5238,25.0,0,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,28.6864,10,16380,,,,26.829,24.979,24.092,23.652,23.398,23.262,23.173,22.419,22.896,23.099,24.537,24.123,,28.984,27.943,26.767,25.151,24.107,23.657,23.4,23.208,23.044,22.627,22.956,23.192,23.54,23.488,22.521,9.5125,8.98464,-3.95342,,,,AS1063clu,342.189167,-44.5236786,[KCC2017] NE-21,342.18917,-44.52368,G,0.3397,D,2017A&A...599A..28K,0.009202783598600064,SIMBAD,False
734,0.47957,0.4239,0.5359,0.4509,0.378,0.5098,0.806386,1.0,0,0.0,2000000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,1602390000.0,10,16380,,,,25.698,24.173,23.311,22.951,36.064,22.654,22.574,22.602,22.947,23.313,24.337,,,27.411,26.947,25.759,24.169,23.327,22.98,22.817,22.741,22.692,22.567,23.001,23.315,23.649,24.263,26.296,9.25447,8.92196,-1.92297,,,,AS1063clu,342.1555534,-44.5236205,,,,,,,,,,False
735,0.0,0.0,0.0261,0.0328,,0.086,184.962,26.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.00281398,10,16380,,,,27.571,26.891,26.734,26.778,26.781,26.639,26.4,26.181,,,26.679,27.673,,28.094,27.941,27.141,26.802,26.716,26.606,26.604,26.589,26.56,26.718,27.523,27.923,27.75,26.563,31.855,8.85599,4.90019,-4.44526,,,,AS1063clu,342.1705326,-44.5236065,,,,,,,,,,False
736,0.0,0.0,0.0846,0.1091,0.0251,0.3309,211.792,1.0,0,0.0,508800000.0,99.0,0.39,212.985,33.0,0.0,5.63587e-47,,1000000000.0,188792.0,9,16376,,,,,29.02,28.411,28.479,28.224,28.138,28.389,,,,23.338,,,29.365,29.332,28.773,28.504,28.412,28.478,28.512,28.542,28.555,28.646,29.436,29.822,30.328,30.848,33.083,8.95211,4.98118,-5.03954,,,,AS1063clu,342.1916616,-44.5176622,,,,,,,,,,False
737,0.063652,0.0199,0.1339,0.0984,0.0502,0.1638,12.4758,9.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0153987,10,16380,,,,29.229,27.104,26.031,25.675,25.523,25.49,25.479,25.822,26.286,28.461,23.996,,,31.682,29.809,28.275,26.859,26.22,25.762,25.618,25.579,25.531,25.554,26.342,26.712,27.229,27.708,30.686,9.56428,6.86165,-6.79616,,,,AS1063clu,342.2003716,-44.5236192,,,,,,,,,,False
738,0.0,0.0,0.0246,0.034,,0.0886,53.2513,6.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.000678064,10,16380,,,,,27.847,27.165,26.77,26.612,26.641,26.57,26.811,,,,26.0,,31.583,29.994,28.582,27.619,27.126,26.786,26.705,26.661,26.601,26.77,27.563,28.009,28.414,28.83,34.614,9.50142,5.11374,-7.73042,,,,AS1063clu,342.2033799,-44.5236019,,,,,,,,,,False
739,0.0,0.0,0.044,0.0707,0.0171,0.2013,52.992,9.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.00131772,9,16376,,,,,29.305,28.166,27.656,27.47,27.319,27.302,27.912,,,24.108,,,33.399,31.487,29.971,28.665,28.051,27.61,27.486,27.447,27.389,27.463,28.253,28.66,29.147,29.634,33.27,9.50724,5.55024,-7.35115,,,,AS1063clu,342.1763811,-44.5235955,CLASH RXJ2248-4431  619,342.1763786,-44.5235886,LeG,5.9,E,2014ApJ...792...76B,0.025655390749523516,SIMBAD,False
740,0.0,0.0,0.047,0.0696,0.0164,0.2251,635.722,1.0,0,0.0,508800000.0,99.0,0.54,637.585,33.0,0.0,3.5498e-139,,1000000000.0,79052.0,9,16372,,,,29.174,,29.5,28.78,28.627,28.196,28.19,,,,,,,29.321,29.261,28.629,28.377,28.428,28.425,28.469,28.492,28.495,28.629,29.431,29.845,30.328,30.862,33.107,8.89898,4.58852,-5.31198,,,,AS1063clu,342.1796369,-44.517756,,,,,,,,,,False
741,0.84179,0.6715,0.986,0.8409,0.678,1.0363,11.5713,2.0,0,0.0,1015000000.0,99.0,4.55,16.1443,33.0,0.15,0.000312106,,1000000000.0,502404000.0,10,16380,,,,27.556,26.432,25.569,25.243,25.06,25.018,25.046,25.282,24.335,24.777,,,,27.243,27.137,27.108,26.655,25.55,25.262,25.128,25.09,25.066,24.958,24.886,25.278,25.606,26.071,28.01,9.03338,8.44528,-1.3644,,,,AS1063clu,342.1914141,-44.5236711,,,,,,,,,,False
742,0.0,0.0,0.0777,0.0678,0.0163,0.2238,866.63,33.0,0,0.0,,99.0,0.39,869.697,33.0,0.0,1.40523e-189,,1000000000.0,0.00731183,10,16380,,,,28.943,27.928,28.154,28.279,28.744,28.517,28.279,,,,,23.375,,28.155,28.349,28.173,28.085,28.342,28.503,28.556,28.586,28.607,28.906,29.282,29.941,29.903,28.61,30.183,8.79518,4.47101,-4.87934,,,,AS1063clu,342.1858328,-44.5177283,,,,,,,,,,False
743,0.10365,0.0774,0.1564,0.1921,0.1099,0.2725,7.1648,6.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.241343,10,16380,,,,27.451,25.706,24.869,24.6,24.468,24.421,24.385,24.396,25.164,25.977,,22.852,,30.161,28.687,27.148,25.667,25.036,24.647,24.47,24.42,24.387,24.296,25.091,25.402,25.92,26.342,27.817,9.52835,7.72357,-5.52414,,,,AS1063clu,342.1958952,-44.5236856,[KCC2017] NE-22,342.19589,-44.52368,G,0.34,D,2017A&A...599A..28K,0.02417763356657542,SIMBAD,False
