IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_ML,Z_ML68_LOW,Z_ML68_HIGH,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,AGE_BEST,PDZ_BEST,Z_SEC,CHI_SEC,MOD_SEC,EBV_SEC,PDZ_SEC,MOD_STAR,CHI_STAR,SCALE_BEST,NBAND_USED,CONTEXT,ZSPEC,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,MAG_OBS6,MAG_OBS7,MAG_OBS8,MAG_OBS9,MAG_OBS10,MAG_OBS11,MAG_OBS12,MAG_OBS13,MAG_OBS14,MAG_MOD0,MAG_MOD1,MAG_MOD2,MAG_MOD3,MAG_MOD4,MAG_MOD5,MAG_MOD6,MAG_MOD7,MAG_MOD8,MAG_MOD9,MAG_MOD10,MAG_MOD11,MAG_MOD12,MAG_MOD13,MAG_MOD14,AGE_MED,MASS_MED,SFR_MED,ZSPEC_FLAG,ZSPEC_REF,ZSPEC_SEP,FIELD,RA,DEC,x_arcsec,y_arcsec,r_arcsec,member_selection,bcg_score
1215,0.37139,0.3587,0.3818,0.3678,0.3512,0.3834,140.436,24.0,0,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,358.977,10,16380,,,,23.546,21.651,20.748,20.315,19.995,19.862,19.757,18.576,18.989,19.591,20.475,21.531,,25.627,24.593,23.414,21.691,20.747,20.312,19.997,19.811,19.649,19.233,19.679,19.945,20.311,20.01,19.175,9.56527,10.14164,-3.41618,,,,AS1063clu,342.1769499,-44.5341098,-21.96560937238173,-14.434920000016405,26.284118979089595,pagul21_photoz_f160w_radius,0.2536740493029863
