IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_ML,Z_ML68_LOW,Z_ML68_HIGH,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,AGE_BEST,PDZ_BEST,Z_SEC,CHI_SEC,MOD_SEC,EBV_SEC,PDZ_SEC,MOD_STAR,CHI_STAR,SCALE_BEST,NBAND_USED,CONTEXT,ZSPEC,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,MAG_OBS6,MAG_OBS7,MAG_OBS8,MAG_OBS9,MAG_OBS10,MAG_OBS11,MAG_OBS12,MAG_OBS13,MAG_OBS14,MAG_MOD0,MAG_MOD1,MAG_MOD2,MAG_MOD3,MAG_MOD4,MAG_MOD5,MAG_MOD6,MAG_MOD7,MAG_MOD8,MAG_MOD9,MAG_MOD10,MAG_MOD11,MAG_MOD12,MAG_MOD13,MAG_MOD14,AGE_MED,MASS_MED,SFR_MED,ZSPEC_FLAG,ZSPEC_REF,ZSPEC_SEP,FIELD,RA,DEC
13,0.53026,0.0623,1.1343,0.9144,0.2351,3.7562,2.39598,33.0,3,0.15,,99.0,0.89,2.32285,33.0,0.15,0.313039,,1000000000.0,9.31469,9,16382,,,27.215,,27.164,26.507,26.629,26.628,26.474,26.897,27.195,24.97,26.677,,,,27.3,27.266,27.404,27.319,26.864,26.805,26.537,26.573,26.832,26.743,26.843,27.215,27.262,27.818,26.337,8.84657,7.45751,-1.91093,,,,A2744clu,3.5766771,-30.3772722
14,0.10905,0.0614,0.2243,0.164,0.0896,0.2784,2.20517,6.0,0,0.0,,99.0,0.42,4.13734,1.0,0.0,0.126354,,1000000000.0,0.816332,10,16383,,27.701,26.597,25.557,23.859,23.221,22.899,22.742,22.67,22.626,22.691,23.372,23.656,,23.662,,28.354,26.767,25.267,23.885,23.292,22.905,22.747,22.704,22.67,22.624,23.409,23.737,24.26,24.67,26.32,9.49283,8.26173,-4.52653,,,,A2744clu,3.5736988,-30.3768004
15,3.4466,3.4041,3.4562,3.4579,3.409,3.5407,65.6966,32.0,1,0.4,,99.0,-99.9,1000000000.0,,,,,1000000000.0,253998.0,10,16383,,27.969,25.211,23.631,22.145,21.387,20.961,20.747,20.631,20.546,19.459,20.193,20.474,21.779,22.533,,,,24.275,22.028,21.32,20.973,20.764,20.629,20.419,19.449,18.862,18.573,18.41,18.308,19.105,9.43707,9.56614,-2.53497,,,,A2744clu,3.5734773,-30.3779209
17,1.0338,0.9836,1.097,1.0501,0.9899,1.1135,40.74,33.0,3,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,1106.5,6,16031,,26.425,25.084,27.04,24.559,24.322,,,22.681,,,,,,,,26.368,25.85,25.896,24.966,24.045,23.436,22.877,22.796,22.955,22.481,22.14,22.334,22.607,22.671,21.689,9.16764,10.03266,-0.35702,,,,A2744clu,3.5752647,-30.3770378
18,0.0,0.0,8.0,,,,1000000000.0,,-100,-99.9,-99.9,99.0,-99.9,1000000000.0,,,,,1000000000.0,1106.5,10,16383,,-2.971,-3.822,,-4.893,-5.615,-6.845,-6.927,-6.951,-7.213,,,,23.473,29.762,,,,,,,,,,,,,,,,,,,,,,,A2744clu,3.5706026,-30.3777701
19,3.602,3.3944,3.7746,3.6195,3.4338,3.7697,7.25432,28.0,3,0.3,,99.0,0.47,9.17896,1.0,0.0,0.0101581,,1000000000.0,12042.4,6,15967,,27.595,26.991,27.47,25.028,24.39,,23.888,,,,,,,,,,,27.542,25.03,24.39,24.302,23.886,23.673,23.496,22.171,21.54,21.269,21.157,21.017,22.106,9.29441,8.43661,-2.64587,,,,A2744clu,3.5748017,-30.3771842
20,0.27984,0.2594,0.2947,0.2941,0.2562,0.3669,43.3224,25.0,0,0.4,,99.0,-99.9,1000000000.0,,,,,1000000000.0,43.3635,9,16382,,,26.457,24.188,22.807,22.179,21.802,21.616,21.531,21.473,20.796,21.487,21.816,22.443,22.378,,26.133,25.344,24.403,22.895,22.206,21.865,21.603,21.464,21.341,21.018,21.629,21.895,22.301,21.733,21.141,9.36839,9.05004,-2.39038,,,,A2744clu,3.5745601,-30.378596
21,0.30491,0.2797,0.341,0.3077,0.2637,0.3767,11.5041,25.0,0,0.4,,99.0,-99.9,1000000000.0,,,,,1000000000.0,42.4094,9,16382,,,26.063,24.573,23.091,22.405,22.014,21.804,21.71,21.639,21.084,21.871,22.245,,25.801,,26.369,25.571,24.667,23.121,22.404,22.063,21.8,21.659,21.535,21.202,21.785,22.054,22.454,21.954,21.278,9.42104,9.07346,-2.85318,,,,A2744clu,3.5751389,-30.3785232
22,0.0,0.0,8.0,,,,1000000000.0,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,6.82229e-14,10,16383,,-3.11,-3.769,-5.654,-7.441,-8.278,-8.772,-9.106,-8.986,-9.348,19.166,19.621,19.874,20.919,21.765,,18.365,18.574,18.35,18.269,18.634,18.673,18.729,18.752,18.77,19.166,19.522,20.158,19.637,18.807,inf,,,,,,,A2744clu,3.5815648,-30.3766483
23,5.2961,0.5227,6.7487,1.1996,0.1676,5.3522,17.3986,33.0,3,0.15,,99.0,1.2,17.3986,33.0,0.15,0.000166704,,1000000000.0,9.96448,7,16358,,,28.673,29.103,,,26.247,27.219,26.469,25.902,,27.832,,,,,27.953,27.816,27.874,27.851,27.619,27.311,27.398,27.107,26.944,27.262,27.24,27.476,27.896,27.992,27.37,8.79027,7.59699,-1.5577,,,,A2744clu,3.5735808,-30.3761777
24,3.8041,3.7444,3.8832,3.8082,3.7257,3.8928,19.4545,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,4740.24,10,16383,,,26.111,23.619,22.167,21.457,20.977,20.943,21.079,20.578,22.23,22.534,23.006,23.583,23.193,,,,23.989,21.974,21.845,22.021,22.164,22.258,22.358,22.208,22.429,22.48,22.552,22.657,23.966,9.29275,6.2928,-4.93429,,,,A2744clu,3.5710107,-30.3767963
25,0.24845,0.0296,0.2876,0.2369,0.1156,3.5949,1.2228,3.0,0,0.0,,99.0,3.5,3.25891,33.0,0.2,0.196037,,1000000000.0,5.25039,10,16383,,,27.201,24.467,23.086,22.438,21.961,21.632,21.944,21.493,21.904,20.988,21.337,21.96,22.691,,26.971,26.038,24.517,23.06,22.495,22.22,22.062,22.015,21.989,21.902,22.714,22.96,23.401,23.792,24.577,9.44548,8.53891,-3.6791,,,,A2744clu,3.5707673,-30.3770956
26,0.0,0.0,0.0967,0.4705,0.0673,0.8579,4.27927,28.0,2,0.15,,99.0,0.58,3.79399,27.0,0.1,0.150018,,1000000000.0,6.69427,10,16383,,27.465,26.831,26.553,25.976,25.462,25.025,24.925,24.77,24.733,25.365,23.815,24.803,23.886,,,26.867,26.857,26.624,25.823,25.348,25.121,25.022,24.959,24.927,24.88,25.289,25.45,25.905,25.926,24.716,9.01634,8.05253,-1.60379,,,,A2744clu,3.5758051,-30.3781792
27,0.0,0.0,0.0802,0.2076,0.0404,0.6868,3.66386,3.0,0,0.0,,99.0,0.6,3.32645,1.0,0.0,0.189527,,1000000000.0,0.164027,9,16379,,,28.496,,26.581,25.851,25.493,25.311,25.414,25.224,25.719,23.741,23.986,23.639,24.555,,30.356,29.288,27.864,26.454,25.933,25.657,25.51,25.471,25.448,25.391,26.198,26.457,26.908,27.285,28.192,9.33121,7.08029,-4.54594,,,,A2744clu,3.5747165,-30.3761303
28,0.0,0.0,8.0,,,,1000000000.0,,-100,-99.9,-99.9,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.164027,10,16383,,-1.625,-4.151,-1.813,,-4.143,-6.565,-6.231,-6.499,-6.774,,,,24.117,22.898,,,,,,,,,,,,,,,,,,,,,,,A2744clu,3.5740713,-30.3756709
29,0.31396,0.2889,0.3584,0.3233,0.2856,0.3737,18.5457,26.0,0,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,57.1144,10,16383,,26.973,27.052,24.853,23.196,22.508,22.088,21.881,21.802,21.702,21.084,21.866,22.244,23.325,,,26.891,25.891,24.886,23.272,22.512,22.167,21.878,21.713,21.568,21.195,21.732,22.005,22.398,21.932,21.22,9.48622,9.11062,-3.41838,,,,A2744clu,3.5719068,-30.3773828
30,0.0,0.0,8.0,,,,1000000000.0,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,4.6155,10,16383,,22.033,,,,22.589,20.156,20.132,20.235,19.703,,,,,26.046,,22.121,22.313,22.188,22.24,22.129,22.498,22.544,22.578,22.603,22.852,23.255,23.891,23.955,22.688,23.372,,,,,,,A2744clu,3.5719876,-30.3763331
31,0.0,0.0,8.0,3.855,1.2008,6.6508,159.775,33.0,0,0.0,,99.0,1.98,159.775,33.0,0.0,2.01975e-35,,1000000000.0,346.528,9,16382,,,0.237,-2.051,-2.517,-2.774,-2.983,-3.291,-3.697,-3.896,25.067,25.596,25.134,25.744,,,,,27.137,24.867,24.699,24.875,25.017,25.111,25.21,25.067,25.021,25.342,25.411,25.513,26.836,8.99548,9.31637,-0.58934,,,,A2744clu,3.5836895,-30.3770375
32,0.0,0.0,0.044,0.3169,0.0727,0.6264,9.56511,27.0,1,0.05,,99.0,0.5,8.36797,1.0,0.0,0.0152377,,1000000000.0,0.568116,9,16382,,,27.895,27.871,26.873,26.213,26.25,26.284,26.194,26.279,29.128,26.729,,,,,27.884,27.914,27.731,26.827,26.549,26.484,26.415,26.414,26.433,26.381,27.045,27.228,27.735,27.403,26.28,8.89053,7.11768,-2.21379,,,,A2744clu,3.5765211,-30.3770705
33,1.4092,0.4809,1.8579,2.915,0.7937,6.7186,4.05628,33.0,1,0.4,,99.0,6.02,1.56895,33.0,0.0,0.456358,,1000000000.0,184.667,7,16348,,,,29.114,29.784,27.998,,26.997,26.894,26.956,27.687,,,,,,,35.163,30.247,28.977,28.535,28.241,28.069,27.697,27.384,27.032,26.403,26.211,26.059,26.153,26.389,8.99811,8.22345,-1.63636,,,,A2744clu,3.5713628,-30.3770911
35,1.4444,0.2091,3.051,2.1074,1.1896,5.5398,0.509286,24.0,0,0.1,,99.0,2.53,0.267341,29.0,0.25,0.874878,,1000000000.0,63.156,7,16370,,,29.006,,,27.308,26.52,26.189,25.995,25.509,25.124,23.793,23.638,23.191,23.2,,31.405,28.908,28.077,27.653,27.356,26.775,26.1,25.745,25.538,25.136,24.832,24.722,24.697,25.152,24.588,9.27998,9.20073,-1.83853,,,,A2744clu,3.5824442,-30.3771991
36,0.30346,0.0,0.7625,1.9095,0.3327,5.1174,5.0532,33.0,1,0.05,,99.0,0.0,3.81296,33.0,0.1,0.148602,,1000000000.0,126.607,10,16383,,24.456,24.848,25.844,24.16,23.654,21.925,22.236,22.375,21.715,25.381,27.692,,,,,26.202,25.054,24.953,25.069,25.254,25.208,25.127,25.038,25.022,25.264,25.297,25.321,25.555,26.077,25.154,8.87734,8.62145,-1.03163,,,,A2744clu,3.572546,-30.375725
37,3.2679,2.9467,3.517,2.9856,0.2477,3.4533,0.797522,33.0,1,0.25,,99.0,0.27,1.44053,2.0,0.0,0.486623,,1000000000.0,287.96,8,16380,,,,28.195,26.969,26.645,26.667,26.634,26.513,26.335,25.924,,,25.607,,,,34.148,28.041,27.021,26.79,26.687,26.637,26.481,26.265,25.968,25.651,25.546,25.473,25.611,26.007,8.95465,7.31362,-2.29261,,,,A2744clu,3.5844147,-30.3772422
38,1.9752,1.9238,2.0023,1.8977,1.4952,1.9758,19.634,31.0,1,0.05,,99.0,1.55,19.8047,33.0,0.15,5.00572e-05,,1000000000.0,120.426,10,16383,,27.271,25.593,25.365,25.36,25.354,24.726,24.627,24.594,24.576,25.61,26.433,,,23.474,,26.675,25.488,25.311,25.379,25.492,25.291,25.055,24.966,24.945,25.061,25.061,25.063,25.257,25.762,25.147,8.74791,5.5123,-3.57768,,,,A2744clu,3.5839519,-30.3771144
39,2.4595,2.3152,2.5985,2.4252,2.1557,2.5667,0.90217,31.0,1,0.05,,99.0,2.04,3.08267,33.0,0.15,0.214095,,1000000000.0,91.3982,10,16383,,29.454,27.082,26.146,26.166,26.107,26.09,26.063,25.916,25.79,25.849,24.318,24.577,,,,35.702,26.95,26.175,26.11,26.197,26.288,26.117,25.919,25.792,25.727,25.786,25.841,25.857,26.27,26.207,8.85978,5.49491,-3.86529,,,,A2744clu,3.5732862,-30.3773032
42,0.0,0.0,8.0,3.855,1.2008,6.6508,279.184,33.0,0,0.0,,99.0,1.65,279.184,33.0,0.0,2.37708e-61,,1000000000.0,699.932,10,16383,,-1.119,-2.746,-2.938,-3.448,-3.582,-3.887,-3.961,-4.013,-4.042,24.303,23.25,23.462,27.439,22.087,,,,26.373,24.103,23.936,24.112,24.254,24.348,24.446,24.303,24.258,24.579,24.648,24.749,26.073,8.99548,9.62172,-0.28455,,,,A2744clu,3.5894613,-30.3776092
43,1.9774,1.8834,2.0071,1.4778,0.0258,2.2776,13.6093,33.0,1,0.1,,99.0,0.0,9.92004,27.0,0.0,0.00701279,,1000000000.0,18.8628,10,16383,,29.258,27.504,26.845,26.966,27.039,26.939,26.616,26.737,26.541,,,,24.616,,,27.304,27.008,27.051,27.121,27.187,26.903,26.816,26.859,26.588,26.939,26.927,27.033,27.42,27.585,27.389,8.79054,4.82952,-4.35874,,,,A2744clu,3.5810439,-30.3777287
44,1.4468,0.0,3.0528,1.7821,0.5524,5.3672,0.430359,2.0,0,0.0,806400000.0,99.0,1.93,0.169777,33.0,0.3,0.918615,,1000000000.0,302488000.0,8,16380,,,,28.657,28.572,27.96,27.49,27.57,27.425,27.107,27.074,,,,26.661,,29.428,28.791,28.6,28.515,28.42,27.753,27.26,27.189,27.149,27.024,26.881,26.798,26.938,27.46,29.296,8.98083,8.10155,-1.59053,,,,A2744clu,3.5722877,-30.3778182
45,1.4152,1.3038,1.4374,1.3318,0.0254,1.547,40.4056,33.0,1,0.05,,99.0,0.0,40.0991,33.0,0.1,1.96155e-09,,1000000000.0,37.0201,10,16383,,26.565,25.559,25.666,25.61,25.719,25.334,25.076,25.097,25.042,28.154,25.419,26.039,24.717,23.627,,25.594,25.541,25.644,25.799,25.877,25.622,25.676,25.577,25.461,25.854,25.927,26.134,26.571,26.702,26.466,8.71668,4.65673,-4.3967,,,,A2744clu,3.5762238,-30.3780565
46,0.0,0.0,0.1455,0.4935,0.1188,0.9955,1.96703,1.0,0,0.0,1278000000.0,99.0,0.68,1.42085,1.0,0.0,0.491435,,1000000000.0,38968200.0,9,16381,,29.419,,28.739,27.818,26.931,26.745,26.603,26.437,26.368,26.906,,,,,,29.389,29.275,28.869,27.639,26.951,26.727,26.621,26.565,26.532,26.468,26.812,27.136,27.438,28.03,30.017,9.19667,7.3455,-3.2987,,,,A2744clu,3.5900415,-30.3780285
47,0.021802,0.0,0.1144,0.2149,0.0435,0.8087,4.43368,32.0,3,0.5,,99.0,0.5,4.04163,32.0,0.4,0.132548,,1000000000.0,2.59918,9,16382,,,28.205,27.082,26.571,26.106,25.54,25.241,25.133,25.085,25.084,23.96,24.815,26.094,25.06,,28.95,28.088,27.426,26.516,25.87,25.532,25.303,25.203,25.114,24.921,25.359,25.433,25.851,24.909,24.455,9.09786,8.24115,-1.79149,,,,A2744clu,3.5745935,-30.378241
48,0.0,0.0,0.0346,0.6626,0.0359,2.4181,148.48,33.0,0,0.0,,99.0,1.98,146.01,33.0,0.0,1.9690300000000002e-32,,1000000000.0,8.3595,10,16383,,23.759,23.295,23.333,22.479,22.307,22.232,22.244,22.086,22.177,26.66,,,,25.046,,25.219,25.351,25.55,25.638,25.532,25.505,25.817,25.858,25.86,25.96,26.386,26.83,26.748,27.34,25.796,8.8364,7.63681,-2.06161,,,,A2744clu,3.5921249,-30.3780831
50,0.68031,0.5844,0.7509,0.6554,0.5516,0.7443,2.85462,28.0,3,0.1,,99.0,0.14,6.55685,33.0,0.4,0.0376876,,1000000000.0,19.6792,10,16383,,26.532,26.068,25.864,25.455,24.72,24.615,24.518,24.576,24.492,24.425,25.419,26.211,23.66,25.996,,26.012,26.044,25.963,25.426,24.778,24.564,24.555,24.5,24.443,24.438,24.627,25.013,25.2,25.673,24.397,8.89215,8.3928,-0.98833,,,,A2744clu,3.5908966,-30.3781546
52,1.5848,1.5745,1.6565,1.6775,1.5869,1.8047,4.27658,31.0,3,0.2,,99.0,1.13,8.59698,33.0,0.3,0.0135891,,1000000000.0,735.141,10,16383,,26.196,24.99,24.625,24.593,24.257,23.668,23.576,23.531,23.448,23.18,23.111,23.304,,23.343,,25.721,24.928,24.611,24.608,24.349,23.822,23.524,23.471,23.448,23.233,23.048,22.994,23.234,23.575,23.236,8.85714,9.72111,0.43119,,,,A2744clu,3.5909243,-30.3783874
53,0.0,0.0,0.1126,0.8358,0.205,5.2748,3.4129,1.0,0,0.0,1015000000.0,99.0,0.69,3.21199,1.0,0.0,0.200689,,1000000000.0,68577000.0,10,16383,,28.992,29.41,29.474,28.501,27.509,27.148,27.184,27.016,27.0,28.409,,,24.824,,,29.188,29.089,29.07,28.605,27.52,27.277,27.164,27.135,27.123,27.095,27.102,27.483,27.83,28.302,30.27,9.05745,7.46708,-2.47289,,,,A2744clu,3.5818963,-30.3781348
54,0.0,0.0,0.06,0.6005,0.0387,1.8486,11.9655,30.0,0,0.0,,99.0,1.97,8.37881,33.0,0.1,0.0151553,,1000000000.0,2.02873,10,16383,,28.177,27.487,26.858,27.017,27.044,26.456,26.349,26.343,26.408,29.337,27.382,27.325,24.085,,,27.047,27.123,27.255,27.017,26.695,26.693,26.736,26.716,26.702,26.813,27.184,27.581,27.716,28.142,26.902,8.77603,5.74957,-3.43896,,,,A2744clu,3.5840209,-30.3782076
55,0.67177,0.4399,1.0157,0.6812,0.3986,1.0623,3.08289,27.0,0,0.0,,99.0,1.13,3.96251,33.0,0.25,0.137896,,1000000000.0,4.91498,9,16382,,,26.535,27.224,26.436,26.057,25.721,25.664,25.531,25.563,25.861,,,,,,26.753,26.789,26.869,26.474,25.862,25.745,25.703,25.691,25.661,25.718,25.962,26.375,26.61,27.095,25.816,8.83689,7.94158,-1.29329,,,,A2744clu,3.5837216,-30.378284
56,0.57236,0.0683,0.8868,0.6203,0.212,4.3105,0.905901,1.0,0,0.0,1278000000.0,99.0,0.17,1.34284,29.0,0.4,0.510982,,1000000000.0,79894900.0,10,16383,,28.963,29.667,28.611,27.691,26.608,26.417,26.327,26.389,26.38,26.094,,,22.642,23.287,,29.231,29.028,28.849,27.709,26.779,26.515,26.423,26.354,26.297,26.24,26.366,26.74,27.107,27.618,29.554,9.16758,7.50223,-3.00078,,,,A2744clu,3.5835616,-30.378448
57,2.3302,2.1722,2.4368,2.4452,2.2499,2.7448,2.41073,12.0,0,0.0,,99.0,7.99,4.88303,18.0,0.25,0.0870287,,1000000000.0,299.772,9,16379,,28.108,27.75,,27.795,27.39,26.29,24.972,24.183,23.675,22.803,21.394,20.978,21.402,21.437,,42.002,29.707,27.987,27.324,27.03,25.865,25.013,24.285,23.715,22.771,21.884,21.753,21.574,21.951,22.485,9.34166,10.66973,-0.6627,,,,A2744clu,3.5796945,-30.3784108
58,2.3011,2.0612,2.4398,2.1213,1.8016,2.361,4.97991,2.0,0,0.0,1609000000.0,99.0,1.52,8.03923,30.0,0.5,0.0179598,,1000000000.0,16123400000.0,10,16383,,28.121,26.616,27.788,27.051,26.43,25.936,25.141,24.554,24.124,23.844,22.57,22.19,21.949,22.463,,29.854,27.881,27.527,27.311,26.919,25.812,24.948,24.485,24.218,23.774,23.389,23.294,23.228,23.653,25.447,9.18276,9.91602,-0.54468,,,,A2744clu,3.5794477,-30.378554
59,0.0,0.0,8.0,3.855,1.2008,6.6508,51.9288,33.0,0,0.0,,99.0,1.98,51.9288,33.0,0.0,5.29413e-12,,1000000000.0,89.4523,10,16383,,,-2.663,-4.398,-4.044,-3.862,-4.2,-3.627,-3.952,-3.598,26.537,,,,,,,,28.607,26.337,26.169,26.345,26.487,26.582,26.68,26.537,26.492,26.812,26.882,26.983,28.307,8.99548,8.72829,-1.17787,,,,A2744clu,3.5766797,-30.3761083
60,1.998,1.9165,2.0159,1.9333,0.3828,2.5658,3.84708,33.0,1,0.4,,99.0,2.57,4.63147,33.0,0.4,0.0986937,,1000000000.0,4019.49,9,16382,,,26.13,25.169,24.308,24.014,23.59,23.187,22.919,22.763,22.537,21.929,21.84,22.644,21.916,,27.682,25.749,24.883,24.438,24.098,23.555,23.213,22.936,22.766,22.544,22.054,21.911,22.002,22.387,21.424,9.07633,10.11646,0.2105,,,,A2744clu,3.5765147,-30.3787646
61,0.0,0.0,8.0,3.855,1.2008,6.6508,12.3509,33.0,0,0.0,,99.0,1.98,12.3509,33.0,0.0,0.00207987,,1000000000.0,8.26329,10,16383,,,1.264,-1.975,-2.127,-1.81,-2.76,-2.901,-2.999,-3.486,29.123,26.452,26.099,23.771,,,,,31.193,28.923,28.755,28.932,29.073,29.168,29.266,29.123,29.078,29.398,29.468,29.569,30.893,8.99548,7.69444,-2.21263,,,,A2744clu,3.5779141,-30.376126
62,3.3297,3.3103,3.3502,3.3363,3.2992,3.4136,137.64,26.0,0,0.2,,99.0,-99.9,1000000000.0,,,,,1000000000.0,63558.9,10,16383,,26.294,25.257,24.006,22.642,21.755,21.213,20.935,20.754,20.598,19.305,19.549,19.773,20.453,19.841,,,,24.884,22.727,21.75,21.264,20.935,20.737,20.462,19.313,18.837,18.63,18.493,18.416,19.56,9.55517,9.75834,-3.70423,,,,A2744clu,3.5770002,-30.379477
64,0.74094,0.0,1.1566,1.7492,0.4818,5.5419,2.59918,26.0,0,0.1,,99.0,0.15,0.906038,9.0,0.0,0.635706,,1000000000.0,12.0969,9,16382,,,29.036,29.976,28.79,27.298,27.189,27.057,27.002,27.0,26.997,,,26.922,28.242,,30.591,29.618,29.074,28.75,28.441,27.695,27.18,27.065,27.005,26.776,26.523,26.421,26.61,27.113,26.408,9.07236,7.95634,-2.159,,,,A2744clu,3.5826977,-30.3783286
