candidate_family_id,image_number,catalog_index,id,ra,dec,catalog_z,simbad_zspec,simbad_main_id,simbad_system_hint,simbad_match_sep_arcsec,delta_z_from_family_median,color_rms_from_family_median,centroid_radius_arcsec,family_reliability
900001,1,39,105,3.5725145,-30.3792924,1.533,1.6108,[MAC2016] A2744cl   2442,,0.0026602546063026022,0.0020999999999999908,0.05957872942586165,20.153700361993252,0.8660571622295891
900001,2,226,668,3.5803309,-30.3882307,1.8633,1.615,[MAC2016] A2744cl   1866,,0.14156846605194623,0.0020999999999999908,0.05957872942586165,20.153366076538298,0.8660575440216262
900002,1,42,122,3.573465,-30.3796372,1.9563,1.8556,[MAC2016] A2744cl   2390,,0.04026070999648172,0.0044000000000001815,0.0706505484762855,29.685289831545806,0.6384281289159947
900002,2,126,373,3.5702008,-30.3837432,2.0126,1.86,[HWJ2024] 04946,,0.0009508846551136512,0.0,0.16216388315528235,24.297935803497648,0.788268769290224
900002,3,198,590,3.5869772,-30.3870172,2.004,1.86,[HWJ2024] 04457,,0.010128516038248282,0.0,0.1570417938002489,31.61688358124585,0.7874352619440924
900002,4,434,1273,3.5765732,-30.399057,1.9661,1.8606,[MAC2016] A2744cl   1119,,0.009114741610964063,0.0005999999999999339,0.15651597362569725,42.10216315191693,0.7636968182639345
900003,1,48,142,3.6063226,-30.3800592,1.4332,1.34,[MAC2016] A2744cl   2309,,0.00879990624303931,0.0,0.11418241983773109,51.755756462548334,0.813470599555953
900003,2,81,231,3.5921848,-30.3817675,1.2017,1.34,[WHH2015] GLASS 02137,,0.005454110018661035,0.0,0.147947625868075,21.040974610590187,0.8187026880378943
900003,3,506,1487,3.5779194,-30.4010096,1.2816,1.3433,[MAC2016] A2744cl    978,,0.00285243882476123,0.0032999999999998586,0.17447170257666417,65.39725311782165,0.5554057445881924
900004,1,56,158,3.588864,-30.3802908,1.6265,1.36,[MAC2016] A2744cl   2333,,0.005606794813399629,0.0,0.03165043443619594,20.03421247109182,0.9598085013559632
900004,2,77,223,3.6075588,-30.3813507,1.604,1.36,[WHH2015] GLASS 02236,,0.012603605419461223,0.0,0.06082248761765645,67.43821104738718,0.8209904325154714
900004,3,184,543,3.5913403,-30.3870024,1.3364,1.36,[MAC2016] A2744cl   1981,,0.02167742522176225,0.0,0.07614706166360007,16.475094349609407,0.9295170740366054
900004,4,223,664,3.5764508,-30.3877918,1.3687,1.3576,[MAC2016] A2744cl   1934,,0.01331214972592932,0.0024000000000001798,0.05660057420203393,31.941753095510204,0.8297156877526628
900004,5,233,694,3.5768317,-30.3880203,1.8165,1.36,[MAC2016] A2744cl   1917,,0.008579838960599693,0.0,0.11228980363327708,31.041549890801264,0.8631007478508191
900004,6,234,696,3.5771278,-30.388066,1.4441,1.358,[MAC2016] A2744cl   1922,,0.003653183210639456,0.0020000000000000018,0.1157049048225701,30.21753663908302,0.797234263469464
900005,1,102,293,3.5985932,-30.3828706,1.2094,1.1425,[MAC2016] A2744cl   2155,,0.007526650473595216,0.0012500000000001954,0.10134810062354455,45.868303383793226,0.821788816794236
900005,2,516,1513,3.5783017,-30.4013899,0.7968,1.14,[WHH2015] GLASS 00996,,0.006411883698668737,0.0012499999999999734,0.10834567695245546,45.866252122063415,0.8127869055228737
900006,1,121,356,3.5972751,-30.3834336,1.7595,1.35,[MAC2016] A2744cl   2166,,0.009045332834527802,0.0,0.1797123569763636,48.63481072424348,0.7116140023614432
900006,2,324,981,3.5999473,-30.3935533,1.4689,1.35,[MAC2016] A2744cl   1593,,0.008592379144908896,0.0,0.06704033300931618,29.143135398623226,0.9210844913042631
900006,3,325,983,3.6000885,-30.3937601,1.4765,1.35,[MAC2016] A2744cl   1548,,0.010485374275641871,0.0,0.12008343453615894,29.371463890242307,0.8542177526162651
900006,4,465,1365,3.5745591,-30.4001338,1.367,1.3457,[MAC2016] A2744cl   1044,,0.017282789510572032,0.0043000000000001926,0.16672404220747616,53.17729950507269,0.5162961567410896
900006,5,686,1918,3.5827555,-30.4080342,1.1262,1.3515,[IKO2015] 15.3,15,0.1181913116381588,0.0014999999999998348,0.16340899608038706,50.878788135452695,0.7063412606058589
900007,1,124,364,3.587721,-30.3836356,1.6743,1.5018,[MAC2016] A2744cl   2140,,0.006576005255026625,0.0014000000000000679,0.1210071020643008,45.719828040067064,0.7897134504759047
900007,2,664,1870,3.5703758,-30.4041609,1.7963,1.499,[MAC2016] A2744cl    877,,0.014412231445397345,0.0013999999999998458,0.1210071020643008,45.71816141613137,0.7897173646168567
900008,1,172,495,3.5821091,-30.3858021,1.4208,1.5165,[MAC2016] A2744cl   2046,,0.05364089896462225,0.0007500000000000284,0.20252376403770533,43.918282605161224,0.6694517570955836
900008,2,230,683,3.5820338,-30.3857386,1.6947,1.5165,[MAC2016] A2744cl   2046,,0.366329641058343,0.0007500000000000284,0.11802965729002245,44.15740437757283,0.8187628587592557
900008,3,640,1807,3.5871363,-30.4062248,1.854,1.515,[BIO2017] A2744U-4209124223,,0.07012747492002652,0.0007500000000000284,0.6566284147065218,32.65719007214294,0.07815194965593956
900008,4,836,2313,3.5796181,-30.4141948,1.5014,1.5115,[MAC2016] A2744cl    143,,0.012445738365971367,0.004249999999999865,0.12868469217432216,59.12884908963806,0.5527334105916727
900009,1,186,550,3.608336,-30.386745,1.0037,1.0464,[MAC2016] A2744cl   1910,,0.02809525174627889,0.0,0.06218621229822552,57.794647643781815,0.8529301148035496
900009,2,200,594,3.5800763,-30.3870613,1.103,1.0472,[MAC2016] A2744cl   1970,,0.009960115619939569,0.0007999999999999119,0.048150804770012136,45.061521439016275,0.88994104111962
900009,3,719,1989,3.5873311,-30.4090943,1.4463,1.043,[KIS2018] A2744 24.3,24,0.019313378757651975,0.0034000000000000696,0.2281249657534226,55.12736449690583,0.48796317830727687
900010,1,191,568,3.5819262,-30.3866536,1.9753,1.884,[HWJ2024] 04482,,0.05304663311028059,0.0020000000000000018,0.09978586447989501,30.12912474827384,0.8181670690570797
