IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_ML,Z_ML68_LOW,Z_ML68_HIGH,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,AGE_BEST,PDZ_BEST,Z_SEC,CHI_SEC,MOD_SEC,EBV_SEC,PDZ_SEC,MOD_STAR,CHI_STAR,SCALE_BEST,NBAND_USED,CONTEXT,ZSPEC,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,MAG_OBS6,MAG_OBS7,MAG_OBS8,MAG_OBS9,MAG_OBS10,MAG_OBS11,MAG_OBS12,MAG_OBS13,MAG_OBS14,MAG_MOD0,MAG_MOD1,MAG_MOD2,MAG_MOD3,MAG_MOD4,MAG_MOD5,MAG_MOD6,MAG_MOD7,MAG_MOD8,MAG_MOD9,MAG_MOD10,MAG_MOD11,MAG_MOD12,MAG_MOD13,MAG_MOD14,AGE_MED,MASS_MED,SFR_MED,ZSPEC_FLAG,ZSPEC_REF,ZSPEC_SEP,FIELD,RA,DEC,x_arcsec,y_arcsec,r_arcsec,member_selection,bcg_score
1200,0.38951,0.371,0.4037,0.377,0.3343,0.4008,50.5085,25.0,0,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,194.86,12,16383,,27.42,25.711,24.056,22.425,21.61,21.123,20.845,20.715,20.605,19.773,20.268,20.6,21.596,23.458,,26.285,25.261,24.126,22.477,21.564,21.143,20.847,20.667,20.509,20.106,20.532,20.809,21.172,20.901,20.049,9.53758,9.72252,-3.53397,,,,A2744clu,3.5855116,-30.3971476,-6.83253310467788,8.849879999989696,11.180513612564352,pagul21_photoz_f160w_radius,0.2668310370854783
