catalog_index,IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_ML,Z_ML68_LOW,Z_ML68_HIGH,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,AGE_BEST,PDZ_BEST,Z_SEC,CHI_SEC,MOD_SEC,EBV_SEC,PDZ_SEC,MOD_STAR,CHI_STAR,SCALE_BEST,NBAND_USED,CONTEXT,ZSPEC,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,MAG_OBS6,MAG_OBS7,MAG_OBS8,MAG_OBS9,MAG_OBS10,MAG_OBS11,MAG_OBS12,MAG_OBS13,MAG_OBS14,MAG_MOD0,MAG_MOD1,MAG_MOD2,MAG_MOD3,MAG_MOD4,MAG_MOD5,MAG_MOD6,MAG_MOD7,MAG_MOD8,MAG_MOD9,MAG_MOD10,MAG_MOD11,MAG_MOD12,MAG_MOD13,MAG_MOD14,AGE_MED,MASS_MED,SFR_MED,ZSPEC_FLAG,ZSPEC_REF,ZSPEC_SEP,FIELD,RA,DEC,SIMBAD_MAIN_ID,SIMBAD_RA,SIMBAD_DEC,SIMBAD_OTYPE,SIMBAD_ZSPEC,SIMBAD_RVZ_QUAL,SIMBAD_RVZ_BIBCODE,SIMBAD_MATCH_SEP_ARCSEC,ZSPEC_SOURCE
2619,13,0.95756,0.2988,1.4234,1.3132,0.3971,4.061,7.64675,33.0,3,0.15,,99.0,4.19,6.75853,33.0,0.1,0.0340724,,1000000000.0,19.7635,11,16382,,,27.215,,27.164,26.507,26.629,26.628,26.474,26.897,27.195,24.97,26.677,,,,27.497,27.256,27.271,27.305,27.188,26.845,26.834,26.752,26.67,26.712,26.67,26.852,27.259,27.364,27.08,8.82921,7.84624,-1.47044,,,,A2744clu,3.5766771,-30.3772722,[MAT2017] Abell2744CLS 1219,3.5766823,-30.3772663,G,0.47,D,2017ApJ...835..254M,0.026682588215560996,SIMBAD
2620,14,0.11238,0.0684,0.2322,0.1544,0.0902,0.2317,2.40642,6.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.712792,12,16383,,27.701,26.597,25.557,23.859,23.221,22.899,22.742,22.67,22.626,22.691,23.372,23.656,,23.662,,28.307,26.709,25.215,23.866,23.283,22.897,22.746,22.704,22.67,22.639,23.422,23.756,24.277,24.685,26.408,9.51745,8.16855,-4.90111,,,,A2744clu,3.5736988,-30.3768004,[BAG2023] 16198,3.573714,-30.376814,G,0.229,E,2016A&A...590A..30M,0.06801229601596312,SIMBAD
2621,15,0.39471,0.3851,0.4105,0.396,0.3781,0.414,100.008,26.0,0,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,284.17,12,16383,,27.969,25.211,23.631,22.145,21.387,20.961,20.747,20.631,20.546,19.459,20.193,20.474,21.779,22.533,,25.93,24.915,23.825,22.254,21.376,20.981,20.74,20.564,20.413,20.029,20.424,20.702,21.058,20.849,19.966,9.39232,9.65482,-2.14732,,,,A2744clu,3.5734773,-30.3779209,[BAG2023] 13996,3.573462,-30.377928,G,0.31,D,2017ApJ...835..254M,0.053956212020382345,SIMBAD
2622,17,1.0338,0.9836,1.097,1.0501,0.9899,1.1135,40.74,33.0,3,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,1106.5,6,16031,,26.425,25.084,27.04,24.559,24.322,,,22.681,,,,,,,,26.368,25.85,25.896,24.966,24.045,23.436,22.877,22.796,22.955,22.481,22.14,22.334,22.607,22.671,21.689,9.16764,10.03266,-0.35702,,,,A2744clu,3.5752647,-30.3770378,[MAT2017] Abell2744CLS 1227,3.5751250000000003,-30.377111111111113,GiC,0.3142173776766592,C,2011ApJ...728...27O,0.5078416729707993,SIMBAD
2623,18,0.0,0.0,8.0,,,,1000000000.0,,-100,-99.9,-99.9,99.0,-99.9,1000000000.0,,,,,1000000000.0,1106.5,12,16383,,-2.971,-3.822,,-4.893,-5.615,-6.845,-6.927,-6.951,-7.213,,,,23.473,29.762,,,,,,,,,,,,,,,,,,,,,,,A2744clu,3.5706026,-30.3777701,[MAC2016] A2744cl   2533,3.5706059999999997,-30.377726,G,3.712,E,2016A&A...590A..30M,0.1591107858240836,SIMBAD
2625,20,0.28267,0.2645,0.297,0.309,0.2652,0.3767,45.9253,25.0,0,0.4,,99.0,-99.9,1000000000.0,,,,,1000000000.0,50.9555,11,16382,,,26.457,24.188,22.807,22.179,21.802,21.616,21.531,21.473,20.796,21.487,21.816,22.443,22.378,,26.17,25.371,24.468,22.922,22.205,21.863,21.601,21.46,21.336,21.003,21.585,21.855,22.254,21.755,21.078,9.34628,9.10943,-2.26135,,,,A2744clu,3.5745601,-30.378596,[MAT2017] Abell2744CLS 1230,3.574562,-30.378595,G,0.31,D,2017ApJ...835..254M,0.0069123409224657794,SIMBAD
2626,21,0.2969,0.2759,0.324,0.2913,0.2538,0.3343,12.1796,25.0,0,0.4,,99.0,-99.9,1000000000.0,,,,,1000000000.0,36.0634,11,16382,,,26.063,24.573,23.091,22.405,22.014,21.804,21.71,21.639,21.084,21.871,22.245,,25.801,,26.333,25.544,24.603,23.095,22.406,22.065,21.803,21.664,21.541,21.218,21.829,22.095,22.502,21.933,21.341,9.39867,9.11757,-2.70351,,,,A2744clu,3.5751389,-30.3785232,[BAG2023] 15624,3.575137,-30.378523,G,0.31,D,2017ApJ...835..254M,0.0059446538087036555,SIMBAD
2627,22,0.0,0.0,8.0,,,,1000000000.0,30.0,1,0.05,,99.0,-99.9,1000000000.0,,,,,1000000000.0,1751.97,12,16383,,-3.11,-3.769,-5.654,-7.441,-8.278,-8.772,-9.106,-8.986,-9.348,19.166,19.621,19.874,20.919,21.765,,19.829,19.872,19.92,19.473,19.158,19.055,19.144,19.115,19.107,19.166,19.623,19.873,20.162,20.393,19.119,,,,,,,A2744clu,3.5815648,-30.3766483,[BAE96] AC 118 153,3.581566,-30.376503,GiC,0.33,D,2002A&A...389..787B,0.5230932771441567,SIMBAD
2629,24,3.7851,3.7159,3.8522,3.7754,3.7006,3.8431,22.8908,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,4560.52,12,16383,,,26.111,23.619,22.167,21.457,20.977,20.943,21.079,20.578,22.23,22.534,23.006,23.583,23.193,,,,23.905,21.99,21.878,22.054,22.198,22.291,22.393,22.238,22.479,22.508,22.583,22.69,23.987,9.28774,6.41259,-4.81766,,,,A2744clu,3.5710107,-30.3767963,[MAC2016] A2744cl   2448,3.57077,-30.376791,G,2.5141,E,2016A&A...590A..30M,0.747806332232781,SIMBAD
2630,25,3.8682,3.8404,3.9121,3.671,3.2058,3.9124,17.7922,31.0,1,0.15,,99.0,3.27,14.4232,33.0,0.25,0.000737978,,1000000000.0,10819.4,12,16383,,,27.201,24.467,23.086,22.438,21.961,21.632,21.944,21.493,21.904,20.988,21.337,21.96,22.691,,,,25.193,23.036,22.638,22.579,22.562,22.537,22.518,21.83,21.662,21.535,21.528,21.519,22.693,8.74328,10.74059,1.70854,,,,A2744clu,3.5707673,-30.3770956,[BML2002]  651,3.570691666666667,-30.377016666666663,G,0.3,E,2017A&A...606A.122F,0.36868020427276954,SIMBAD
2631,26,1.1309,1.1239,1.1388,0.8668,0.5205,1.3413,10.4763,26.0,0,0.05,,99.0,1.56,10.4696,33.0,0.3,0.00532788,,1000000000.0,16.2112,12,16383,,27.465,26.831,26.553,25.976,25.462,25.025,24.925,24.77,24.733,25.365,23.815,24.803,23.886,,,26.752,26.607,26.541,26.259,25.358,25.076,24.923,24.875,24.866,24.745,24.699,25.1,25.415,25.926,24.474,8.95278,8.58548,-0.9691,,,,A2744clu,3.5758051,-30.3781792,[MAC2016] A2744cl   2516,3.575807,-30.378178,G,0.43,D,2017ApJ...835..254M,0.00731321779223466,SIMBAD
2632,27,5.2455,5.095,5.4429,5.2906,5.0006,5.5585,16.5298,25.0,0,0.0,,99.0,4.85,19.9705,25.0,0.0,4.60742e-05,,1000000000.0,806.837,11,16379,,,28.496,,26.581,25.851,25.493,25.311,25.414,25.224,25.719,23.741,23.986,23.639,24.555,,,,,28.195,25.786,25.44,25.435,25.466,25.499,25.228,24.068,23.898,23.759,23.698,24.736,8.85606,10.12956,0.84306,,,,A2744clu,3.5747165,-30.3761303,[MAC2016] A2744cl   2554,3.5747210000000003,-30.376133,G,0.36,D,2017ApJ...835..254M,0.017023829085386865,SIMBAD
2633,28,0.0,0.0,8.0,,,,1000000000.0,,-100,-99.9,-99.9,99.0,-99.9,1000000000.0,,,,,1000000000.0,806.837,12,16383,,-1.625,-4.151,-1.813,,-4.143,-6.565,-6.231,-6.499,-6.774,,,,24.117,22.898,,,,,,,,,,,,,,,,,,,,,,,A2744clu,3.5740713,-30.3756709,[MAC2016] A2744cl   2560,3.574079,-30.375715,G,6.055,E,2016A&A...590A..30M,0.16055110271093434,SIMBAD
2634,29,0.30283,0.2831,0.3294,0.3046,0.2728,0.3384,19.6751,26.0,0,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,48.6657,12,16383,,26.973,27.052,24.853,23.196,22.508,22.088,21.881,21.802,21.702,21.084,21.866,22.244,23.325,,,26.843,25.858,24.865,23.246,22.517,22.17,21.88,21.719,21.575,21.209,21.783,22.047,22.449,21.915,21.278,9.46793,9.15648,-3.11927,,,,A2744clu,3.5719068,-30.3773828,[BML2002] 1106,3.571897,-30.377396,G,0.31,D,2017ApJ...835..254M,0.05643166188262845,SIMBAD
2635,30,0.0,0.0,8.0,,,,1000000000.0,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,15.5002,12,16383,,22.033,,,,22.589,20.156,20.132,20.235,19.703,,,,,26.046,,22.068,22.259,22.274,22.215,22.152,22.508,22.536,22.573,22.605,22.756,23.481,23.684,24.027,23.031,22.689,,,,,,,A2744clu,3.5719876,-30.3763331,[MAC2016] A2744cl   2557,3.572001,-30.376345,G,6.4351,E,2016A&A...590A..30M,0.059726891827851465,SIMBAD
2636,31,0.37644,0.0966,0.6568,0.7865,0.2614,2.7685,160.993,33.0,0,0.0,,99.0,2.13,160.142,33.0,0.15,1.68121e-35,,1000000000.0,26.291,11,16382,,,0.237,-2.051,-2.517,-2.774,-2.983,-3.291,-3.697,-3.896,25.067,25.596,25.134,25.744,,,24.312,24.448,24.634,24.796,24.674,24.628,24.667,25.0,25.015,25.09,25.412,25.868,25.808,26.474,24.969,9.00244,8.42386,-1.58555,,,,A2744clu,3.5836895,-30.3770375,[MAC2016] A2744cl   2535,3.583706,-30.377024,G,2.0665,E,2016A&A...590A..30M,0.07062610499602226,SIMBAD
2637,32,0.0,0.0,0.0226,0.0788,0.0177,0.2027,58.0703,24.0,0,0.0,,99.0,0.3,59.9826,1.0,0.0,9.4393e-14,,1000000000.0,0.0178998,11,16382,,,27.895,27.871,26.873,26.213,26.25,26.284,26.194,26.279,29.128,26.729,,,,,28.454,28.221,27.42,26.867,26.619,26.478,26.448,26.425,26.392,26.465,27.262,27.631,27.787,26.384,28.468,9.01055,5.91553,-3.8527,,,,A2744clu,3.5765211,-30.3770705,[MAC2016] A2744cl   2530,3.576503,-30.377052,G,0.33,D,2017ApJ...835..254M,0.08715296791301112,SIMBAD
2638,33,0.0,0.0,0.2711,0.1233,0.0285,0.4149,863.752,33.0,0,0.0,,99.0,0.54,864.638,33.0,0.0,1.7630599999999997e-188,,1000000000.0,0.0132048,9,16348,,,,29.114,29.784,27.998,,26.997,26.894,26.956,27.687,,,,,,28.664,28.856,28.745,28.787,28.677,29.048,29.093,29.127,29.154,29.39,29.799,30.43,30.517,29.262,29.802,8.81008,4.8059,-4.54257,,,,A2744clu,3.5713628,-30.3770911,[MAC2016] A2744cl   2595,3.571372,-30.377087,G,6.333,E,2016A&A...590A..30M,0.032160264730949004,SIMBAD
2639,35,5.5029,4.8586,6.1562,5.5034,2.265,6.854,1.82187,26.0,0,0.15,,99.0,4.97,2.37392,33.0,0.5,0.305147,,1000000000.0,1812.84,9,16370,,,29.006,,,27.308,26.52,26.189,25.995,25.509,25.124,23.793,23.638,23.191,23.2,,,,,30.837,27.378,26.208,25.912,25.775,25.656,25.133,23.768,23.564,23.381,23.201,24.066,9.25746,9.69275,-1.22986,,,,A2744clu,3.5824442,-30.3771991,ALMA J001419.7-302237,3.582453,-30.377193,G,5.5691,E,2016A&A...590A..30M,0.03506016040283689,SIMBAD
2640,36,0.067483,0.0,0.1767,2.1189,0.4477,5.8668,29.028,10.0,0,0.0,,99.0,0.65,25.2522,33.0,0.0,3.28516e-06,,1000000000.0,1.21745,12,16383,,24.456,24.848,25.844,24.16,23.654,21.925,22.236,22.375,21.715,25.381,27.692,,,,,37.951,34.907,33.906,33.542,32.881,31.147,30.094,29.411,28.987,28.195,27.354,27.232,27.166,27.684,28.936,9.06589,7.87523,-2.39008,,,,A2744clu,3.572546,-30.375725,[MAC2016] A2744cl  23441,3.572644,-30.375523,G,4.7,E,2016A&A...590A..30M,0.7883282263759793,SIMBAD
2641,37,0.0,0.0,0.012,0.0458,,0.1449,298.707,25.0,0,0.0,,99.0,0.3,302.624,1.0,0.0,1.93219e-66,,1000000000.0,0.0062943,10,16380,,,,28.195,26.969,26.645,26.667,26.634,26.513,26.335,25.924,,,25.607,,,28.457,28.251,27.426,26.98,26.828,26.686,26.67,26.649,26.616,26.735,27.542,27.93,27.942,26.595,30.141,9.04074,5.36687,-4.46121,,,,A2744clu,3.5844147,-30.3772422,[MAC2016] A2744cl   2540,3.584413,-30.377243,G,3.5391,E,2016A&A...590A..30M,0.006014218880610783,SIMBAD
2642,38,0.0,0.0,0.0191,0.0256,,0.0633,35.6886,2.0,0,0.0,508800000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,310493.0,12,16383,,27.271,25.593,25.365,25.36,25.354,24.726,24.627,24.594,24.576,25.61,26.433,,,23.474,,26.061,25.999,25.34,25.209,25.199,25.099,25.106,25.097,25.076,25.229,26.024,26.437,26.893,27.432,29.671,8.74172,4.93351,-4.0749,,,,A2744clu,3.5839519,-30.3771144,[MAC2016] A2744cl   2534,3.583956,-30.377113,G,1.5258,E,2016A&A...590A..30M,0.013694827962331199,SIMBAD
2644,42,4.6121,1.1121,7.6229,4.366,2.3731,6.631,279.218,33.0,1,0.4,,99.0,4.92,279.21,32.0,0.3,2.3456800000000002e-61,,1000000000.0,5749.86,12,16383,,-1.119,-2.746,-2.938,-3.448,-3.582,-3.887,-3.961,-4.013,-4.042,24.303,23.25,23.462,27.439,22.087,,,,40.722,27.449,25.942,25.554,25.363,25.25,25.14,24.286,23.283,23.477,23.228,23.034,23.985,8.84852,10.4305,1.20244,,,,A2744clu,3.5894613,-30.3776092,[MAC2016] A2744cl   2513,3.589448,-30.37751,G,1.6525,E,2016A&A...590A..30M,0.35950094989054265,SIMBAD
2645,43,0.0,0.0,0.0112,0.0175,,0.0466,443.034,1.0,0,0.0,508800000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,28817.0,12,16383,,29.258,27.504,26.845,26.966,27.039,26.939,26.616,26.737,26.541,,,,24.616,,,27.664,27.6,26.889,26.725,26.809,26.778,26.832,26.843,26.834,27.04,27.848,28.289,28.747,29.3,31.558,8.72418,3.67641,-5.32551,,,,A2744clu,3.5810439,-30.3777287,[MAC2016] A2744cl   2532,3.581047,-30.377731,G,1.86,E,2016A&A...590A..30M,0.012698576121955277,SIMBAD
2647,45,1.4152,1.3076,1.4375,1.4214,1.2193,1.7382,40.9549,33.0,1,0.05,,99.0,1.95,43.9335,33.0,0.05,2.8838e-10,,1000000000.0,42.2839,12,16383,,26.565,25.559,25.666,25.61,25.719,25.334,25.076,25.097,25.042,28.154,25.419,26.039,24.717,23.627,,25.627,25.5,25.62,25.767,25.893,25.642,25.649,25.55,25.45,25.855,25.914,26.072,26.49,26.65,26.48,8.71848,4.68933,-4.30049,,,,A2744clu,3.5762238,-30.3780565,[MAC2016] A2744cl   2519,3.57622,-30.378056,G,1.7885,E,2016A&A...590A..30M,0.01193831503473317,SIMBAD
2648,46,0.0,0.0,0.0148,0.0416,,0.1301,291.495,25.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.00274542,11,16381,,29.419,,28.739,27.818,26.931,26.745,26.603,26.437,26.368,26.906,,,,,,28.862,28.652,27.823,27.423,27.233,27.095,27.079,27.057,27.024,27.163,27.963,28.357,28.291,27.006,31.363,8.9972,4.89956,-5.02528,,,,A2744clu,3.5900415,-30.3780285,[MAC2016] A2744cl   2527,3.590038,-30.378031,G,0.4,E,2016A&A...590A..30M,0.01411238567409657,SIMBAD
2649,47,1.1289,1.123,1.1345,1.0645,0.6286,1.6773,9.79267,33.0,1,0.4,,99.0,1.81,10.0551,33.0,0.4,0.00655472,,1000000000.0,115.08,11,16382,,,28.205,27.082,26.571,26.106,25.54,25.241,25.133,25.085,25.084,23.96,24.815,26.094,25.06,,27.759,27.359,27.017,26.693,26.052,25.569,25.247,25.151,25.157,24.785,24.543,24.765,25.074,25.141,24.188,9.02659,8.73917,-1.04541,,,,A2744clu,3.5745935,-30.378241,[MAT2017] Abell2744CLS 1229,3.5745932,-30.3782379,G,0.45,D,2017ApJ...835..254M,0.01119882611509385,SIMBAD
2650,48,0.24261,0.1883,0.2995,0.2083,0.0858,0.278,424.762,10.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0216876,12,16383,,23.759,23.295,23.333,22.479,22.307,22.232,22.244,22.086,22.177,26.66,,,,25.046,,32.728,31.869,30.258,28.41,27.6,27.072,26.797,26.715,26.668,26.479,27.325,27.544,28.047,28.328,28.981,9.54333,6.67611,-6.75886,,,,A2744clu,3.5921249,-30.3780831,[MAC2016] A2744cl   2524,3.592119,-30.378086,G,0.208,E,2016A&A...590A..30M,0.021089308096017962,SIMBAD
2651,50,0.55033,0.5129,0.6097,0.5308,0.1985,0.6047,12.5698,27.0,2,0.05,,99.0,0.19,14.7814,32.0,0.3,0.000616952,,1000000000.0,8.97111,12,16383,,26.532,26.068,25.864,25.455,24.72,24.615,24.518,24.576,24.492,24.425,25.419,26.211,23.66,25.996,,26.026,26.058,25.99,25.31,24.807,24.642,24.612,24.569,24.545,24.566,24.96,25.276,25.563,25.88,24.595,8.88488,8.18919,-1.1788,,,,A2744clu,3.5908966,-30.3781546,[MAC2016] A2744cl   2512,3.590897,-30.378155,G,0.7155,E,2016A&A...590A..30M,0.0019018156928643328,SIMBAD
2652,52,1.7037,1.5782,1.8157,1.6937,1.576,1.8155,5.17562,31.0,3,0.2,,99.0,1.34,7.64786,32.0,0.25,0.0218418,,1000000000.0,742.82,12,16383,,26.196,24.99,24.625,24.593,24.257,23.668,23.576,23.531,23.448,23.18,23.111,23.304,,23.343,,25.749,24.939,24.614,24.61,24.351,23.831,23.527,23.474,23.451,23.236,23.049,22.993,23.228,23.574,23.209,8.85706,9.72052,0.43048,,,,A2744clu,3.5909243,-30.3783874,[MAC2016] A2744cl   2487,3.590923,-30.378387,G,1.3144,E,2016A&A...590A..30M,0.004286567292631635,SIMBAD
2653,53,0.0,0.0,0.0148,0.0344,,0.1062,476.68,4.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.000517797,12,16383,,28.992,29.41,29.474,28.501,27.509,27.148,27.184,27.016,27.0,28.409,,,24.824,,,31.691,30.247,28.872,28.017,27.593,27.304,27.236,27.2,27.151,27.341,28.122,28.547,28.924,29.292,34.812,9.26576,4.60321,-6.39555,,,,A2744clu,3.5818963,-30.3781348,[MAC2016] A2744cl   2523,3.581905,-30.37813,G,1.2792,E,2016A&A...590A..30M,0.03207300196563558,SIMBAD
2654,54,0.0,0.0,0.0594,0.2535,0.0318,1.626,11.9203,33.0,3,0.15,,99.0,1.41,8.80489,33.0,0.1,0.0122473,,1000000000.0,0.668442,12,16383,,28.177,27.487,26.858,27.017,27.044,26.456,26.349,26.343,26.408,29.337,27.382,27.325,24.085,,,27.396,27.278,27.224,26.885,26.756,26.783,26.723,26.717,26.714,26.728,27.452,27.355,27.938,27.204,26.378,8.78953,5.55942,-3.66183,,,,A2744clu,3.5840209,-30.3782076,[MAC2016] A2744cl   2520,3.584033,-30.378199,G,1.5165,E,2016A&A...590A..30M,0.04869023304456035,SIMBAD
