candidate_family_id,n_images,median_simbad_zspec,max_pair_color_rms,max_pair_separation_arcsec,median_reliability,min_reliability,simbad_system_hint,method,specz_tol,color_rms_max,max_separation_arcsec,reliability_floor,reliability_ceil,min_common_colors,require_simbad_system_hint
900001,2,1.6129,0.1191574588517233,40.3070664224727,0.8660573531256076,0.8660571622295891,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900002,4,1.86,0.2445626197929686,70.57443863571885,0.7755660401040134,0.6384281289159947,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900003,3,1.34,0.23583203768784183,116.05156247570325,0.813470599555953,0.5554057445881924,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900004,6,1.36,0.19836267289991869,99.35098644058996,0.8464082178017409,0.797234263469464,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900005,2,1.1412499999999999,0.21669135390491093,91.73455529092712,0.8172878611585548,0.8127869055228737,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900006,5,1.35,0.22530174211488072,99.37810264258968,0.7116140023614432,0.5162961567410896,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900007,2,1.5004,0.2420142041286016,91.43798927302291,0.7897154075463807,0.7897134504759047,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900008,4,1.51575,0.23311656597791122,102.71656134416773,0.6110925838436281,0.07815194965593956,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900009,3,1.0464,0.23611384965732107,103.57315483632902,0.8529301148035496,0.48796317830727687,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900010,2,1.886,0.19957172895979003,60.258237140537275,0.8181670789857496,0.8181670690570797,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900011,4,0.46,0.22408480537510692,108.32636336016047,0.8355711554975418,0.7971788548920608,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900012,5,1.3681,0.22447355078048695,97.50257877564893,0.8288486295681421,0.7637205449838695,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900013,4,1.16155,0.23601377078467342,48.613925871534235,0.8444979666120356,0.7161650824019542,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900014,7,0.9462,0.24154554435965203,23.736219330740152,0.6624431179055824,0.5168372664021808,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900015,2,0.44,0.15534477783305117,82.85143818385372,0.8899860715482941,0.8849197209642284,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900016,2,3.692075,0.20070824596911724,17.319249775452754,0.9129360886655392,0.9129360739505844,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900017,2,2.07,0.19831540535218065,76.92737501744311,0.8666059064453646,0.8666049309911423,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900018,2,1.58365,0.22175944173811363,74.71394728462676,0.852653982550005,0.8526526297155306,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900019,2,4.5906,0.10589027339656838,0.4745803357650878,0.9614185168645352,0.9593746186959056,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900020,2,1.81,0.18297506660744778,32.5995102196025,0.9117797832212732,0.9117797647261147,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900021,3,3.57671,0.21713513457445505,54.11858149521207,0.904967435688037,0.8341831449531518,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900022,2,1.025,0.21946487949859644,19.61832865455871,0.9020350460672726,0.8917759801797279,30,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900023,2,2.649,0.12262952336203423,56.32095694367742,0.8621816503586044,0.8604364771695365,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900024,3,1.688,0.23079211425003265,42.37113181620757,0.8576954789380125,0.8543353321953898,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900025,2,1.0980500000000002,0.21588451774038836,40.48414304736135,0.8240954621800036,0.8240954604240782,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900026,2,1.3719000000000001,0.11798728745081107,64.33841884663745,0.8631793222207084,0.8617646014476062,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900027,2,1.9654,0.1698255407343501,42.127404608938704,0.8842300501935694,0.8812228637754174,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900028,2,1.08,0.18641888316369717,78.96683295185014,0.871844100969031,0.8718439267276243,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900029,2,1.26865,0.13619058337491619,28.60157216779251,0.9386804377338476,0.9386803598074134,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900030,2,1.7663,0.18583056799138156,1.3873231040084963,0.9179220261340232,0.9179220261238616,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900031,2,0.602,0.23015592540710114,57.754130127223696,0.8175830034150822,0.8001594886826355,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
900032,2,5.69475,0.081966456553886,30.502624490039178,0.9621331728666465,0.9590689784443629,,simbad_specz_color_graph,0.005,0.25,120.0,0.05,0.98,3,False
