IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_ML,Z_ML68_LOW,Z_ML68_HIGH,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,AGE_BEST,PDZ_BEST,Z_SEC,CHI_SEC,MOD_SEC,EBV_SEC,PDZ_SEC,MOD_STAR,CHI_STAR,SCALE_BEST,NBAND_USED,CONTEXT,ZSPEC,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,MAG_OBS6,MAG_OBS7,MAG_OBS8,MAG_OBS9,MAG_OBS10,MAG_OBS11,MAG_OBS12,MAG_OBS13,MAG_OBS14,MAG_MOD0,MAG_MOD1,MAG_MOD2,MAG_MOD3,MAG_MOD4,MAG_MOD5,MAG_MOD6,MAG_MOD7,MAG_MOD8,MAG_MOD9,MAG_MOD10,MAG_MOD11,MAG_MOD12,MAG_MOD13,MAG_MOD14,AGE_MED,MASS_MED,SFR_MED,ZSPEC_FLAG,ZSPEC_REF,ZSPEC_SEP,FIELD,RA,DEC,SIMBAD_MAIN_ID,SIMBAD_RA,SIMBAD_DEC,SIMBAD_OTYPE,SIMBAD_ZSPEC,SIMBAD_RVZ_QUAL,SIMBAD_RVZ_BIBCODE,SIMBAD_MATCH_SEP_ARCSEC,ZSPEC_SOURCE,SIMBAD_ZSPEC_USABLE_FOR_LENSING
13,0.069458,0.0,0.3626,0.1507,0.0376,0.4317,21.3612,1.0,0,0.0,508800000.0,99.0,0.53,22.8181,33.0,0.0,1.10948e-05,,1000000000.0,2325550.0,10,16380,,,,27.043,26.391,26.499,25.793,37.584,25.872,25.173,26.39,,,22.936,26.174,,27.311,27.309,26.84,26.47,26.381,26.447,26.464,26.497,26.518,26.571,27.345,27.71,28.229,28.747,30.969,8.82624,5.91152,-3.40072,,,,M0717clu,109.3822705,37.7719931,,,,,,,,,,False
14,0.39318,0.2777,0.6148,3.111,0.4597,3.7774,0.637772,26.0,0,0.25,,99.0,3.15,0.531776,26.0,0.25,0.766525,,1000000000.0,2440.42,7,16126,,,30.344,28.667,26.591,25.488,24.865,40.76,24.563,,,,,,,,,,28.796,26.549,25.511,24.912,24.504,24.214,23.82,22.804,22.284,22.068,21.907,21.879,22.74,9.50271,8.46599,-4.30675,,,,M0717clu,109.4011065,37.7712442,,,,,,,,,,False
15,3.8278,3.599,4.0595,3.3621,0.2278,3.8769,4.8371,33.0,1,0.1,,99.0,0.3,3.968,1.0,0.0,0.137518,,1000000000.0,115.556,10,16380,,,,28.441,26.643,26.257,26.433,38.097,26.233,26.08,27.063,27.118,27.958,21.643,26.968,,,,27.798,26.755,26.64,26.711,26.782,26.834,26.781,26.465,26.543,26.498,26.517,26.626,27.557,8.97788,6.87487,-2.65303,,,,M0717clu,109.3821001,37.7716265,,,,,,,,,,False
16,0.16797,0.0,0.2685,0.1172,0.0374,0.2128,108.662,1.0,0,0.0,718700000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,2429630.0,12,16383,,27.357,28.056,27.246,26.159,25.598,25.281,25.287,25.226,25.072,25.747,,,,,,27.429,27.321,26.625,26.217,26.089,26.096,26.114,26.134,26.139,26.185,26.975,27.315,27.817,28.332,30.549,8.85113,6.22026,-3.09212,,,,M0717clu,109.3973992,37.7710303,[MAT2017] MACS0717CLS  518,109.3974069,37.7710339,G,0.54,D,2017ApJ...835..254M,0.025457484020291358,SIMBAD,False
17,0.47076,0.0,2.9794,1.0574,0.1456,2.354,1.25372,33.0,3,0.1,,99.0,0.0,1.05549,2.0,0.0,0.589934,,1000000000.0,17.7162,10,16380,,,,26.61,26.519,26.444,25.8,37.247,25.295,25.429,26.16,27.377,26.019,22.059,,,26.413,26.425,26.551,26.583,26.398,26.275,26.173,26.192,26.34,26.284,26.355,26.678,27.083,27.173,26.22,8.76481,7.26832,-1.83897,,,,M0717clu,109.3820233,37.7718176,,,,,,,,,,False
18,2.3489,1.1208,2.5022,1.4906,1.0488,2.3468,6.15089,31.0,1,0.1,,99.0,1.19,4.55431,32.0,0.1,0.102575,,1000000000.0,119.334,9,16316,,,,25.393,25.316,25.204,24.767,,24.481,24.423,24.516,25.408,25.201,,23.36,,25.739,25.358,25.349,25.366,25.329,24.834,24.703,24.715,24.514,24.672,24.65,24.704,25.063,25.359,25.34,8.71197,8.90943,-0.04673,,,,M0717clu,109.3785341,37.7710096,,,,,,,,,,False
19,0.0,0.0,0.7119,0.283,0.054,1.5422,4.40387,33.0,0,0.0,,99.0,0.45,4.52463,33.0,0.0,0.104109,,1000000000.0,0.696427,10,16380,,,,26.5,26.304,26.2,26.004,36.889,25.207,25.281,26.84,,,,21.431,,26.149,26.332,26.445,26.294,26.312,26.629,26.643,26.676,26.712,26.804,27.633,27.493,28.139,27.506,26.508,8.79561,5.79477,-3.43594,,,,M0717clu,109.3822031,37.7717116,,,,,,,,,,False
20,0.0,0.0,0.0149,0.0165,,0.0383,24.5614,1.0,0,0.0,4500000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,2559860.0,10,16380,,,,25.469,24.312,23.76,23.513,35.704,23.327,23.311,23.733,24.912,26.634,22.571,,,28.346,26.69,25.298,24.413,23.929,23.683,23.631,23.581,23.514,23.672,24.469,24.914,25.363,25.914,28.165,9.52574,5.80462,-7.56203,,,,M0717clu,109.3818865,37.7709024,[MAT2017] MACS0717CLS  516,109.381898,37.7709029,G,0.47,D,2017ApJ...835..254M,0.03277476515896721,SIMBAD,False
21,0.0,0.0,0.0311,0.0561,0.0129,0.2153,64.7687,1.0,0,0.0,508800000.0,99.0,0.3,66.3536,33.0,0.0,3.90383e-15,,1000000000.0,1340670.0,10,16380,,,,25.444,24.879,24.93,24.701,37.227,24.551,24.325,24.797,,,22.325,22.441,,25.908,25.846,25.193,24.969,25.039,25.011,25.059,25.08,25.081,25.227,26.029,26.451,26.928,27.467,29.714,8.72957,5.26522,-3.77422,,,,M0717clu,109.3854385,37.7716783,[MAT2017] MACS0717CLS  476,109.3854669,37.7716911,G,0.5,D,2017ApJ...835..254M,0.09303041427925308,SIMBAD,False
22,1.35,1.2217,1.4855,1.4357,1.2972,1.6394,1.90218,32.0,1,0.3,,99.0,1.65,3.75007,31.0,0.25,0.15335,,1000000000.0,955.175,12,16383,,25.53,25.096,24.759,24.566,24.195,23.408,35.282,23.209,23.08,22.945,22.666,22.661,22.922,22.758,,25.8,25.077,24.802,24.548,24.227,23.517,23.33,23.289,22.954,22.893,22.619,22.649,22.971,23.062,22.884,8.95645,9.61516,0.05346,,,,M0717clu,109.3871695,37.7708268,,,,,,,,,,False
23,0.0,0.0,0.0952,0.0815,0.0205,0.2118,169.905,1.0,0,0.0,508800000.0,99.0,0.53,174.184,33.0,0.0,1.50083e-38,,1000000000.0,482353.0,12,16383,,28.522,,27.675,26.896,25.785,25.49,25.067,25.078,25.317,25.76,,,,,,27.652,27.595,26.982,26.744,26.728,26.756,26.798,26.822,26.827,26.95,27.751,28.157,28.646,29.176,31.418,8.78087,5.23072,-3.95551,,,,M0717clu,109.394096,37.7716478,[MAT2017] MACS0717CLS  486,109.3940969,37.7716367,G,0.58,D,2017ApJ...835..254M,0.04004198740100777,SIMBAD,False
24,0.18036,0.0,0.3107,2.7671,0.1228,3.3216,1.42047,33.0,1,0.4,,99.0,2.8,1.35714,33.0,0.4,0.507343,,1000000000.0,995.79,8,16127,,29.444,29.803,28.135,26.986,26.531,26.351,41.482,26.095,,,,,,,,,31.129,28.061,26.983,26.566,26.274,26.105,25.759,25.457,25.056,24.433,24.262,24.113,24.276,24.365,9.23966,6.83993,-3.98833,,,,M0717clu,109.4004515,37.7708729,,,,,,,,,,False
25,0.51728,0.5076,0.5255,0.5168,0.5017,0.5316,87.2198,2.0,0,0.0,2500000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,20267900000.0,12,16383,,28.682,27.238,24.521,22.703,21.518,21.041,20.939,20.829,20.834,20.08,20.727,21.144,,,,27.201,26.224,24.609,22.69,21.553,21.096,20.865,20.724,20.61,20.46,20.772,21.095,21.398,21.977,24.019,9.41166,10.00718,-1.829,,,,M0717clu,109.3929311,37.7705006,,,,,,,,,,False
26,0.20294,0.0674,0.2361,0.0768,0.0166,0.2211,136.755,33.0,0,0.0,,99.0,0.54,140.831,33.0,0.0,2.6241e-31,,1000000000.0,0.0717496,9,16316,,,,26.027,26.099,25.864,25.092,,24.83,25.256,25.776,,,23.887,22.82,,25.963,26.155,25.991,25.985,26.065,26.317,26.369,26.399,26.421,26.708,27.089,27.745,27.733,26.442,27.731,8.73216,4.67227,-4.32905,,,,M0717clu,109.379031,37.7719722,,,,,,,,,,False
27,0.0,0.0,0.0603,0.0916,0.0306,0.1831,58.4921,1.0,0,0.0,4500000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,6431630.0,11,16319,,30.494,29.407,28.647,27.067,26.209,25.617,,25.641,36.359,25.047,,,22.856,,,31.257,29.35,27.983,26.845,26.325,26.02,25.953,25.918,25.868,25.895,26.674,27.079,27.567,28.092,30.325,9.49352,6.33861,-6.43915,,,,M0717clu,109.3997159,37.7707291,,,,,,,,,,False
28,0.19734,0.0646,0.2191,0.0634,0.0136,0.1894,181.099,33.0,0,0.0,,99.0,0.54,186.907,33.0,0.0,2.59221e-41,,1000000000.0,0.0432261,9,16316,,,,26.015,25.952,25.611,25.749,,25.151,25.09,25.825,,,,,,25.895,26.09,25.9,25.833,26.153,26.235,26.29,26.319,26.339,26.651,27.024,27.683,27.614,26.328,28.47,8.72455,4.57426,-4.41764,,,,M0717clu,109.3830958,37.7713707,,,,,,,,,,False
29,0.27881,0.1621,0.4714,0.3298,0.2115,0.4448,1.19432,24.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,2.07537,12,16383,,26.353,26.358,26.119,25.232,24.853,24.671,24.466,24.489,24.308,24.216,25.194,25.358,23.399,22.961,,26.408,26.462,26.179,25.206,24.8,24.611,24.497,24.466,24.457,24.333,24.975,25.295,25.697,25.266,24.53,8.96519,7.93377,-1.64162,,,,M0717clu,109.3922752,37.7706328,[MAT2017] MACS0717CLS  535,109.3922729,37.7706191,G,0.55,D,2017ApJ...835..254M,0.04975239221932174,SIMBAD,False
30,0.20074,0.0,0.2918,0.1143,0.027,0.4084,260.302,33.0,0,0.0,,99.0,0.54,261.677,33.0,0.0,1.50537e-57,,1000000000.0,0.0293034,10,16380,,,,29.079,27.075,26.229,25.816,37.072,25.105,25.327,27.128,,,22.538,22.566,,27.614,27.806,27.682,27.733,27.622,27.991,28.037,28.071,28.097,28.345,28.749,29.384,29.448,28.181,28.865,8.77478,4.91794,-4.22944,,,,M0717clu,109.3832152,37.7721827,[MAT2017] MACS0717CLS  428,109.383236,37.772189,G,0.65,D,2017ApJ...835..254M,0.06338556272884978,SIMBAD,False
31,0.71574,0.67,0.8313,0.7261,0.6599,0.8002,2.5597,31.0,2,0.2,,99.0,-99.9,1000000000.0,,,,,1000000000.0,164.383,12,16383,,24.761,24.476,24.267,23.991,23.352,23.181,22.997,22.962,23.025,22.932,22.853,23.338,,,,24.5,24.438,24.34,23.971,23.374,23.118,23.02,23.092,23.015,22.928,23.042,23.429,23.5,24.01,22.747,8.86283,9.04357,-0.25397,,,,M0717clu,109.3980993,37.7704121,[TSB2015] GLASS MACS0717-00055,109.39810224,37.77041686,G,0.8785,C,2015ApJ...812..114T,0.01906930242237741,SIMBAD,True
33,0.66013,0.0813,0.8981,0.5174,0.1187,0.8203,11.8008,31.0,1,0.1,,99.0,0.16,11.6995,33.0,0.25,0.00288067,,1000000000.0,4.79374,12,16383,,27.098,26.327,26.68,26.576,26.048,25.328,25.072,25.061,24.936,25.286,26.102,,22.266,,,26.559,26.567,26.601,26.258,25.986,25.901,25.91,25.87,25.848,25.874,26.317,26.583,26.806,27.086,25.801,8.7758,7.40116,-1.72345,,,,M0717clu,109.3937609,37.7711327,,,,,,,,,,False
34,0.017206,0.0,0.0544,0.0318,0.0115,0.0546,20.2969,26.0,0,0.3,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0310907,11,16319,,30.397,26.641,25.528,24.947,24.898,24.772,,24.482,24.052,24.016,25.383,25.235,22.619,24.652,,27.39,26.806,25.671,24.989,24.71,24.398,24.25,24.171,24.1,24.193,24.921,25.315,25.142,23.955,29.246,9.13519,5.88925,-4.38841,,,,M0717clu,109.3856777,37.7702517,,,,,,,,,,False
35,0.0,0.0,0.0747,0.0912,0.0226,0.2846,18.1621,1.0,0,0.0,508800000.0,99.0,0.54,19.1756,33.0,0.0,6.856e-05,,1000000000.0,1703860.0,10,16380,,,,25.832,25.727,25.78,25.524,25.449,25.047,25.414,25.629,,,,,,26.539,26.488,25.895,25.669,25.598,25.646,25.685,25.711,25.719,25.832,26.629,27.028,27.523,28.049,30.288,8.76758,5.44141,-3.70052,,,,M0717clu,109.3977044,37.7710687,[MAT2017] MACS0717CLS  518,109.3974069,37.7710339,G,0.54,D,2017ApJ...835..254M,0.8558069812444634,SIMBAD,False
36,1.9966,1.8677,2.0333,1.9963,1.8506,2.2995,2.05517,33.0,1,0.2,,99.0,2.35,3.98479,2.0,0.0,0.136368,,1000000000.0,274.678,12,16383,,27.353,26.395,25.771,25.672,25.631,25.228,24.801,24.682,24.59,24.935,24.828,24.448,22.383,,,28.136,26.295,25.783,25.656,25.609,25.389,25.107,24.981,24.89,24.925,24.759,24.711,24.847,25.311,24.427,8.7325,9.13759,0.12796,,,,M0717clu,109.3939327,37.7700857,,,,,,,,,,False
37,1.1462,0.9576,1.3349,1.4425,0.638,2.5101,2.65444,33.0,1,0.15,,99.0,2.54,1.58616,33.0,0.1,0.45245,,1000000000.0,158.489,10,16380,,,,25.164,25.105,25.03,24.702,38.362,24.684,24.551,24.939,24.312,24.779,21.87,22.229,,25.541,25.185,25.16,25.161,25.131,24.718,24.669,24.747,24.366,24.678,24.61,24.718,25.099,25.236,25.059,8.7819,5.67607,-3.50267,,,,M0717clu,109.3782745,37.7710396,,,,,,,,,,False
38,0.078264,0.0448,0.1185,0.1561,0.0752,0.2477,11.3126,1.0,0,0.0,4500000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,91157500.0,10,16380,,,,27.295,25.497,24.539,24.193,35.427,23.752,23.786,24.226,24.949,26.418,,,,30.011,28.26,26.725,25.393,24.818,24.468,24.372,24.34,24.304,24.227,24.979,25.348,25.863,26.378,28.592,9.5033,7.57437,-5.27691,,,,M0717clu,109.3819256,37.7700511,[MAT2017] MACS0717CLS  554,109.381929,37.7700525,G,0.54,D,2017ApJ...835..254M,0.010909413318620392,SIMBAD,False
40,0.11408,0.0815,0.167,0.2231,0.1323,0.3185,11.3512,1.0,0,0.0,4500000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,159918000.0,10,16380,,,,27.996,25.68,24.696,24.192,34.882,24.014,23.863,24.333,25.204,26.372,,,,30.316,28.86,27.146,25.642,24.993,24.62,24.493,24.459,24.428,24.28,25.005,25.365,25.857,26.393,28.585,9.4857,7.76545,-4.83118,,,,M0717clu,109.386115,37.7700222,[MAT2017] MACS0717CLS  602,109.386115,37.7700211,G,0.55,D,2017ApJ...835..254M,0.003959999972147866,SIMBAD,False
41,0.82727,0.6789,0.9007,0.811,0.6911,1.0026,5.79354,33.0,1,0.25,,99.0,1.13,7.66414,33.0,0.25,0.0216647,,1000000000.0,224.673,12,16383,,25.076,24.499,24.293,24.142,23.67,23.228,23.317,23.128,23.054,23.254,23.139,23.295,23.317,,,24.627,24.477,24.364,24.149,23.649,23.264,23.177,23.409,23.336,23.176,23.255,23.628,23.525,24.193,22.687,8.79608,9.2174,0.05278,,,,M0717clu,109.389112,37.7697726,,,,,,,,,,False
42,0.44796,0.4279,0.4705,0.4924,0.4251,0.5462,5.91738,25.0,0,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,222.612,12,16383,,27.493,25.711,24.945,23.198,22.121,21.654,21.407,21.291,21.191,20.692,20.829,21.252,22.175,22.578,,27.091,26.037,24.851,23.258,22.147,21.666,21.415,21.22,21.053,20.619,20.882,21.121,21.456,21.584,20.501,9.54363,9.81005,-3.50557,,,,M0717clu,109.3895015,37.7695552,[MAT2017] MACS0717CLS  618,109.3895053,37.7695498,G,0.54,D,2017ApJ...835..254M,0.022245253974747435,SIMBAD,False
43,0.75155,0.6772,0.8236,0.7349,0.6292,0.8633,1.33795,33.0,2,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,672.816,12,16383,,25.94,25.424,25.0,24.275,23.393,22.923,22.695,22.62,22.481,22.085,21.776,22.197,22.72,21.862,,25.695,25.431,24.985,24.252,23.432,22.874,22.631,22.596,22.436,22.083,22.007,22.309,22.152,22.795,21.256,9.10042,9.75845,-0.32522,,,,M0717clu,109.3909931,37.7695362,[MAT2017] MACS0717CLS  626,109.3910061,37.7695194,G,0.58,D,2017ApJ...835..254M,0.07089727621139277,SIMBAD,False
44,0.76629,0.7478,0.7814,0.7631,0.7419,0.7809,37.3889,3.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,31.5176,9,16316,,,,27.263,25.526,23.682,22.903,,22.709,22.692,22.623,23.547,24.159,,22.299,,29.988,28.321,27.181,25.282,23.779,23.237,23.045,22.939,22.831,22.63,22.732,23.202,23.47,23.952,24.793,9.46392,9.4368,-2.79156,,,,M0717clu,109.3771422,37.7697119,,,,,,,,,,False
45,0.13497,0.0942,0.1833,0.119,0.0627,0.1814,198.404,1.0,0,0.0,508800000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,3058240.0,12,16383,,26.512,26.665,26.328,25.62,25.181,25.042,25.146,24.923,24.938,25.417,,,22.341,,,26.53,26.506,25.963,25.674,25.581,25.648,25.678,25.71,25.726,25.806,26.592,26.973,27.483,28.001,30.233,8.74353,6.2439,-2.79867,,,,M0717clu,109.3995899,37.7695319,[MAT2017] MACS0717CLS  661,109.3995973,37.7695314,G,0.55,D,2017ApJ...835..254M,0.021135198147694184,SIMBAD,False
46,0.0,0.0,0.3425,0.1625,0.0375,0.4872,297.132,33.0,0,0.0,,99.0,0.53,297.96,33.0,0.0,1.9899599999999997e-65,,1000000000.0,0.0350893,9,16376,,,,,29.255,27.094,25.874,37.784,26.256,25.738,27.367,,,21.719,,,28.21,28.403,28.357,28.346,28.26,28.625,28.662,28.697,28.727,28.919,29.378,29.959,30.129,28.958,29.032,8.82394,5.22655,-4.15553,,,,M0717clu,109.3838351,37.7709259,,,,,,,,,,False
47,0.55559,0.5047,0.5884,0.5563,0.5033,0.6065,1.2783,2.0,0,0.0,2500000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,17924700000.0,11,16382,,,26.36,25.047,23.121,21.921,21.379,34.468,20.898,33.202,20.767,20.841,21.271,21.482,21.617,,27.568,26.58,25.136,23.136,21.905,21.427,21.207,21.058,20.927,20.773,21.002,21.368,21.663,22.227,24.26,9.47603,9.98649,-2.44722,,,,M0717clu,109.4019658,37.7690148,,,,,,,,,,False
48,0.16768,0.0895,0.1804,0.1696,0.13,0.1848,5.02246,25.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,7.42365,9,16316,,,,22.822,22.15,21.867,21.76,,21.698,21.738,21.662,22.675,23.296,25.891,,,23.47,23.404,22.832,22.143,21.87,21.76,21.708,21.7,21.684,21.648,22.394,22.769,23.115,21.926,22.588,9.10188,7.7665,-2.27613,,,,M0717clu,109.3775768,37.7690085,[MAT2017] MACS0717CLS  684,109.3775779,37.7690024,G,0.33,D,2017ApJ...835..254M,0.02218198688731124,SIMBAD,False
50,2.829,2.5645,2.9764,2.8507,1.898,3.2297,3.36646,33.0,2,0.3,,99.0,1.98,6.63811,32.0,0.3,0.0361869,,1000000000.0,1357.98,12,16383,,27.508,28.012,26.657,25.705,25.521,25.209,24.686,24.266,23.9,24.481,23.793,23.493,,,,,30.206,26.619,25.709,25.566,25.292,25.186,24.862,24.584,24.4,23.96,23.84,23.74,23.914,24.137,8.86672,9.67089,0.38454,,,,M0717clu,109.398794,37.7688613,,,,,,,,,,False
51,0.20196,0.0923,0.291,0.3556,0.1307,0.6808,6.2252,33.0,3,0.05,,99.0,0.53,5.54254,31.0,0.0,0.0625823,,1000000000.0,2.81432,11,16319,,26.155,25.747,25.805,25.727,25.48,25.101,,25.604,25.456,25.602,,,23.793,,,25.644,25.749,25.892,25.611,25.613,25.807,25.795,25.799,25.822,25.859,26.616,26.464,27.14,26.7,25.472,8.72591,6.0484,-2.95014,,,,M0717clu,109.3889587,37.7706505,[MAT2017] MACS0717CLS  545,109.3889774,37.770658,G,0.64,D,2017ApJ...835..254M,0.05967217328580501,SIMBAD,False
