catalog_index,IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_ML,Z_ML68_LOW,Z_ML68_HIGH,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,AGE_BEST,PDZ_BEST,Z_SEC,CHI_SEC,MOD_SEC,EBV_SEC,PDZ_SEC,MOD_STAR,CHI_STAR,SCALE_BEST,NBAND_USED,CONTEXT,ZSPEC,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,MAG_OBS6,MAG_OBS7,MAG_OBS8,MAG_OBS9,MAG_OBS10,MAG_OBS11,MAG_OBS12,MAG_OBS13,MAG_OBS14,MAG_MOD0,MAG_MOD1,MAG_MOD2,MAG_MOD3,MAG_MOD4,MAG_MOD5,MAG_MOD6,MAG_MOD7,MAG_MOD8,MAG_MOD9,MAG_MOD10,MAG_MOD11,MAG_MOD12,MAG_MOD13,MAG_MOD14,AGE_MED,MASS_MED,SFR_MED,ZSPEC_FLAG,ZSPEC_REF,ZSPEC_SEP,FIELD,RA,DEC,SIMBAD_MAIN_ID,SIMBAD_RA,SIMBAD_DEC,SIMBAD_OTYPE,SIMBAD_ZSPEC,SIMBAD_RVZ_QUAL,SIMBAD_RVZ_BIBCODE,SIMBAD_MATCH_SEP_ARCSEC,ZSPEC_SOURCE
10189,6,1.0458,0.7656,1.1587,0.9866,0.8458,1.0981,2.06444,28.0,3,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,1745.92,10,16380,,,,25.953,24.714,23.263,22.367,35.114,21.614,21.344,21.131,20.439,20.725,20.741,21.444,,26.47,25.888,25.869,24.665,23.259,22.443,22.018,21.805,21.642,21.121,20.702,20.878,21.119,21.441,20.461,9.31992,10.48074,-0.68959,,,,M0717clu,109.3813691,37.7733366,CLASH MACSJ0717.0+3745 1901,109.3813749,37.7733429,G,0.7,D,2017ApJ...835..254M,0.028049550415411528,SIMBAD
10192,10,0.0,0.0,8.0,,,,1000000000.0,1.0,0,0.0,4000000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,120006000000.0,12,16383,,0.016,-0.335,-1.623,-3.214,-4.43,-4.938,-5.282,-5.452,-5.621,19.655,19.698,20.122,21.588,21.154,,28.553,26.296,24.731,22.346,20.907,20.318,20.065,19.917,19.797,19.655,19.7,20.121,20.447,21.026,23.057,,,,,,,M0717clu,109.3962437,37.7722171,MACSg J071735.10+374620.0,109.39624,37.772209,G,0.5627,C,2014ApJS..211...21E,0.03100260811935904,SIMBAD
10194,12,0.070299,0.0406,0.0862,0.093,0.0293,0.2406,47.839,1.0,0,0.0,508800000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,1838710.0,9,16316,,,,25.983,25.479,25.549,25.519,,25.223,25.575,25.394,,,22.372,22.4,,26.457,26.406,25.812,25.587,25.515,25.564,25.602,25.628,25.636,25.749,26.546,26.945,27.44,27.966,30.206,8.76561,5.75598,-3.34597,,,,M0717clu,109.385497,37.7717042,[MAT2017] MACS0717CLS  476,109.3854669,37.7716911,G,0.5,D,2017ApJ...835..254M,0.09777868990272139,SIMBAD
10198,16,0.16797,0.0,0.2685,0.1172,0.0374,0.2128,108.662,1.0,0,0.0,718700000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,2429630.0,12,16383,,27.357,28.056,27.246,26.159,25.598,25.281,25.287,25.226,25.072,25.747,,,,,,27.429,27.321,26.625,26.217,26.089,26.096,26.114,26.134,26.139,26.185,26.975,27.315,27.817,28.332,30.549,8.85113,6.22026,-3.09212,,,,M0717clu,109.3973992,37.7710303,[MAT2017] MACS0717CLS  518,109.3974069,37.7710339,G,0.54,D,2017ApJ...835..254M,0.025457484020291358,SIMBAD
10202,20,0.0,0.0,0.0149,0.0165,,0.0383,24.5614,1.0,0,0.0,4500000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,2559860.0,10,16380,,,,25.469,24.312,23.76,23.513,35.704,23.327,23.311,23.733,24.912,26.634,22.571,,,28.346,26.69,25.298,24.413,23.929,23.683,23.631,23.581,23.514,23.672,24.469,24.914,25.363,25.914,28.165,9.52574,5.80462,-7.56203,,,,M0717clu,109.3818865,37.7709024,[MAT2017] MACS0717CLS  516,109.381898,37.7709029,G,0.47,D,2017ApJ...835..254M,0.03277476515896721,SIMBAD
10203,21,0.0,0.0,0.0311,0.0561,0.0129,0.2153,64.7687,1.0,0,0.0,508800000.0,99.0,0.3,66.3536,33.0,0.0,3.90383e-15,,1000000000.0,1340670.0,10,16380,,,,25.444,24.879,24.93,24.701,37.227,24.551,24.325,24.797,,,22.325,22.441,,25.908,25.846,25.193,24.969,25.039,25.011,25.059,25.08,25.081,25.227,26.029,26.451,26.928,27.467,29.714,8.72957,5.26522,-3.77422,,,,M0717clu,109.3854385,37.7716783,[MAT2017] MACS0717CLS  476,109.3854669,37.7716911,G,0.5,D,2017ApJ...835..254M,0.09303041427925308,SIMBAD
10205,23,0.0,0.0,0.0952,0.0815,0.0205,0.2118,169.905,1.0,0,0.0,508800000.0,99.0,0.53,174.184,33.0,0.0,1.50083e-38,,1000000000.0,482353.0,12,16383,,28.522,,27.675,26.896,25.785,25.49,25.067,25.078,25.317,25.76,,,,,,27.652,27.595,26.982,26.744,26.728,26.756,26.798,26.822,26.827,26.95,27.751,28.157,28.646,29.176,31.418,8.78087,5.23072,-3.95551,,,,M0717clu,109.394096,37.7716478,[MAT2017] MACS0717CLS  486,109.3940969,37.7716367,G,0.58,D,2017ApJ...835..254M,0.04004198740100777,SIMBAD
10211,29,0.27881,0.1621,0.4714,0.3298,0.2115,0.4448,1.19432,24.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,2.07537,12,16383,,26.353,26.358,26.119,25.232,24.853,24.671,24.466,24.489,24.308,24.216,25.194,25.358,23.399,22.961,,26.408,26.462,26.179,25.206,24.8,24.611,24.497,24.466,24.457,24.333,24.975,25.295,25.697,25.266,24.53,8.96519,7.93377,-1.64162,,,,M0717clu,109.3922752,37.7706328,[MAT2017] MACS0717CLS  535,109.3922729,37.7706191,G,0.55,D,2017ApJ...835..254M,0.04975239221932174,SIMBAD
10212,30,0.20074,0.0,0.2918,0.1143,0.027,0.4084,260.302,33.0,0,0.0,,99.0,0.54,261.677,33.0,0.0,1.50537e-57,,1000000000.0,0.0293034,10,16380,,,,29.079,27.075,26.229,25.816,37.072,25.105,25.327,27.128,,,22.538,22.566,,27.614,27.806,27.682,27.733,27.622,27.991,28.037,28.071,28.097,28.345,28.749,29.384,29.448,28.181,28.865,8.77478,4.91794,-4.22944,,,,M0717clu,109.3832152,37.7721827,[MAT2017] MACS0717CLS  428,109.383236,37.772189,G,0.65,D,2017ApJ...835..254M,0.06338556272884978,SIMBAD
10213,31,0.71574,0.67,0.8313,0.7261,0.6599,0.8002,2.5597,31.0,2,0.2,,99.0,-99.9,1000000000.0,,,,,1000000000.0,164.383,12,16383,,24.761,24.476,24.267,23.991,23.352,23.181,22.997,22.962,23.025,22.932,22.853,23.338,,,,24.5,24.438,24.34,23.971,23.374,23.118,23.02,23.092,23.015,22.928,23.042,23.429,23.5,24.01,22.747,8.86283,9.04357,-0.25397,,,,M0717clu,109.3980993,37.7704121,[TSB2015] GLASS MACS0717-00055,109.39810224,37.77041686,G,0.8785,C,2015ApJ...812..114T,0.01906930242237741,SIMBAD
10216,35,0.0,0.0,0.0747,0.0912,0.0226,0.2846,18.1621,1.0,0,0.0,508800000.0,99.0,0.54,19.1756,33.0,0.0,6.856e-05,,1000000000.0,1703860.0,10,16380,,,,25.832,25.727,25.78,25.524,25.449,25.047,25.414,25.629,,,,,,26.539,26.488,25.895,25.669,25.598,25.646,25.685,25.711,25.719,25.832,26.629,27.028,27.523,28.049,30.288,8.76758,5.44141,-3.70052,,,,M0717clu,109.3977044,37.7710687,[MAT2017] MACS0717CLS  518,109.3974069,37.7710339,G,0.54,D,2017ApJ...835..254M,0.8558069812444634,SIMBAD
10219,38,0.078264,0.0448,0.1185,0.1561,0.0752,0.2477,11.3126,1.0,0,0.0,4500000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,91157500.0,10,16380,,,,27.295,25.497,24.539,24.193,35.427,23.752,23.786,24.226,24.949,26.418,,,,30.011,28.26,26.725,25.393,24.818,24.468,24.372,24.34,24.304,24.227,24.979,25.348,25.863,26.378,28.592,9.5033,7.57437,-5.27691,,,,M0717clu,109.3819256,37.7700511,[MAT2017] MACS0717CLS  554,109.381929,37.7700525,G,0.54,D,2017ApJ...835..254M,0.010909413318620392,SIMBAD
10220,40,0.11408,0.0815,0.167,0.2231,0.1323,0.3185,11.3512,1.0,0,0.0,4500000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,159918000.0,10,16380,,,,27.996,25.68,24.696,24.192,34.882,24.014,23.863,24.333,25.204,26.372,,,,30.316,28.86,27.146,25.642,24.993,24.62,24.493,24.459,24.428,24.28,25.005,25.365,25.857,26.393,28.585,9.4857,7.76545,-4.83118,,,,M0717clu,109.386115,37.7700222,[MAT2017] MACS0717CLS  602,109.386115,37.7700211,G,0.55,D,2017ApJ...835..254M,0.003959999972147866,SIMBAD
10222,42,0.44796,0.4279,0.4705,0.4924,0.4251,0.5462,5.91738,25.0,0,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,222.612,12,16383,,27.493,25.711,24.945,23.198,22.121,21.654,21.407,21.291,21.191,20.692,20.829,21.252,22.175,22.578,,27.091,26.037,24.851,23.258,22.147,21.666,21.415,21.22,21.053,20.619,20.882,21.121,21.456,21.584,20.501,9.54363,9.81005,-3.50557,,,,M0717clu,109.3895015,37.7695552,[MAT2017] MACS0717CLS  618,109.3895053,37.7695498,G,0.54,D,2017ApJ...835..254M,0.022245253974747435,SIMBAD
10223,43,0.75155,0.6772,0.8236,0.7349,0.6292,0.8633,1.33795,33.0,2,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,672.816,12,16383,,25.94,25.424,25.0,24.275,23.393,22.923,22.695,22.62,22.481,22.085,21.776,22.197,22.72,21.862,,25.695,25.431,24.985,24.252,23.432,22.874,22.631,22.596,22.436,22.083,22.007,22.309,22.152,22.795,21.256,9.10042,9.75845,-0.32522,,,,M0717clu,109.3909931,37.7695362,[MAT2017] MACS0717CLS  626,109.3910061,37.7695194,G,0.58,D,2017ApJ...835..254M,0.07089727621139277,SIMBAD
10225,45,0.13497,0.0942,0.1833,0.119,0.0627,0.1814,198.404,1.0,0,0.0,508800000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,3058240.0,12,16383,,26.512,26.665,26.328,25.62,25.181,25.042,25.146,24.923,24.938,25.417,,,22.341,,,26.53,26.506,25.963,25.674,25.581,25.648,25.678,25.71,25.726,25.806,26.592,26.973,27.483,28.001,30.233,8.74353,6.2439,-2.79867,,,,M0717clu,109.3995899,37.7695319,[MAT2017] MACS0717CLS  661,109.3995973,37.7695314,G,0.55,D,2017ApJ...835..254M,0.021135198147694184,SIMBAD
10228,48,0.16768,0.0895,0.1804,0.1696,0.13,0.1848,5.02246,25.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,7.42365,9,16316,,,,22.822,22.15,21.867,21.76,,21.698,21.738,21.662,22.675,23.296,25.891,,,23.47,23.404,22.832,22.143,21.87,21.76,21.708,21.7,21.684,21.648,22.394,22.769,23.115,21.926,22.588,9.10188,7.7665,-2.27613,,,,M0717clu,109.3775768,37.7690085,[MAT2017] MACS0717CLS  684,109.3775779,37.7690024,G,0.33,D,2017ApJ...835..254M,0.02218198688731124,SIMBAD
10230,51,0.20196,0.0923,0.291,0.3556,0.1307,0.6808,6.2252,33.0,3,0.05,,99.0,0.53,5.54254,31.0,0.0,0.0625823,,1000000000.0,2.81432,11,16319,,26.155,25.747,25.805,25.727,25.48,25.101,,25.604,25.456,25.602,,,23.793,,,25.644,25.749,25.892,25.611,25.613,25.807,25.795,25.799,25.822,25.859,26.616,26.464,27.14,26.7,25.472,8.72591,6.0484,-2.95014,,,,M0717clu,109.3889587,37.7706505,[MAT2017] MACS0717CLS  545,109.3889774,37.770658,G,0.64,D,2017ApJ...835..254M,0.05967217328580501,SIMBAD
10231,52,0.20197,0.1809,0.2219,0.1962,0.1329,0.2415,202.583,33.0,0,0.0,,99.0,0.53,210.396,33.0,0.0,2.05582e-46,,1000000000.0,0.523415,12,16383,,26.246,25.926,26.217,25.891,25.352,25.113,25.121,25.067,24.966,25.668,,,23.932,21.99,,25.747,25.938,25.952,25.894,25.831,26.187,26.215,26.252,26.284,26.434,27.16,27.362,27.706,26.71,26.368,8.71467,5.5572,-3.41465,,,,M0717clu,109.3909351,37.7686193,[MAT2017] MACS0717CLS  725,109.3909404,37.7686167,G,0.58,D,2017ApJ...835..254M,0.017750865719399364,SIMBAD
10232,53,0.0,0.0,0.0881,0.0463,0.0135,0.1008,27.514,1.0,0,0.0,570900000.0,99.0,2.46,33.7206,33.0,0.0,4.76074e-08,,1000000000.0,457353.0,12,16383,,28.003,26.545,26.059,25.853,25.922,25.941,35.013,25.471,25.016,25.671,,,23.623,22.62,,26.862,26.769,26.052,25.822,25.882,25.836,25.882,25.898,25.894,26.042,26.845,27.26,27.732,28.274,30.518,8.77256,5.37029,-3.7557,,,,M0717clu,109.3887695,37.770589,[MAT2017] MACS0717CLS  545,109.3889774,37.770658,G,0.64,D,2017ApJ...835..254M,0.6416504405805831,SIMBAD
10233,54,0.46031,0.3396,0.5831,0.4713,0.3747,0.5744,2.33608,7.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,5.11092,12,16383,,27.515,28.191,26.896,25.184,24.106,23.575,23.358,23.222,23.117,22.938,22.79,23.293,22.191,22.16,,30.565,29.002,27.085,25.196,24.093,23.61,23.344,23.195,23.086,22.936,23.394,23.718,24.053,24.653,25.699,9.50086,9.01866,-3.73809,,,,M0717clu,109.3859743,37.7685209,[MAT2017] MACS0717CLS  728,109.3859828,37.7685148,G,0.54,D,2017ApJ...835..254M,0.03267034579732885,SIMBAD
10234,55,1.2923,1.2209,1.403,1.4319,1.2917,1.6138,3.18402,31.0,1,0.25,,99.0,1.59,3.50424,31.0,0.25,0.173406,,1000000000.0,970.296,12,16383,,25.192,24.683,24.363,24.233,23.845,23.177,23.055,22.957,22.806,22.647,22.407,22.321,,,,25.256,24.622,24.405,24.207,23.913,23.202,23.026,22.912,22.709,22.637,22.437,22.465,22.794,23.027,23.036,8.94251,9.70418,0.17408,,,,M0717clu,109.3857811,37.7684196,[MAT2017] MACS0717CLS  728,109.3859828,37.7685148,G,0.54,D,2017ApJ...835..254M,0.6685237807585532,SIMBAD
10235,56,0.081645,0.0,0.2454,0.0826,0.0195,0.2821,22.9207,33.0,0,0.0,,99.0,0.54,24.9603,33.0,0.0,3.80144e-06,,1000000000.0,0.102132,9,16316,,,,25.603,25.662,25.675,25.518,,25.049,25.376,26.048,,,,,,25.579,25.771,25.608,25.601,25.681,25.934,25.985,26.016,26.038,26.324,26.706,27.361,27.35,26.059,27.347,8.74041,5.0347,-4.01438,,,,M0717clu,109.3823192,37.770563,[MAT2017] MACS0717CLS  552,109.3821304,37.7703757,G,0.61,D,2017ApJ...835..254M,0.862154022442575,SIMBAD
10236,57,0.52026,0.3993,0.5851,0.469,0.3683,0.5487,1.9186,5.0,0,0.0,,99.0,0.22,5.55,10.0,0.0,0.0623493,,1000000000.0,5.93902,11,16319,,27.297,27.064,26.862,25.04,24.024,23.581,,23.268,23.154,23.027,23.405,24.028,,29.205,,29.778,28.516,26.825,25.037,24.025,23.601,23.374,23.247,23.154,23.029,23.506,23.826,24.17,24.762,25.665,9.45708,8.91419,-3.35644,,,,M0717clu,109.3820725,37.7685031,[MAT2017] MACS0717CLS  727,109.382082,37.768499,G,0.54,D,2017ApJ...835..254M,0.030801609542960663,SIMBAD
10237,58,0.16859,0.0964,0.2352,0.1244,0.0514,0.1996,72.4709,1.0,0,0.0,640500000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,6181620.0,12,16383,,26.215,26.361,26.005,24.965,24.653,24.431,24.402,24.347,24.268,24.422,,,22.268,22.253,,26.173,26.099,25.459,25.095,24.981,25.01,25.032,25.057,25.067,25.125,25.913,26.268,26.771,27.288,29.509,8.78775,6.59485,-2.54994,,,,M0717clu,109.3917932,37.7704499,[MAT2017] MACS0717CLS  568,109.3918256,37.7704363,G,0.44,D,2017ApJ...835..254M,0.1043935942984427,SIMBAD
10238,59,0.43961,0.364,0.4853,0.3501,0.2223,0.4472,3.96641,1.0,0,0.0,2200000000.0,99.0,0.13,5.54443,9.0,0.0,0.0625234,,1000000000.0,575872000.0,12,16383,,27.571,27.89,26.116,24.708,23.842,23.536,23.344,23.31,23.235,23.273,23.366,23.986,24.13,22.387,,28.238,27.705,26.174,24.644,23.916,23.59,23.431,23.375,23.344,23.177,23.753,24.094,24.498,25.07,27.168,9.31114,8.51516,-2.63079,,,,M0717clu,109.3930981,37.768493,[MAT2017] MACS0717CLS  734,109.3931029,37.7684864,G,0.54,D,2017ApJ...835..254M,0.027406660423168024,SIMBAD
10239,60,0.0,0.0,0.106,0.1566,0.0436,0.3483,6.40707,3.0,0,0.0,,99.0,0.31,7.31067,1.0,0.0,0.0258528,,1000000000.0,0.150116,10,16380,,,,27.1,25.89,24.987,24.84,38.912,24.51,24.669,24.979,27.276,27.664,22.644,,,29.739,28.453,27.066,25.838,25.379,25.102,24.979,24.948,24.928,24.939,25.722,26.006,26.464,26.821,28.015,9.35449,6.7822,-4.90709,,,,M0717clu,109.3818279,37.7702041,[MAT2017] MACS0717CLS  553,109.3818254,37.7702099,G,0.54,D,2017ApJ...835..254M,0.022058720044775677,SIMBAD
10240,61,0.0,0.0,0.0169,0.0247,,0.0651,149.008,1.0,0,0.0,508800000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,72924.1,12,16383,,27.443,26.725,26.008,25.644,25.463,25.466,25.097,25.223,25.16,26.49,,,,22.055,,26.656,26.592,25.881,25.717,25.801,25.77,25.824,25.835,25.826,26.032,26.84,27.281,27.739,28.292,30.55,8.72549,4.62768,-4.36572,,,,M0717clu,109.3866372,37.7684916,[MAT2017] MACS0717CLS  736,109.386635,37.7684878,G,0.53,D,2017ApJ...835..254M,0.015044557774594559,SIMBAD
10241,62,0.16588,0.0,0.3215,0.1229,0.0326,0.2623,210.972,1.0,0,0.0,508800000.0,99.0,0.53,214.112,33.0,0.0,3.20806e-47,,1000000000.0,906482.0,11,16381,,27.425,,28.754,26.987,25.986,25.544,25.139,25.085,25.234,25.313,,,,22.517,,27.851,27.826,27.283,26.994,26.901,26.969,26.999,27.03,27.046,27.126,27.912,28.293,28.803,29.322,31.553,8.81521,5.69553,-3.57855,,,,M0717clu,109.3882567,37.7683829,[MAT2017] MACS0717CLS  748,109.3882628,37.7683736,G,0.56,D,2017ApJ...835..254M,0.03771277314822353,SIMBAD
10242,63,0.56185,0.5092,0.6155,0.5661,0.5019,0.6358,0.784724,28.0,1,0.15,,99.0,0.23,7.81955,33.0,0.4,0.020045,,1000000000.0,64.8936,12,16383,,24.952,24.743,24.682,23.948,23.389,23.125,23.001,22.922,22.831,22.84,23.092,23.564,,,,24.848,24.751,24.65,23.966,23.36,23.131,23.041,22.961,22.9,22.866,23.125,23.455,23.657,24.053,22.797,8.94556,8.90349,-0.63293,,,,M0717clu,109.3927261,37.7681746,[MAT2017] MACS0717CLS  735,109.3927363,37.768174,G,0.55,D,2017ApJ...835..254M,0.029107244416849296,SIMBAD
10247,68,4.9452,4.4227,5.559,4.9039,1.4722,6.3096,9.10083,32.0,0,0.0,,99.0,4.29,10.2211,33.0,0.1,0.00603268,,1000000000.0,114.138,12,16383,,30.406,,,28.019,26.449,26.026,26.271,25.956,26.061,27.404,24.228,24.065,23.206,,,,,,28.378,26.443,26.527,26.618,26.688,26.769,26.837,26.628,26.774,26.777,26.859,28.111,8.87817,8.92686,-0.34086,,,,M0717clu,109.3933535,37.7701476,[LBL2018] MACS0717 cluster  4,109.3933635,37.7701379,G?,4.998,E,2018ApJ...862..156L,0.04504677009745434,SIMBAD
10248,69,0.0,0.0,0.0239,0.0254,,0.0696,60.1053,22.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0100294,12,16383,,26.006,26.108,25.861,25.245,24.766,24.526,24.434,24.344,24.269,23.994,,,,,,27.103,26.711,25.732,25.106,24.755,24.475,24.403,24.359,24.303,24.42,25.165,25.565,25.392,24.205,29.497,9.43891,4.98931,-7.22184,,,,M0717clu,109.4019764,37.7662242,[MAT2017] MACS0717CLS  792,109.4019809,37.7662204,G,0.55,D,2017ApJ...835..254M,0.018738871908131463,SIMBAD
