IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_ML,Z_ML68_LOW,Z_ML68_HIGH,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,AGE_BEST,PDZ_BEST,Z_SEC,CHI_SEC,MOD_SEC,EBV_SEC,PDZ_SEC,MOD_STAR,CHI_STAR,SCALE_BEST,NBAND_USED,CONTEXT,ZSPEC,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,MAG_OBS6,MAG_OBS7,MAG_OBS8,MAG_OBS9,MAG_OBS10,MAG_OBS11,MAG_OBS12,MAG_OBS13,MAG_OBS14,MAG_MOD0,MAG_MOD1,MAG_MOD2,MAG_MOD3,MAG_MOD4,MAG_MOD5,MAG_MOD6,MAG_MOD7,MAG_MOD8,MAG_MOD9,MAG_MOD10,MAG_MOD11,MAG_MOD12,MAG_MOD13,MAG_MOD14,AGE_MED,MASS_MED,SFR_MED,ZSPEC_FLAG,ZSPEC_REF,ZSPEC_SEP,FIELD,RA,DEC
23,0.073567,0.0646,0.0828,0.0737,0.0581,0.0893,22.0075,3.0,0,0.0,,99.0,0.45,28.0123,1.0,0.0,8.26435e-07,,1000000000.0,0.509624,10,16380,,,,23.521,22.495,21.927,36.795,21.629,34.453,21.594,22.028,22.793,22.783,22.552,22.2,,26.258,24.786,23.448,22.52,22.136,21.871,21.79,21.769,21.736,21.879,22.641,23.002,23.392,23.741,26.229,8.99163,8.97762,-0.65715,,,,M0717clu,109.3296326,37.8553144
25,2.9187,2.5284,3.2441,2.6728,0.3938,3.0384,0.737456,32.0,1,0.15,,99.0,0.41,2.89429,33.0,0.25,0.235241,,1000000000.0,293.585,10,16380,,,,26.349,25.809,25.803,42.959,26.034,44.252,25.434,25.247,25.084,24.814,24.332,,,,28.262,26.321,25.886,25.829,25.822,25.748,25.518,25.307,25.205,24.988,24.972,24.938,25.241,25.282,8.73708,9.07728,0.07514,,,,M0717clu,109.3376018,37.8552996
27,0.0,0.0,0.1324,1.6451,0.3414,2.2304,8.35914,33.0,1,0.05,,99.0,2.57,6.15634,33.0,0.0,0.0460434,,1000000000.0,58.9607,10,16380,,,,25.541,25.643,25.705,29.825,25.554,32.211,25.635,26.488,25.056,25.107,,,,25.803,25.472,25.527,25.66,25.857,25.67,25.55,25.612,25.769,25.817,25.852,25.911,26.252,26.523,26.072,8.71696,4.09716,-4.85458,,,,M0717clu,109.3279777,37.8548859
28,1.5336,1.0568,5.7924,3.4512,1.4854,5.9792,2.13265,22.0,0,0.0,,99.0,5.23,1.44013,28.0,0.0,0.486721,,1000000000.0,517.422,10,16380,,,,26.515,25.891,22.631,36.832,23.11,36.66,23.133,23.823,22.495,23.0,,23.654,,,,26.837,25.723,25.55,25.545,25.423,25.228,25.007,23.772,23.161,22.902,22.808,22.708,23.953,9.00777,10.18918,0.32741,,,,M0717clu,109.3328458,37.8571763
29,5.5435,5.3553,5.9261,5.8091,5.5184,6.0458,1.64755,30.0,1,0.15,,99.0,5.88,2.11508,29.0,0.1,0.347309,,1000000000.0,8387.36,9,16376,,,,,28.241,25.038,36.157,23.659,35.051,23.688,23.673,22.404,22.81,24.622,23.086,,,,,28.971,25.02,23.911,23.842,23.809,23.788,23.661,22.719,22.538,22.457,22.37,23.047,8.83228,10.80385,1.56913,,,,M0717clu,109.3300816,37.8545235
30,1.0058,0.4871,1.1169,0.7526,0.5465,0.9737,8.58782,27.0,3,0.4,,99.0,0.5,7.59566,10.0,0.0,0.0224194,,1000000000.0,121.751,10,16380,,,,27.146,25.796,24.576,34.994,23.16,34.108,22.719,23.028,23.278,22.814,22.363,26.335,,27.532,27.319,26.917,25.754,24.511,23.853,23.565,23.476,23.311,22.998,22.83,23.115,23.277,23.809,22.561,9.35651,9.4508,-1.96796,,,,M0717clu,109.3299085,37.8544147
31,7.0122,6.208,8.0,6.3102,4.7546,7.4637,10.3496,16.0,0,0.0,,99.0,7.56,9.67584,17.0,0.0,0.00792352,,1000000000.0,2551.11,9,16252,,,,28.949,27.678,32.928,,24.218,,24.121,25.091,21.446,22.535,24.123,21.592,,,,,35.567,27.944,25.803,25.667,25.585,25.538,24.974,22.886,22.393,22.044,21.576,22.127,8.8686,10.08246,0.81928,,,,M0717clu,109.3401618,37.8572315
32,0.24244,0.2155,0.2856,0.1271,0.0444,0.2437,45.1191,22.0,0,0.15,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.185116,9,16252,,,,26.595,25.916,25.381,38.142,24.633,,24.088,24.061,,25.694,24.153,22.984,,28.278,27.779,26.816,25.751,25.244,24.853,24.669,24.589,24.519,24.423,25.134,25.465,25.756,24.422,25.576,9.53349,7.13335,-6.18833,,,,M0717clu,109.3294998,37.8544162
33,0.0,0.0,0.037,0.0213,,0.0525,728.91,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0104633,9,16252,,,,25.408,25.087,33.587,48.187,24.312,,24.305,24.564,,,,21.796,,25.06,25.264,25.047,24.964,25.342,25.378,25.435,25.459,25.477,25.843,26.206,26.855,26.471,25.486,30.939,8.70672,4.30185,-4.62271,,,,M0717clu,109.3397107,37.857023
34,1.5454,1.3077,1.5746,1.4467,1.2187,1.8886,0.851866,33.0,3,0.25,,99.0,1.9,1.3265,33.0,0.25,0.515175,,1000000000.0,425.283,9,16348,,,,25.05,25.081,24.683,,23.857,35.376,23.638,23.883,23.448,23.413,,21.696,,25.8,25.226,25.079,25.05,24.716,24.158,24.041,24.081,23.629,23.851,23.656,23.719,24.064,24.175,23.993,8.81644,9.21925,0.0271,,,,M0717clu,109.3321749,37.8542956
36,0.12015,0.1191,0.1209,0.1195,0.1124,0.1267,261.741,28.0,3,0.05,,99.0,-99.9,1000000000.0,,,,,1000000000.0,104.071,8,16220,,,,19.262,18.909,18.673,,18.615,,18.667,19.195,20.545,20.918,22.815,22.637,,19.957,19.87,19.263,18.893,18.689,18.709,18.721,18.739,18.742,18.828,19.439,19.912,20.058,19.033,19.493,9.05,7.7,-2.2,,,,M0717clu,109.3332899,37.853874
38,2.5671,1.1343,2.718,1.7214,0.7392,2.5517,4.11449,33.0,1,0.15,,99.0,1.98,3.49963,33.0,0.15,0.173806,,1000000000.0,169.014,10,16380,,,,25.454,25.373,25.438,43.7,25.182,43.24,24.92,25.276,24.431,24.511,,,,26.322,25.648,25.464,25.441,25.481,25.251,25.057,25.061,25.099,25.018,24.913,24.91,25.186,25.464,24.824,8.79915,5.65987,-3.52871,,,,M0717clu,109.3432509,37.8542998
40,0.61092,0.0761,0.7125,0.4134,0.0935,0.6422,2.51831,30.0,1,0.15,,99.0,0.08,1.58938,33.0,0.4,0.451722,,1000000000.0,15.4023,10,16380,,,,25.165,24.58,23.854,43.013,23.67,44.091,23.617,23.943,24.184,24.325,,,,25.398,25.362,25.25,24.549,24.236,24.067,23.996,23.954,23.942,23.892,24.415,24.509,24.98,24.834,23.648,8.84647,8.36587,-0.86673,,,,M0717clu,109.3452826,37.8541328
42,0.4291,0.3732,0.5138,0.364,0.149,0.4632,4.44,1.0,0,0.0,1015000000.0,99.0,0.08,5.43909,3.0,0.0,0.0659048,,1000000000.0,200257000.0,9,16348,,,,25.659,24.6,24.144,,23.891,33.521,23.863,24.051,23.751,23.807,23.603,22.99,,26.008,26.021,25.635,24.563,24.206,24.102,24.035,24.022,24.033,23.98,24.5,24.888,25.241,25.818,27.896,8.99937,8.13927,-1.53293,,,,M0717clu,109.3293695,37.8541044
44,3.1275,3.0614,3.2248,3.1241,2.995,3.2079,2.52065,33.0,1,0.1,,99.0,0.24,7.98221,2.0,0.0,0.0184793,,1000000000.0,713.845,10,16380,,,,25.2,24.588,24.54,24.742,24.735,24.561,24.456,24.139,24.714,24.827,,,,,,25.254,24.562,24.542,24.628,24.699,24.616,24.484,24.239,24.417,24.395,24.407,24.577,25.23,8.7496,7.32077,-1.72494,,,,M0717clu,109.3262034,37.8540386
46,1.4023,1.1401,2.0094,1.54,1.1411,1.9781,1.6945,31.0,3,0.1,,99.0,1.79,2.11793,1.0,0.0,0.346814,,1000000000.0,28.2932,10,16380,,,,26.927,27.087,26.983,26.276,26.158,26.199,26.182,26.731,25.67,25.866,21.383,,,27.43,27.007,26.98,27.06,26.98,26.494,26.337,26.343,26.157,26.313,26.283,26.315,26.655,26.97,26.909,8.73478,8.3557,-0.66628,,,,M0717clu,109.3246411,37.8537717
48,0.0,0.0,0.0297,0.0611,0.0139,0.4237,21.9881,26.0,0,0.0,,99.0,1.2,24.0684,33.0,0.05,5.93773e-06,,1000000000.0,0.0174733,10,16380,,,,26.583,26.521,26.516,26.05,25.743,25.605,25.586,27.151,,,,22.35,,27.642,27.499,26.77,26.405,26.266,26.148,26.145,26.133,26.108,26.209,27.032,27.413,27.482,26.102,29.053,8.86202,5.24053,-4.15399,,,,M0717clu,109.3244237,37.8535933
50,3.2735,3.0454,3.5594,3.242,2.8788,3.4584,0.335632,32.0,1,0.15,,99.0,0.33,4.6946,32.0,0.3,0.0956272,,1000000000.0,468.434,8,16220,,,,26.944,25.868,25.603,,26.056,,25.549,24.977,24.922,24.579,25.005,23.081,,,,26.913,25.873,25.683,25.669,25.661,25.604,25.455,24.987,24.902,24.82,24.803,24.889,25.646,8.74522,9.38276,0.35476,,,,M0717clu,109.3476654,37.853618
52,0.65966,0.6328,0.6839,0.6038,0.5664,0.6616,46.3001,4.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,36.2742,8,16220,,,,26.288,24.172,22.43,,21.621,,21.492,21.828,22.563,22.819,22.97,,,28.788,27.244,25.996,24.064,22.816,22.352,22.152,22.014,21.893,21.764,22.006,22.453,22.725,23.291,24.156,9.51729,9.66446,-3.21343,,,,M0717clu,109.3411913,37.8534848
54,2.3585,1.1346,3.8474,2.3124,0.4937,3.3961,13.2496,33.0,1,0.25,,99.0,2.94,13.3151,1.0,0.0,0.00128427,,1000000000.0,4.8824,9,16376,,,,,30.732,30.764,30.705,30.316,30.181,29.809,26.759,,,,22.588,,37.155,32.093,31.105,30.817,30.662,30.585,30.198,30.032,29.809,29.254,29.509,29.445,29.438,29.835,29.25,8.9081,7.31222,-1.89392,,,,M0717clu,109.3261132,37.8535162
56,4.0468,2.4755,4.3875,3.1902,0.6503,4.0268,1.24417,26.0,1,0.05,,99.0,3.55,0.74023,29.0,0.15,0.690655,,1000000000.0,75.8688,9,16376,,,,,27.662,27.389,27.121,27.047,26.996,27.019,26.105,24.374,25.224,,,,,,28.42,27.612,27.467,27.472,27.35,27.2,26.922,26.131,25.782,25.679,25.638,25.628,26.642,8.88153,8.96039,-0.32181,,,,M0717clu,109.3261548,37.8534035
58,0.96477,0.8105,1.0449,0.8617,0.7415,0.9658,2.28854,27.0,1,0.1,,99.0,0.11,8.02846,32.0,0.5,0.0180569,,1000000000.0,26.9457,10,16380,,,,26.258,26.146,25.094,24.766,24.58,24.46,24.44,24.584,24.76,25.161,23.725,21.515,,26.441,26.367,26.333,26.034,25.112,24.848,24.651,24.601,24.606,24.525,24.543,24.92,25.118,25.694,24.444,8.95321,8.66145,-0.88654,,,,M0717clu,109.3283561,37.8534237
60,0.6224,0.5196,0.6583,0.5924,0.5256,0.6564,1.18122,32.0,3,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,2299.72,10,16380,,,,23.102,22.137,21.275,39.197,20.557,38.716,20.345,20.065,20.037,20.209,19.582,19.55,,23.909,24.057,23.112,22.151,21.28,20.64,20.668,20.483,20.326,20.02,20.087,20.33,20.24,20.755,19.259,9.10023,10.17823,0.09015,,,,M0717clu,109.3431183,37.8530235
61,2.6182,2.5889,2.6332,2.6092,2.5916,2.6274,17.8486,33.0,2,0.25,,99.0,-99.9,1000000000.0,,,,,1000000000.0,84398.0,8,16220,,,,21.019,20.524,20.427,,19.941,,19.536,19.563,18.842,18.357,19.31,18.366,,,22.877,21.015,20.513,20.446,20.244,20.024,19.829,19.698,19.511,19.171,19.103,19.04,19.341,19.235,8.79975,11.59971,2.40335,,,,M0717clu,109.3430019,37.8522033
63,1.2221,1.0634,1.3539,1.2959,1.1552,1.7324,1.37327,31.0,3,0.15,,99.0,2.04,4.26537,33.0,0.2,0.118519,,1000000000.0,100.692,8,16220,,,,25.817,25.704,25.413,,24.781,,24.655,24.585,24.928,24.844,27.658,,,26.083,25.787,25.765,25.732,25.438,24.902,24.848,24.725,24.614,24.639,24.584,24.728,25.119,25.352,25.225,8.78351,8.81597,-0.31179,,,,M0717clu,109.3325215,37.8532341
64,0.16721,0.016,0.4295,0.2648,0.0959,0.5276,3.09186,2.0,0,0.0,570900000.0,99.0,3.31,5.15024,33.0,0.05,0.0761446,,1000000000.0,12286000.0,10,16380,,,,26.808,26.194,,46.973,26.311,48.789,26.409,25.543,27.451,26.938,22.797,22.63,,26.988,27.051,26.872,26.163,26.056,26.029,25.954,25.952,25.959,25.878,26.581,26.903,27.352,27.9,30.047,8.87905,6.73413,-2.63402,,,,M0717clu,109.3383028,37.8565932
65,0.20381,0.0,0.4586,0.2843,0.0646,2.0622,46.3417,33.0,0,0.0,,99.0,0.53,47.1329,33.0,0.0,5.82396e-11,,1000000000.0,0.125864,10,16380,,,,28.319,28.097,28.058,28.457,28.507,28.727,28.663,29.925,,,22.915,,,28.006,28.19,28.302,28.152,28.169,28.486,28.5,28.533,28.569,28.661,29.49,29.35,29.997,29.364,28.365,8.76274,4.88273,-4.28204,,,,M0717clu,109.3253377,37.8532625
66,0.0,0.0,0.2677,0.1147,0.0269,0.3585,75.8933,33.0,0,0.0,,99.0,0.54,77.0031,33.0,0.0,1.90101e-17,,1000000000.0,0.050178,8,16220,,,,27.167,27.251,39.2,,27.129,,26.581,27.476,,,,,,27.03,27.222,27.098,27.149,27.038,27.407,27.453,27.487,27.513,27.761,28.165,28.8,28.864,27.597,28.281,8.79584,5.21459,-4.06952,,,,M0717clu,109.3455713,37.8563268
67,3.3186,3.1397,3.5197,3.387,0.4705,3.6045,1.48863,32.0,1,0.25,,99.0,3.72,4.29289,1.0,0.0,0.116899,,1000000000.0,778.237,8,16220,,,,27.945,26.638,26.074,,26.036,,25.689,24.817,24.858,24.609,,23.264,,,,28.191,26.563,26.151,25.999,25.913,25.859,25.606,24.863,24.706,24.534,24.461,24.459,25.302,8.9211,9.68574,0.2384,,,,M0717clu,109.3355458,37.85318
69,0.09232,0.0712,0.1281,0.1144,0.0552,0.2989,1.51938,27.0,1,0.2,,99.0,0.52,3.2761,29.0,0.1,0.194358,,1000000000.0,2.45157,10,16380,,,,23.912,23.348,22.914,22.768,22.681,22.637,22.585,22.608,23.529,23.706,,,,25.124,24.852,23.957,23.323,22.909,22.743,22.682,22.653,22.616,22.623,23.178,23.657,23.779,22.742,23.342,9.19112,6.78511,-3.75509,,,,M0717clu,109.325544,37.8528517
70,0.83166,0.0,8.0,3.9216,1.1394,6.6639,22.53,33.0,0,0.0,,99.0,1.74,22.528,33.0,0.0,1.28266e-05,,1000000000.0,1.81175e-20,7,16204,,,,81.404,81.03,,,80.702,,80.946,26.358,,26.15,,,,,,83.17,80.635,80.419,80.597,80.736,80.831,80.927,80.79,80.936,81.072,81.138,81.235,82.573,8.981,,,,,,M0717clu,109.3445932,37.856171
71,4.4201,4.2603,4.5205,4.3892,4.2519,4.4974,1.58769,26.0,0,0.1,,99.0,4.0,5.79324,26.0,0.15,0.0552096,,1000000000.0,657.872,8,16220,,,,30.945,27.965,26.493,,25.889,,25.892,24.739,24.175,24.069,23.786,22.823,,,,,27.909,26.489,26.151,26.033,25.942,25.814,24.844,24.162,24.066,23.925,23.812,25.119,9.07564,10.27414,0.28342,,,,M0717clu,109.3452077,37.8529518
72,0.21213,0.0,0.5424,0.3022,0.0802,1.2416,2.86789,1.0,0,0.0,718700000.0,99.0,3.5,4.11902,33.0,0.0,0.127516,,1000000000.0,5462500.0,8,16220,,,,28.565,27.514,27.574,,27.052,,27.11,27.112,,,,,,28.551,28.606,28.4,27.49,27.314,27.311,27.265,27.278,27.308,27.255,27.91,28.251,28.676,29.248,31.381,8.93401,6.38012,-3.21321,,,,M0717clu,109.3360314,37.8561839
73,2.8631,2.4046,3.0507,2.5348,2.2193,2.7718,6.18946,32.0,3,0.3,,99.0,2.53,6.18946,32.0,0.3,0.0452872,,1000000000.0,901.408,10,16380,,,,26.508,26.094,25.992,41.585,25.18,42.51,24.982,24.38,23.284,22.863,21.334,21.675,,,28.418,26.606,26.061,26.014,25.551,25.17,24.9,24.725,24.341,23.946,23.846,23.752,24.045,23.759,8.96407,9.7313,0.14293,,,,M0717clu,109.3419075,37.8528966
75,5.7456,3.9897,6.3288,5.4735,3.465,6.5175,4.31308,18.0,0,0.05,,99.0,4.66,4.38317,29.0,0.5,0.11174,,1000000000.0,44.9252,9,16376,,,,,33.833,31.272,29.719,29.837,29.856,29.86,26.798,26.421,27.04,22.692,,,,,,34.781,31.146,30.131,29.946,29.88,29.791,28.88,27.069,26.717,26.33,25.99,26.59,9.13593,7.96746,-2.69166,,,,M0717clu,109.3283891,37.852861
76,0.0,0.0,0.0363,0.0604,0.0152,0.2109,36.0958,1.0,0,0.0,508800000.0,99.0,0.53,39.4104,33.0,0.0,2.76778e-09,,1000000000.0,750494.0,10,16380,,,,25.75,25.691,39.202,57.45,25.662,57.839,25.385,25.732,,,,,,26.538,26.476,25.823,25.599,25.669,25.641,25.689,25.71,25.711,25.857,26.659,27.081,27.558,28.097,30.343,8.74178,5.09444,-3.94473,,,,M0717clu,109.3469121,37.8561246
77,2.5228,2.3293,2.7741,2.6043,2.3846,2.7546,1.46361,32.0,1,0.15,,99.0,2.02,4.1313,33.0,0.2,0.126736,,1000000000.0,606.25,8,16220,,,,25.374,25.07,24.993,,24.641,,24.319,24.29,24.442,24.057,23.178,22.497,,,27.018,25.384,25.045,24.991,24.984,24.8,24.594,24.453,24.36,24.148,24.134,24.104,24.436,24.347,8.71786,9.50953,0.53433,,,,M0717clu,109.3376699,37.8525686
78,1.2008,1.1361,1.5644,0.7194,0.0701,2.0106,11.106,32.0,1,0.05,,99.0,0.0,8.49813,2.0,0.0,0.0142776,,1000000000.0,3.01796,10,16380,,,,27.255,27.353,27.396,27.477,27.213,26.959,26.892,27.619,,26.892,24.477,,,27.178,27.238,27.342,27.339,27.046,27.04,27.04,27.116,27.096,27.131,27.424,27.864,27.774,28.411,26.867,8.81413,5.55716,-3.75941,,,,M0717clu,109.3253389,37.8524808
79,1.9776,0.9697,2.8971,1.7771,0.8266,2.6444,6.47537,33.0,2,0.25,,99.0,2.57,6.76072,26.0,0.0,0.0340352,,1000000000.0,172.528,7,16204,,,,26.471,26.438,,,25.846,,25.542,25.45,23.152,23.643,22.426,,,28.017,26.953,26.529,26.435,26.239,25.892,25.599,25.557,25.55,25.339,25.088,25.031,25.244,25.542,24.748,8.79575,8.80792,-0.34047,,,,M0717clu,109.3440905,37.8559499
80,0.0,0.0,0.0905,0.0797,0.0196,0.2346,17.5776,25.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0396438,9,16376,,,,,26.157,25.912,25.965,25.758,25.668,25.543,25.514,,29.8,,,,27.502,27.315,26.575,26.085,25.873,25.732,25.711,25.693,25.664,25.74,26.549,26.917,27.073,25.671,27.755,9.02386,5.93415,-4.07184,,,,M0717clu,109.32417,37.8521744
82,0.74861,0.7256,0.785,0.7438,0.7032,0.7745,57.271,1.0,0,0.0,2200000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,7756140000.0,10,16380,,,,26.89,24.834,23.183,41.789,22.221,41.231,22.112,22.382,20.973,21.239,20.628,20.925,,27.962,27.254,26.488,24.691,23.276,22.746,22.537,22.418,22.315,22.172,22.19,22.586,22.921,23.469,25.437,9.3435,9.60673,-1.74269,,,,M0717clu,109.3476298,37.8521339
