main_id,ra,dec,otype,rvz_redshift,rvz_qual,rvz_bibcode
MACSg J071736.63+374500.2,109.402611,37.75005,G,0.5322,C,2014ApJS..211...21E
[TSB2015] GLASS MACS0717-01667,109.39002313,37.74399967,G,0.34,D,2015ApJ...812..114T
[MAT2017] MACS0717CLS 2466,109.385581,37.7424225,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2452,109.3865699,37.7437202,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2526,109.3925249,37.7491977,G,0.54,D,2017ApJ...835..254M
[BIO2017] M0717U-7383844389,109.40995416666668,37.744141666666664,LeG,2.14,E,2017ApJ...843...41B
[MAT2017] MACS0717CLS 2762,109.3877233,37.7469731,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2487,109.3887153,37.749419,G,0.55,D,2017ApJ...835..254M
[TSB2015] GLASS MACS0717-01651,109.41245912,37.74427147,G,0.6245,D,2015ApJ...812..114T
[MAT2017] MACS0717CLS 2359,109.3916206,37.7502629,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2981,109.3941719,37.7460033,G,0.55,D,2017ApJ...835..254M
[TSB2015] GLASS MACS0717-01305,109.39810217,37.74494488,G,0.5285,C,2015ApJ...812..114T
[MAT2017] MACS0717CLS 2495,109.4067865,37.7496432,G,0.55,D,2017ApJ...835..254M
[BIO2017] M0717Y-7336744331,109.390325,37.74254166666667,LeG,7.41,E,2017ApJ...843...41B
[MAT2017] MACS0717CLS 3157,109.4132393,37.74321,G,0.54,D,2017ApJ...835..254M
CLASH MACSJ0717.5+3745 1730,109.40775,37.74274166666667,EmG,6.374,D,2020ApJ...896..156F
[MAT2017] MACS0717CLS 2732,109.3945371,37.7471044,G,0.54,D,2017ApJ...835..254M
[IKO2018] HFF3C-3411-4573,109.392135,37.749271,G?,5.6,E,2018ApJ...854...73I
[MAT2017] MACS0717CLS 2591,109.3987109,37.7471823,G,0.54,D,2017ApJ...835..254M
MACSg J071735.28+374443.1,109.397011,37.7453,G,0.5508,C,2014ApJS..211...21E
[MAT2017] MACS0717CLS 3173,109.3939259,37.7429494,G,0.55,D,2017ApJ...835..254M
MACSg J071734.56+374440.9,109.393997,37.74469,G,0.5418,C,2014ApJS..211...21E
[IKO2018] HFF3C-3981-4481,109.4159,37.7467276,G?,6.89,E,2016ApJ...820...98L
[MAT2017] MACS0717CLS 2727,109.4147943,37.7460455,G,0.54,D,2017ApJ...835..254M
[BIO2017] M0717U-7380944465,109.4087125,37.74625833333334,LeG,1.79,E,2017ApJ...843...41B
[MAT2017] MACS0717CLS 2850,109.4178992,37.7455212,G,0.54,D,2017ApJ...835..254M
MACSg J071736.88+374443.4,109.403664,37.745392,G,0.5381,C,2014ApJS..211...21E
[MAT2017] MACS0717CLS 2574,109.3941364,37.7481074,G,0.55,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2675,109.4097171,37.7481978,G,0.55,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2326,109.3927749,37.7512322,G,0.58,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2524,109.3914549,37.7488112,G,0.56,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2711,109.3888077,37.7477754,G,0.56,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3171,109.3929601,37.7426975,G,0.56,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3241,109.3981821,37.7426836,G,0.58,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2310,109.3897774,37.7509906,G,0.61,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2587,109.396203,37.744897,G,0.59,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2590,109.399102,37.7439202,G,0.7,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2622,109.4116053,37.7484686,G,0.4,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2676,109.3956377,37.7458888,G,0.62,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2708,109.3925467,37.747758,G,0.62,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2737,109.4191501,37.7474411,G,0.38,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2741,109.4088581,37.7479266,G,0.59,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2926,109.4071529,37.745741,G,0.63,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3013,109.4065166,37.7440871,G,0.66,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3014,109.4063694,37.7440109,G,0.69,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3106,109.4219368,37.7433237,G,0.37,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2820,109.3895468,37.7465162,G,0.57,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2834,109.4074986,37.7458546,G,0.57,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3017,109.4112726,37.7444539,G,0.53,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2099,109.3917908,37.7540045,G,0.68,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2154,109.3961696,37.7533291,G,0.67,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2579,109.3952071,37.7482501,G,0.59,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3050,109.416685,37.7443314,G,0.62,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3115,109.4048455,37.7436676,G,0.6,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 1720,109.4025895,37.752558,G,0.55,D,2017ApJ...835..254M
[BIO2017] M0717V-7398144380,109.41590416666666,37.74389166666667,LeG,5.49,E,2017ApJ...843...41B
[MAT2017] MACS0717CLS 2177,109.38804,37.7515225,G,0.61,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 1746,109.4035683,37.7493318,G,0.54,D,2017ApJ...835..254M
MACSg J071736.82+374453.9,109.403419,37.748299,G,0.5536,C,2014ApJS..211...21E
MACSg J071735.82+374442.9,109.399239,37.745258,G,0.533,C,2014ApJS..211...21E
[TSB2015] GLASS MACS0717-01471,109.37337688,37.74557505,G,1.3895,D,2015ApJ...812..114T
[MAT2017] MACS0717CLS 1843,109.3890979,37.7532769,G,0.56,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2136,109.3589454,37.7534883,G,0.56,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2237,109.3910011,37.7525436,G,0.56,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2380,109.3955543,37.7505862,G,0.56,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2546,109.3811951,37.7491354,G,0.57,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2593,109.3943611,37.7455582,G,0.56,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2688,109.4023963,37.7476457,G,0.58,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2943,109.380806,37.7434193,G,0.57,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3007,109.3758424,37.7447026,G,0.56,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3039,109.3889909,37.7444486,G,0.59,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3091,109.397556,37.7440155,G,0.58,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3094,109.4081054,37.7439573,G,0.57,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3421,109.3919374,37.7430546,G,0.59,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2257,109.3673572,37.7519643,G,0.58,D,2017ApJ...835..254M
[TSB2015] GLASS MACS0717-01456,109.41417013,37.74706126,G,0.576,D,2015ApJ...812..114T
[MAT2017] MACS0717CLS 2563,109.3751483,37.7481966,G,0.58,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2565,109.409861,37.7489683,G,0.52,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2577,109.3994683,37.7477053,G,0.57,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3558,109.3916819,37.7430263,G,0.58,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2769,109.3715982,37.7473962,G,0.59,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2896,109.3801286,37.7456703,G,0.6,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3065,109.3893245,37.7428898,G,0.26,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2202,109.3788131,37.7497605,G,0.35,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2449,109.3847345,37.7442774,G,0.35,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2768,109.4059765,37.7472295,G,0.67,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2775,109.3901999,37.7469035,G,0.68,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3024,109.3877301,37.7446356,G,0.61,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3081,109.4027278,37.7427691,G,0.61,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3232,109.38274,37.7431396,G,0.67,D,2017ApJ...835..254M
MACSg J071720.95+374202.6,109.33728,37.700722,G,0.2404,C,2014ApJS..211...21E
MACSg J071728.41+374326.2,109.36845822255002,37.7239724753,G,0.2267,C,2014ApJS..211...21E
[MAT2017] MACS0717CLS 4332,109.404681,37.7301557,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3675,109.3918341,37.7382786,G,0.65,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3716,109.3827083,37.7366829,G,0.61,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3822,109.3995478,37.7351367,G,0.63,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4178,109.3872938,37.7317514,G,0.6,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4241,109.3941527,37.7313489,G,0.69,D,2017ApJ...835..254M
MACSg J071731.92+374449.8,109.383003,37.747169,G,0.5438,C,2014ApJS..211...21E
[TSB2015] GLASS MACS0717-90817,109.41400945,37.74232243,G,1.474,C,2015ApJ...812..114T
[TSB2015] GLASS MACS0717-02271,109.38457805,37.73524935,G,0.9235,C,2015ApJ...812..114T
[MAT2017] MACS0717CLS 3855,109.3764114,37.7363296,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2302,109.3752528,37.7504012,G,0.54,D,2017ApJ...835..254M
