main_id,ra,dec,otype,rvz_redshift,rvz_qual,rvz_bibcode
[TSB2015] GLASS MACS0717-01208,109.38660387,37.74479682,G,0.5585,C,2015ApJ...812..114T
[BIO2017] M0717U-7359044316,109.39961666666666,37.74211666666667,LeG,1.52,E,2017ApJ...843...41B
MACSg J071731.92+374512.6,109.383003,37.753502,G,0.5448,C,2014ApJS..211...21E
CLASH MACSJ0717.5+3745 1944,109.3782878,37.7391635,LeG,5.6,E,2014ApJ...792...76B
[MAT2017] MACS0717CLS 2662,109.3970253,37.7506731,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3400,109.3677646,37.7407027,G,0.55,D,2017ApJ...835..254M
[BIO2017] M0717V-7351145035,109.39632083333332,37.750991666666664,LeG,5.36,E,2017ApJ...843...41B
[BIO2017] M0717U-7361944151,109.40079583333332,37.737544444444445,LeG,2.14,E,2017ApJ...843...41B
[MAT2017] MACS0717CLS 3950,109.4054923,37.7348154,G,0.55,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3564,109.3898326,37.7392103,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2228,109.381045,37.7526896,G,0.55,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2986,109.3621182,37.7447405,G,0.54,D,2017ApJ...835..254M
[BIO2017] M0717I-7315543396,109.38149583333332,37.727672222222225,LeG,5.96,E,2017ApJ...843...41B
[MAT2017] MACS0717CLS 3202,109.4016152,37.7395145,G,0.6,D,2017ApJ...835..254M
[MAC2016] M0717cl    206,109.38880000000002,37.73180000000001,G,1.327,E,2021MNRAS.501.1028Y
[MAC2016] M0717cl    359,109.40510000000002,37.732,G,1.537,E,2021MNRAS.501.1028Y
[MAC2016] M0717cl    846,109.37120000000002,37.7379,G,1.033,E,2021MNRAS.501.1028Y
[MAC2016] M0717cl   1533,109.36490000000002,37.7454,G,1.544,E,2021MNRAS.501.1028Y
[MAC2016] M0717cl   1537,109.4011,37.7448,G,1.514,E,2021MNRAS.501.1028Y
[MAT2017] MACS0717CLS 2873,109.3822043,37.7462113,G,0.6,D,2017ApJ...835..254M
[BIO2017] M0717U-7357944086,109.39912916666664,37.73573611111111,LeG,1.52,E,2017ApJ...843...41B
[TSB2015] GLASS MACS0717-01889,109.41105433,37.74090199,G,1.35,D,2015ApJ...812..114T
[TSB2015] GLASS MACS0717-01886,109.41809504,37.74162719,G,1.79,C,2015ApJ...812..114T
[TSB2015] GLASS MACS0717-02269,109.37816811,37.73547079,G,0.458,D,2015ApJ...812..114T
[TSB2015] GLASS MACS0717-02571,109.38848965,37.72600321,G,1.61,D,2015ApJ...812..114T
[BIO2017] M0717V-7342044174,109.3925375,37.738175,LeG,5.06,E,2017ApJ...843...41B
[MAT2017] MACS0717CLS 2534,109.3688027,37.7487854,G,0.54,D,2017ApJ...835..254M
[LIT2016] 29413,109.3814076,37.7503301,G,6.44,E,2016ApJ...820...98L
CLASH MACSJ0717.0+3745 6779,109.395096,37.73159,G,0.5366,C,2014ApJS..211...21E
[MAT2017] MACS0717CLS 3000,109.4186606,37.7445162,G,0.55,D,2017ApJ...835..254M
[TSB2015] GLASS MACS0717-01589,109.38470125,37.74377506,G,0.385,C,2015ApJ...812..114T
[BIO2017] M0717V-7378743539,109.4078,37.731658333333336,LeG,4.94,E,2017ApJ...843...41B
[BIO2017] M0717I-7374244282,109.40594583333332,37.74117777777778,LeG,5.62,E,2017ApJ...843...41B
[BIO2017] M0717I-7309344563,109.3789,37.74899166666667,LeG,5.76,E,2017ApJ...843...41B
[TSB2015] GLASS MACS0717-01477,109.37393416,37.74615221,G,0.45,C,2015ApJ...812..114T
[MAT2017] MACS0717CLS 2932,109.3806366,37.7426179,G,0.55,D,2017ApJ...835..254M
[RJL2014] MACS J0717 4.2,109.37635,37.744639,LeG,1.855,C,2015ApJ...812..114T
[TSB2015] GLASS MACS0717-90378,109.39297587,37.73864749,LeI,1.74,D,2015ApJ...812..114T
[TSB2015] GLASS MACS0717-02563,109.3897617,37.72648475,G,1.457,C,2015ApJ...812..114T
MACSg J071731.55+374205.3,109.381477,37.701469,G,0.5485,C,2014ApJS..211...21E
MACSg J071734.25+374313.3,109.392708,37.72036,G,0.4676,C,2014ApJS..211...21E
MACSg J071736.42+374216.8,109.401749,37.70467,G,0.4881,C,2014ApJS..211...21E
MACSg J071736.82+374256.9,109.403404,37.715801,G,0.5327,C,2014ApJS..211...21E
MACSg J071737.31+374227.6,109.405457,37.707668,G,0.529,C,2014ApJS..211...21E
MACSg J071738.40+374340.4,109.410004,37.72789,G,0.5512,C,2014ApJS..211...21E
CLASH MACSJ0717.0+3745 7693,109.370972,37.722271,rG,0.2288,C,2014ApJS..211...21E
[HDM2017] 0717-3,109.38833333333334,37.73375,Rad,1.54,D,2017ApJ...840...29H
[MAC2016] M0717cl   1219,109.41330000000002,37.7431,G,1.554,E,2021MNRAS.501.1028Y
[MAC2016] M0717cl   1339,109.41067802,37.74412085,G,1.129,D,2015ApJ...812..114T
[MAC2016] M0717cl    136,109.381462,37.726364,LeG,5.58,E,2022MNRAS.514.1148Y
[MAC2016] M0717cl    356,109.378174,37.731903,LeG,6.16,E,2022MNRAS.514.1148Y
[MAC2016] M0717cl   1095,109.377609,37.741798,LeG,5.73,E,2022MNRAS.514.1148Y
[BIO2017] M0717I-7312944580,109.38039999999998,37.74945833333333,LeG,5.51,E,2018ApJ...862..156L
[MAC2016] M0717cl   2169,109.384567,37.753006000000006,LeG,5.86,E,2022MNRAS.514.1148Y
[MAC2016] M0717cl  20950,109.370537,37.73894099999999,LeG,5.59,E,2022MNRAS.514.1148Y
[LBL2018] MACS0717 cluster  3,109.3951352,37.726594,G?,4.86,E,2018ApJ...862..156L
[LBL2018] MACS0717 cluster 10,109.3823586,37.7365029,G?,5.227,E,2018ApJ...862..156L
[LBL2018] MACS0717 cluster 11,109.3727719,37.7371682,G?,5.298,E,2018ApJ...862..156L
[LBL2018] MACS0717 cluster 16,109.3900723,37.7215453,G?,5.463,E,2018ApJ...862..156L
[LBL2018] MACS0717 cluster 19,109.4133014,37.7374852,G?,5.586,E,2018ApJ...862..156L
[LBL2018] MACS0717 cluster 24,109.386218,37.7519303,G?,5.75,E,2018ApJ...862..156L
[MAT2017] MACS0717CLS 3966,109.3950867,37.7360177,G,0.55,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2226,109.4006104,37.7526444,G,0.55,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2447,109.3828076,37.7492558,G,0.55,D,2017ApJ...835..254M
[TSB2015] GLASS MACS0717-02227,109.3827691,37.73314939,G,0.5315,D,2015ApJ...812..114T
[LRJ2016] MACS J0717 80.1,109.39094,37.733628,LeI,2.37,E,2016A&A...588A..99L
[BIO2017] M0717I-7296044273,109.37334166666668,37.74093611111111,LeG,6.1,E,2017ApJ...843...41B
[MAT2017] MACS0717CLS 3518,109.3931777,37.7379366,G,0.54,D,2017ApJ...835..254M
[LRJ2016] MACS J0717 70.3,109.37511,37.735945,LeI,2.14,E,2016A&A...588A..99L
[MAT2017] MACS0717CLS 2517,109.3989692,37.7512723,G,0.55,D,2017ApJ...835..254M
[IKO2018] HFF3C-2777-4506,109.365722,37.747409,G?,6.15,E,2018ApJ...854...73I
[MAT2017] MACS0717CLS 4340,109.3890212,37.7298357,G,0.55,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2459,109.3892937,37.7403744,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3958,109.388204,37.7364207,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3287,109.39432,37.7402734,G,0.54,D,2017ApJ...835..254M
MACSg J071746.17+374405.8,109.442375,37.73494,G,0.3802,C,2014ApJS..211...21E
[MAT2017] MACS0717CLS 3511,109.3919857,37.7391677,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3407,109.3908307,37.7411914,G,0.64,D,2017ApJ...835..254M
[LRJ2016] MACS J0717 39.1,109.40227,37.731234,LeI,1.82,E,2016A&A...588A..99L
[MAT2017] MACS0717CLS 3833,109.4037157,37.7360701,G,0.55,D,2017ApJ...835..254M
[BIO2017] M0717U-7346144177,109.39424166666666,37.73825,LeG,2.17,E,2017ApJ...843...41B
[BIO2017] M0717I-7339843586,109.39161666666664,37.73294722222222,LeG,6.1,E,2017ApJ...843...41B
[BIO2017] M0717U-7380044228,109.40837083333332,37.73968333333333,LeG,2.65,E,2017ApJ...843...41B
[MAT2017] MACS0717CLS 2435,109.3899459,37.7411372,G,0.55,D,2017ApJ...835..254M
[ZFM2015] M0717 1.3,109.39093,37.7383,LeI,2.963,D,2014MNRAS.444..268R
[RJL2014] MACS J0717 3.2,109.3944,37.739189,LeG,1.857,C,2015ApJ...812..114T
[MAT2017] MACS0717CLS 3345,109.397595,37.7414864,G,0.55,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4188,109.398108,37.7326357,G,0.55,D,2017ApJ...835..254M
[TSB2015] GLASS MACS0717-02046,109.39518645,37.73908255,G,0.5485,C,2015ApJ...812..114T
MACSg J071737.40+374421.1,109.40583,37.739189,G,0.5424,C,2014ApJS..211...21E
CLASH MACSJ0717.5+3745 1991,109.3923348,37.7380827,EmG,5.47,D,2020ApJ...896..156F
[SGM2010] J071741.444+374410.54,109.42268333333335,37.73626111111112,G,0.5375,C,2014ApJS..211...21E
MACSg J071739.61+374421.9,109.415039,37.739422,G,0.5385,C,2014ApJS..211...21E
[MAT2017] MACS0717CLS 3762,109.3874268,37.7348654,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3752,109.3865911,37.7369951,G,0.55,D,2017ApJ...835..254M
[ZFM2015] M0717 1.4,109.38431,37.736981,LeI,2.963,D,2014MNRAS.444..268R
[MAT2017] MACS0717CLS 4402,109.3943567,37.7293089,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4387,109.3825974,37.7300331,G,0.55,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3560,109.3885258,37.7376852,G,0.54,D,2017ApJ...835..254M
MACSg J071732.33+374359.3,109.384705,37.733139,rG,0.5325,C,2014ApJS..211...21E
[MAT2017] MACS0717CLS 3751,109.3864038,37.7363037,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4257,109.4022638,37.7314333,G,0.55,D,2017ApJ...835..254M
[BIO2017] M0717I-7354743496,109.39781666666669,37.730469444444445,LeG,6.24,E,2017ApJ...843...41B
[BIO2017] M0717U-7369043577,109.40375833333331,37.732711111111115,LeG,2.14,E,2017ApJ...843...41B
[MAT2017] MACS0717CLS 3912,109.4137634,37.7356167,G,0.55,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3873,109.3976341,37.7356826,G,0.55,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4962,109.3884366,37.7231727,G,0.54,D,2017ApJ...835..254M
[TSB2015] GLASS MACS0717-02335,109.38454594,37.73326041,G,0.729,D,2015ApJ...812..114T
[MAT2017] MACS0717CLS 4809,109.3918635,37.7252374,G,0.55,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3211,109.4007629,37.7405525,G,0.54,D,2017ApJ...835..254M
MACSg J071735.80+374346.3,109.39917,37.72953,G,0.5499,C,2014ApJS..211...21E
[LRJ2016] MACS J0717 49.1,109.4028,37.73326,LeI,3.4,E,2016A&A...588A..99L
[MAT2017] MACS0717CLS 3292,109.3944279,37.740918,G,0.55,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3882,109.382685,37.7342752,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3213,109.4088142,37.7410059,G,0.55,D,2017ApJ...835..254M
CLASH MACSJ0717.0+3745 6341,109.401855,37.734001,G,0.5426,C,2014ApJS..211...21E
MACSg J071737.89+374410.4,109.407883,37.736229,G,0.5508,C,2014ApJS..211...21E
[MAT2017] MACS0717CLS 4012,109.3884093,37.7346312,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 2463,109.3857143,37.7404665,G,0.54,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3774,109.3983247,37.7370391,G,0.58,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4112,109.405675,37.732789,G,0.55,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3189,109.4011944,37.7384416,G,0.7,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3206,109.4047726,37.7373976,G,0.22,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3212,109.4110451,37.7409067,G,0.37,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3299,109.3934406,37.7399122,G,0.31,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3435,109.3922132,37.7402093,G,0.6,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3475,109.4109276,37.7398897,G,0.24,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3626,109.4210828,37.7387797,G,0.6,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3638,109.4168676,37.7379844,G,0.46,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3718,109.3843407,37.7369509,G,0.31,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3723,109.4097391,37.7372802,G,0.34,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3829,109.4036396,37.7338692,G,0.66,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3844,109.4028842,37.7332542,G,0.48,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3869,109.4108413,37.7361807,G,0.64,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3888,109.4124556,37.7360097,G,0.49,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3908,109.4044176,37.735833,G,0.48,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4033,109.4103987,37.7340218,G,0.64,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4059,109.385934,37.7311517,G,0.63,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4133,109.4084165,37.7332038,G,0.65,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4156,109.3936552,37.7317146,G,0.65,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4173,109.388265,37.7323958,G,0.67,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4182,109.3880799,37.7317542,G,0.64,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4329,109.3833809,37.7307651,G,0.65,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4363,109.3855495,37.7304527,G,0.64,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4462,109.4027768,37.7292008,G,0.61,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4464,109.3879696,37.7293238,G,0.59,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4936,109.39363,37.7236419,G,0.59,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3215,109.3987893,37.7397699,G,0.53,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3361,109.4152604,37.7415624,G,0.51,D,2017ApJ...835..254M
[TSB2015] GLASS MACS0717-02230,109.39728982,37.73598003,G,0.553,C,2015ApJ...812..114T
[MAT2017] MACS0717CLS 4368,109.3968994,37.7299612,G,0.58,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4553,109.400174,37.7279753,G,0.56,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4639,109.3858521,37.7273096,G,0.56,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3412,109.4207434,37.7412936,G,0.6,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3819,109.3964947,37.736492,G,0.63,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3841,109.4008093,37.7329717,G,0.61,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4189,109.3830877,37.7325879,G,0.59,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 4355,109.3919284,37.7305883,G,0.6,D,2017ApJ...835..254M
[RJL2014] MACS J0717 3.1,109.39852,37.741511,LeG,1.855,C,2015ApJ...812..114T
[BIO2017] M0717U-7392044209,109.41335,37.739149999999995,LeG,2.43,E,2017ApJ...843...41B
CLASH MACSJ0717.5+3745 1825,109.4087679,37.7408053,LeG,5.6,E,2014ApJ...792...76B
[BIO2017] M0717U-7351144298,109.39631666666666,37.74161111111111,LeG,2.43,E,2017ApJ...843...41B
[LRJ2016] MACS J0717 80.2,109.40025,37.738496,LeI,2.5,E,2016A&A...588A..99L
VLAHFF-J071732.39+374319.7,109.385,37.72213888888889,rG,0.78,D,2017ApJ...840...29H
VLAHFF-J071731.77+374317.2,109.38237,37.72144000000001,rG,0.32,E,2021ApJ...910..106J
VLAHFF-J071740.24+374306.5,109.41767,37.71847,rG,1.93,E,2021ApJ...910..106J
[MAT2017] MACS0717CLS 3346,109.3974065,37.7413016,G,0.55,D,2017ApJ...835..254M
MACSg J071742.24+374336.3,109.426003,37.726749,rG,0.5382,C,2014ApJS..211...21E
[MAT2017] MACS0717CLS 3471,109.4101148,37.7390314,G,0.55,D,2017ApJ...835..254M
[MAT2017] MACS0717CLS 3392,109.3821324,37.7412893,G,0.55,D,2017ApJ...835..254M
