main_id,ra,dec,otype,rvz_redshift,rvz_qual,rvz_bibcode
CLASHVLT J041608.4-240807,64.034816,-24.135383,G,0.3984,D,2016ApJS..224...33B
CLASHVLT J041609.8-240800,64.040619,-24.133347,G,0.343,C,2014ApJS..211...21E
CLASHVLT J041618.8-240641,64.078527,-24.111621,G,0.4024,D,2016ApJS..224...33B
CLASHVLT J041620.7-240620,64.086323,-24.105823,G,0.3991,D,2016ApJS..224...33B
CLASHVLT J041622.3-240558,64.092821,-24.099674,G,0.4004,D,2017A&A...600A..90C
CLASHVLT J041618.4-240523,64.076475,-24.089887,G,0.3904,D,2017A&A...600A..90C
CLASHVLT J041619.5-240519,64.081221,-24.088629,G,0.3962,D,2016ApJS..224...33B
CLASHVLT J041618.2-240527,64.076024,-24.090903,G,0.3912,D,2016ApJS..224...33B
CLASHVLT J041620.7-240511,64.086382,-24.086521,G,0.3991,D,2017A&A...600A..90C
MACSg J041622.92-240514.3,64.095512,-24.087299,G,0.3972,C,2014ApJS..211...21E
CLASHVLT J041617.5-240628,64.07276,-24.107973,G,0.3576,D,2016ApJS..224...33B
CLASHVLT J041620.0-240625,64.083434,-24.107026,G,0.2063,D,2016ApJS..224...33B
CLASHVLT J041620.7-240601,64.086211,-24.100455,G,0.5492,D,2016ApJS..224...33B
CLASHVLT J041621.3-240535,64.08864,-24.093254,G,0.7358,D,2017A&A...600A..90C
CLASHVLT J041621.4-240624,64.089252,-24.106678,G,3.2703,D,2017A&A...600A..90C
CLASHVLT J041622.1-240510,64.091998,-24.086228,G,0.5773,D,2016ApJS..224...33B
CLASHVLT J041618.5-240546,64.076899,-24.096274,G,2.1168,D,2016ApJS..224...33B
CLASHVLT J041618.7-240605,64.077741,-24.101644,G,0.3571,D,2016ApJS..224...33B
CLASHVLT J041619.0-240517,64.079354,-24.0882,G,0.5927,D,2016ApJS..224...33B
CLASHVLT J041619.0-240522,64.079358,-24.089486,G,0.2811,D,2016ApJS..224...33B
CLASHVLT J041619.3-240553,64.080405,-24.098223,G,0.6343,D,2016ApJS..224...33B
CLASHVLT J041619.5-240510,64.081343,-24.086122,G,0.2069,D,2016ApJS..224...33B
CLASHVLT J041619.7-240455,64.082172,-24.082117,G,0.4627,D,2017A&A...600A..90C
CLASHVLT J041619.9-240452,64.082801,-24.081243,G,1.2642,D,2017A&A...600A..90C
CLASHVLT J041620.0-240611,64.083148,-24.103285,G,0.6375,D,2016ApJS..224...33B
CLASHVLT J041621.0-240455,64.087341,-24.08208,G,0.5023,D,2016ApJS..224...33B
CLASHVLT J041621.4-240621,64.089292,-24.106106,G,0.4996,D,2016ApJS..224...33B
CLASHVLT J041622.1-240621,64.092198,-24.106108,G,0.5945,D,2016ApJS..224...33B
CLASHVLT J041622.6-240504,64.094286,-24.084709,G,0.4676,D,2016ApJS..224...33B
CLASHVLT J041622.6-240526,64.094113,-24.090674,G,0.4853,D,2016ApJS..224...33B
CLASHVLT J041623.3-240551,64.097192,-24.097534,G,0.1676,D,2016ApJS..224...33B
CLASHVLT J041623.6-240541,64.098508,-24.094967,G,0.7325,D,2017A&A...600A..90C
CANUCS-3106023,64.086469,-24.101399,G,12.56,E,2024ApJ...966...74W
CLASHVLT J041623.0-240513,64.096029,-24.087136,G,0.3969,D,2016ApJS..224...33B
CLASHVLT J041619.2-240701,64.080194,-24.116985,G,0.3445,D,2016ApJS..224...33B
CLASHVLT J041605.9-240721,64.024543,-24.122519,G,0.3932,D,2016ApJS..224...33B
CLASHVLT J041553.4-240524,63.972389,-24.090251,G,0.3932,D,2017A&A...600A..90C
CLASHVLT J041556.6-240213,63.98589,-24.037145,G,0.3972,D,2017A&A...600A..90C
CLASHVLT J041554.0-240417,63.974807,-24.071493,G,0.4006,D,2016ApJS..224...33B
CLASHVLT J041554.8-240311,63.978525,-24.053144,G,0.5006,D,2016ApJS..224...33B
CLASHVLT J041556.4-240217,63.985142,-24.038131,G,0.3832,D,2016ApJS..224...33B
CLASHVLT J041555.2-240423,63.980177,-24.073262,G,0.5076,D,2016ApJS..224...33B
[MAC2016] M0416cl  20686,64.02298,-24.084068,LeG,4.5485,E,2016A&A...590A..30M
CLASHVLT J041604.1-240522,64.016968,-24.089649,G,0.396,C,2014ApJS..211...21E
