candidate_family_id,image_number,catalog_index,id,ra,dec,catalog_z,simbad_zspec,simbad_main_id,simbad_system_hint,simbad_match_sep_arcsec,delta_z_from_family_median,color_rms_from_family_median,centroid_radius_arcsec,family_reliability
900001,1,354,1170,64.0441099,-24.0744464,0.8473,0.7097,CLASHVLT J041610.6-240427,,0.04247479654655395,0.00045000000000006146,0.03812643439924564,18.61933659323859,0.9545776020989221
900001,2,513,1698,64.0379314,-24.083117,0.9239,0.7106,CLASHVLT J041609.10-240459.2,240459,0.03468241898340991,0.00044999999999995044,0.03812643439924564,18.619149369281757,0.954577821080123
900002,1,15,71,64.0299382,-24.0559559,0.5906,0.65,[MAC2016] M0416cl   2433,,0.0007495746059749842,0.0,0.08923447577403426,59.54617923752542,0.8215226436248266
900002,2,624,1976,64.0230624,-24.0884359,0.9063,0.65,[MAC2016] M0416cl    116,,0.09568331698581097,0.0,0.08923447577403426,59.54590770094766,0.8215235099235588
900003,1,19,78,64.0400537,-24.0561678,1.0892,1.095,[MAC2016] M0416cl   2400,,0.013715501688196659,0.0014499999999999513,0.007536024593024095,54.97091924680358,0.8525198368771866
900003,2,437,1431,64.0185213,-24.0795363,1.1244,1.0921,[MAC2016] M0416cl    909,,0.035696523072830735,0.0014499999999999513,0.007536024593024095,54.96884409095895,0.8525261941452463
900004,1,20,80,64.0330514,-24.0563407,1.3342,1.37,[MAC2016] M0416cl   2386,,0.13445559745973934,0.0,0.20473478779468127,65.79778872820623,0.6222233008911295
900004,2,530,1748,64.0376128,-24.0836765,1.7461,1.37,[MAC2016] M0416cl    619,,0.0019162659687685826,0.0,0.04616817085395472,33.7471476626395,0.9288273744048565
900004,3,862,2681,64.0374057,-24.0832287,1.7964,1.3665,[MAC2016] M0416cl    658,,0.030183931287707747,0.0035000000000000586,0.12013256566532436,32.0519187448956,0.6758175627639343
900005,1,406,1313,64.0260253,-24.0771704,2.3718,2.2982,CLASHVLT J041606.2-240437,,0.05857988462072882,0.0,0.029871948937644742,18.179902436118816,0.9628484884085419
900005,2,452,1463,64.028457,-24.0797498,2.184,2.2982,CLASHVLT J041606.8-240447,,0.05114177268720834,0.0,0.055897227122640496,6.633685480999942,0.9556569641400716
900005,3,527,1745,64.0366995,-24.0838833,2.3356,2.2982,CLASHVLT J041608.8-240501,,0.06832160881400273,0.0,0.016936154620613063,24.47250165444116,0.9587723881209034
900006,1,455,1475,64.0231975,-24.0677698,3.4198,4.19,[MAC2016] M0416cl   1739,,0.04020007240975466,0.001000000000000334,0.11599741376427276,40.8306122217314,0.8225174665836609
900006,2,533,1756,64.0404819,-24.084064,5.3518,4.188,[MAC2016] M0416cl    553,,0.007207497351479711,0.001000000000000334,0.10589066688492073,40.82935667812499,0.8365047109945507
