IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_ML,Z_ML68_LOW,Z_ML68_HIGH,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,AGE_BEST,PDZ_BEST,Z_SEC,CHI_SEC,MOD_SEC,EBV_SEC,PDZ_SEC,MOD_STAR,CHI_STAR,SCALE_BEST,NBAND_USED,CONTEXT,ZSPEC,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,MAG_OBS6,MAG_OBS7,MAG_OBS8,MAG_OBS9,MAG_OBS10,MAG_OBS11,MAG_OBS12,MAG_OBS13,MAG_OBS14,MAG_MOD0,MAG_MOD1,MAG_MOD2,MAG_MOD3,MAG_MOD4,MAG_MOD5,MAG_MOD6,MAG_MOD7,MAG_MOD8,MAG_MOD9,MAG_MOD10,MAG_MOD11,MAG_MOD12,MAG_MOD13,MAG_MOD14,AGE_MED,MASS_MED,SFR_MED,ZSPEC_FLAG,ZSPEC_REF,ZSPEC_SEP,FIELD,RA,DEC
49,2.3468,1.1453,2.3781,2.4694,1.8415,2.8035,8.41753,1.0,0,0.0,718700000.0,99.0,2.78,6.53288,32.0,0.2,0.038142,,1000000000.0,2607000000.0,9,3580,,,,26.93,26.245,26.129,26.055,25.832,25.526,25.221,,25.311,25.164,,,,30.953,27.429,26.539,26.364,26.377,26.28,25.921,25.534,25.266,25.131,25.064,25.11,25.073,25.399,27.269,8.83967,9.22517,-0.02279,,,,M0416clu,64.133102,-24.0931377
50,1.0549,0.9571,1.1267,1.0268,0.9369,1.1063,1.56512,31.0,2,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,955.017,9,3580,,,,26.023,25.238,24.094,23.432,23.068,22.925,22.813,,21.779,22.017,,,,26.804,26.245,26.009,25.207,24.151,23.461,23.056,22.894,22.803,22.302,21.932,22.106,22.364,22.579,21.715,9.16195,9.75905,-0.58152,,,,M0416clu,64.1313309,-24.0934199
52,0.0,0.0,0.0759,0.1071,0.0251,0.3268,183.053,25.0,0,0.0,,99.0,0.53,185.813,29.0,0.0,4.47958e-41,,1000000000.0,0.00697471,9,3580,,,,29.203,29.007,28.226,28.302,27.994,28.422,28.153,,,,,,,30.087,29.945,29.234,28.694,28.436,28.332,28.304,28.291,28.267,28.308,29.096,29.458,29.705,28.33,29.778,9.0229,5.05403,-4.95599,,,,M0416clu,64.1397294,-24.0931472
53,0.0,0.0,0.3866,0.4831,0.1269,1.6835,82.8407,1.0,0,0.0,1139000000.0,99.0,0.54,82.8762,27.0,0.05,1.00845e-18,,1000000000.0,2574890.0,8,3576,,,,,30.92,29.537,29.6,29.553,29.833,29.264,,,,,,,31.823,31.763,31.452,30.333,29.749,29.578,29.523,29.485,29.468,29.452,29.845,30.186,30.497,31.103,33.119,9.12688,6.14372,-4.51406,,,,M0416clu,64.138893,-24.0936428
54,0.0,0.0,0.1492,0.1344,0.0316,0.3313,115.922,1.0,0,0.0,508800000.0,99.0,0.53,118.287,32.0,0.0,2.06238e-26,,1000000000.0,432363.0,9,3580,,,,28.535,28.069,27.329,27.823,27.784,27.995,28.047,,,,,,,28.828,28.812,28.29,27.975,27.882,27.951,27.977,28.009,28.028,28.097,28.88,29.256,29.769,30.287,32.515,8.82999,5.09054,-4.26691,,,,M0416clu,64.1291081,-24.0931651
55,0.0,0.0,0.457,0.7841,0.1984,2.3142,16.8212,33.0,3,0.3,,99.0,1.3,16.2682,33.0,0.25,0.000293362,,1000000000.0,0.928428,9,3580,,,,31.131,30.152,30.618,29.819,29.342,29.405,29.145,,,,,,,31.001,30.904,30.806,30.369,29.807,29.499,29.365,29.407,29.314,29.119,29.177,29.54,29.417,30.079,28.571,9.03238,6.74657,-3.30393,,,,M0416clu,64.1360165,-24.0940833
56,0.0,0.0,0.0566,0.1147,0.025,0.5836,75.5749,1.0,0,0.0,508800000.0,99.0,1.18,75.6957,33.0,0.0,3.65505e-17,,1000000000.0,246239.0,9,3580,,,,28.247,28.429,28.733,28.807,28.47,28.134,28.138,,,,,,,29.077,29.043,28.516,28.237,28.202,28.19,28.224,28.254,28.267,28.358,29.147,29.534,30.04,30.56,32.794,8.80581,4.64767,-4.62628,,,,M0416clu,64.1350583,-24.093167
58,0.11586,0.0286,0.2341,0.2009,0.0836,0.3792,0.701237,27.0,2,0.05,,99.0,0.43,1.43605,1.0,0.0,0.487715,,1000000000.0,1.51068,9,3580,,,,25.266,24.618,24.341,24.318,24.317,24.3,24.271,,25.162,25.625,,,,25.803,25.742,25.269,24.6,24.359,24.32,24.292,24.307,24.313,24.307,25.02,25.348,25.675,24.905,24.521,8.87483,7.41048,-1.9198,,,,M0416clu,64.1301118,-24.0921742
59,0.0,0.0,0.0182,0.0403,,0.1124,49.7351,26.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0116296,9,3580,,,,26.394,26.085,25.584,25.493,25.407,25.457,25.439,,,,,,,27.187,27.038,26.267,25.945,25.81,25.697,25.695,25.68,25.653,25.79,26.602,26.997,26.93,25.645,30.002,8.87276,5.44835,-3.91735,,,,M0416clu,64.1408267,-24.0934399
61,0.0,0.0,0.0264,0.0363,,0.1014,26.5773,2.0,0,0.0,508800000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,197798.0,9,3580,,,,26.524,26.575,26.431,26.109,25.922,26.079,26.083,,,,,,,27.183,27.119,26.479,26.33,26.322,26.22,26.225,26.219,26.2,26.335,27.131,27.538,27.999,28.535,30.77,8.80395,4.93503,-4.27861,,,,M0416clu,64.1339415,-24.0934813
62,3.1151,0.4475,3.4731,0.7747,0.3167,3.1145,2.97933,33.0,3,0.25,,99.0,0.82,2.74173,33.0,0.25,0.253888,,1000000000.0,7.56146,9,3580,,,,28.27,27.537,27.099,27.01,27.011,27.04,26.94,,26.444,26.951,,,,28.178,28.13,28.067,27.737,27.252,27.013,26.907,26.964,26.888,26.742,26.852,27.233,27.117,27.777,26.263,8.8111,7.44734,-1.73661,,,,M0416clu,64.1320783,-24.0934924
63,0.20987,0.0603,0.3634,0.1883,0.0563,0.3262,34.7267,1.0,0,0.0,508800000.0,99.0,3.48,40.4224,33.0,0.0,1.66877e-09,,1000000000.0,1646360.0,9,3580,,,,28.342,27.255,27.014,27.318,27.336,27.178,27.456,,,,,,,28.196,28.221,27.858,27.378,27.293,27.356,27.357,27.392,27.419,27.436,28.192,28.552,29.058,29.59,31.797,8.81176,5.79696,-3.44038,,,,M0416clu,64.1385594,-24.093462
64,0.10963,0.0,0.527,0.6074,0.1877,2.1555,7.33045,3.0,0,0.0,,99.0,1.31,8.249,1.0,0.0,0.0161715,,1000000000.0,0.127587,9,3580,,,,,29.718,29.633,28.614,27.84,28.338,28.261,,,,,,,34.76,33.251,32.148,30.254,29.038,28.623,28.455,28.337,28.228,28.111,28.361,28.826,29.07,29.594,30.295,9.21174,6.92321,-4.02318,,,,M0416clu,64.1391166,-24.093112
65,0.18466,0.0,0.5874,0.271,0.0758,0.7843,34.3723,1.0,0,0.0,508800000.0,99.0,0.83,36.3992,33.0,0.1,1.24741e-08,,1000000000.0,791431.0,9,3580,,,,29.682,29.077,28.812,28.759,28.756,28.745,29.016,,,,,,,29.753,29.829,29.648,28.987,28.894,28.957,28.928,28.956,28.992,28.976,29.696,30.031,30.503,31.063,33.236,8.83732,5.46849,-3.86847,,,,M0416clu,64.1354247,-24.0937826
