IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_ML,Z_ML68_LOW,Z_ML68_HIGH,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,AGE_BEST,PDZ_BEST,Z_SEC,CHI_SEC,MOD_SEC,EBV_SEC,PDZ_SEC,MOD_STAR,CHI_STAR,SCALE_BEST,NBAND_USED,CONTEXT,ZSPEC,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,MAG_OBS6,MAG_OBS7,MAG_OBS8,MAG_OBS9,MAG_OBS10,MAG_OBS11,MAG_OBS12,MAG_OBS13,MAG_OBS14,MAG_MOD0,MAG_MOD1,MAG_MOD2,MAG_MOD3,MAG_MOD4,MAG_MOD5,MAG_MOD6,MAG_MOD7,MAG_MOD8,MAG_MOD9,MAG_MOD10,MAG_MOD11,MAG_MOD12,MAG_MOD13,MAG_MOD14,AGE_MED,MASS_MED,SFR_MED,ZSPEC_FLAG,ZSPEC_REF,ZSPEC_SEP,FIELD,RA,DEC,SIMBAD_MAIN_ID,SIMBAD_RA,SIMBAD_DEC,SIMBAD_OTYPE,SIMBAD_ZSPEC,SIMBAD_RVZ_QUAL,SIMBAD_RVZ_BIBCODE,SIMBAD_MATCH_SEP_ARCSEC,ZSPEC_SOURCE,SIMBAD_ZSPEC_USABLE_FOR_LENSING
12,0.0,0.0,0.0232,0.0291,,0.0826,2.61525,27.0,0,0.0,,99.0,0.84,9.10709,33.0,0.0,0.0105298,,1000000000.0,407.56,9,16348,,,,18.876,17.878,14.836,,36.528,13.952,38.89,14.218,15.373,15.807,6.998,,,15.127,15.015,14.257,14.037,13.967,13.926,13.968,13.977,13.97,14.196,14.86,15.352,15.2,14.249,18.608,8.79053,9.30613,-0.37209,,,,A370clu,39.9776123,-1.5426144,LEDA  175370,39.97751187596,-1.54266799553,rG,0.045,D,2012ApJS..202....2W,0.40967556633434316,SIMBAD,False
14,7.3606,0.0,8.0,3.855,1.2008,6.6508,4.49682e-23,8.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,635.201,6,16124,,,,41.046,37.904,35.526,50.827,52.165,26.412,,,,,,,,,,33.771,31.616,30.688,28.566,27.512,26.412,25.702,23.782,22.534,22.148,21.955,21.812,23.457,8.99548,9.04357,-0.90448,,,,A370clu,39.973343,-1.5378479,,,,,,,,,,False
18,7.3588,0.0,8.0,3.855,1.2008,6.6508,1.02892e-22,8.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,1696.48,6,16124,,,,41.566,42.147,35.691,45.223,48.89,25.346,,,,,,,,,,32.704,30.55,29.621,27.499,26.445,25.346,24.635,22.716,21.467,21.081,20.888,20.745,22.39,8.99548,9.46997,-0.47809,,,,A370clu,39.9691612,-1.5382232,,,,,,,,,,False
22,0.7331,0.5692,1.2085,3.0728,1.1923,5.8968,2.22475,27.0,0,0.0,,99.0,4.69,0.644271,33.0,0.25,0.7246,,1000000000.0,588.506,10,16380,,,,39.703,37.696,32.465,46.391,49.124,24.629,47.562,,23.17,23.848,21.528,,,,34.196,25.176,24.636,24.642,24.721,24.658,24.486,24.182,23.685,23.536,23.545,23.579,23.697,24.634,8.95555,10.01871,0.47955,,,,A370clu,39.9703822,-1.5385995,,,,,,,,,,False
34,0.72432,0.5791,1.1717,2.8851,1.1342,5.7276,2.36207,1.0,0,0.0,904800000.0,99.0,4.69,0.65478,33.0,0.2,0.720803,,1000000000.0,34612300000.0,9,16348,,,,37.713,37.783,30.472,,47.14,23.79,46.222,,22.385,23.038,20.381,14.723,,30.725,28.178,25.064,24.513,24.434,24.378,24.154,23.775,23.359,22.903,22.719,22.729,22.708,22.808,24.624,8.93877,10.32532,0.85755,,,,A370clu,39.9709786,-1.5400282,,,,,,,,,,False
44,5.2397,4.7982,5.7513,5.4743,4.9173,6.3331,9.15035,23.0,0,0.0,,99.0,6.6,12.9493,22.0,0.0,0.00154206,,1000000000.0,1725.02,9,16376,,,,,36.038,24.975,44.063,47.04,24.681,45.834,25.558,22.537,23.137,,,,,,,28.109,25.388,24.859,24.823,24.834,24.863,24.526,23.166,22.912,22.689,22.51,23.372,8.93073,10.61351,1.1191,,,,A370clu,39.972423,-1.5419554,,,,,,,,,,False
57,5.3055,4.8311,6.052,5.7117,5.0351,6.8359,10.8469,16.0,0,0.0,,99.0,6.6,12.1913,16.0,0.0,0.0022526,,1000000000.0,922.122,9,16372,,,,38.889,,26.319,44.906,47.002,25.988,45.593,26.541,22.876,23.488,,,,,,,31.692,27.733,26.661,26.544,26.508,26.484,25.615,23.636,23.221,22.829,22.462,23.147,8.9369,10.13688,0.62782,,,,A370clu,39.9722193,-1.5430287,,,,,,,,,,False
62,7.3556,0.0,8.0,3.855,1.2008,6.6508,3.9127e-24,8.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,532.311,6,16124,,,,40.809,40.898,35.441,47.695,44.575,26.604,,,,,,,,,,33.963,31.808,30.88,28.758,27.703,26.604,25.894,23.974,22.725,22.34,22.147,22.004,23.648,8.99548,8.96678,-0.98152,,,,A370clu,39.9656887,-1.5436901,,,,,,,,,,False
63,0.47178,0.0,0.5885,0.3343,0.0939,0.6369,0.246817,33.0,1,0.4,,99.0,0.16,0.00919672,28.0,0.25,0.995412,,1000000000.0,3.04578,6,16124,,,,27.885,27.121,26.667,49.034,54.428,26.331,,,,,,,,28.413,28.18,27.919,27.123,26.662,26.442,26.237,26.143,26.074,25.877,26.402,26.197,26.88,26.37,25.201,9.03085,7.07066,-2.35311,,,,A370clu,39.9845758,-1.5430969,,,,,,,,,,False
69,0.8767,0.0,5.1561,3.1363,0.767,4.9903,0.427714,26.0,0,0.25,,99.0,0.28,0.375187,26.0,0.5,0.828951,,1000000000.0,156.773,6,16124,,,,30.61,29.778,28.358,46.099,47.946,27.513,,,,,,,,,,31.842,29.581,28.526,27.927,27.516,27.242,26.855,25.811,25.29,25.071,24.909,24.871,25.771,9.073,8.25312,-1.94306,,,,A370clu,39.9827803,-1.5439397,,,,,,,,,,False
70,0.19914,0.1084,0.2069,0.1741,0.1121,0.2038,936.504,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,1.02881,9,16376,,,,,32.315,24.92,45.285,44.205,23.934,47.684,,,,,,,24.67,24.862,24.83,24.808,24.718,25.092,25.126,25.162,25.192,25.374,25.875,26.41,26.601,25.465,25.435,8.70401,,,,,,A370clu,39.971363,-1.54441,,,,,,,,,,False
75,0.51676,0.2247,0.6346,0.4961,0.3201,0.632,0.0957539,18.0,0,0.1,,99.0,0.17,1.19841,26.0,0.5,0.549248,,1000000000.0,507.178,10,16380,,,,28.976,27.344,19.898,36.559,40.373,18.996,38.241,18.555,18.846,19.138,17.253,,,23.148,22.887,22.19,20.854,19.897,19.454,19.171,18.974,18.814,18.563,18.867,19.104,19.399,19.575,18.316,9.52381,10.99108,-2.09673,,,,A370clu,39.9707767,-1.5453281,,,,,,,,,,False
76,0.21804,0.0,0.5552,0.3049,0.1007,0.5121,0.134125,33.0,3,0.4,,99.0,3.22,2.0781,23.0,0.05,0.353791,,1000000000.0,5.54341,6,16124,,,,27.037,26.143,25.659,47.303,49.56,25.349,,,,,,,,27.909,27.37,27.018,26.161,25.649,25.547,25.347,25.262,25.195,25.012,25.554,25.37,26.033,25.451,24.363,9.16826,6.93825,-3.50451,,,,A370clu,39.9838112,-1.5447759,,,,,,,,,,False
81,1.5553,0.0863,2.5781,1.7412,1.1573,2.3264,0.017574,33.0,2,0.25,,99.0,2.05,0.0174465,33.0,0.25,0.991315,,1000000000.0,320.188,6,16124,,,,25.789,25.722,25.521,45.081,47.283,24.844,,,,,,,,27.135,26.181,25.801,25.713,25.517,25.155,24.871,24.83,24.827,24.615,24.368,24.318,24.549,24.803,24.106,8.82925,9.21597,-0.01218,,,,A370clu,39.9824349,-1.5450883,,,,,,,,,,False
89,0.93502,0.0,6.4306,3.3409,0.911,5.6435,5.50894e-06,31.0,3,0.3,,99.0,4.92,1.06914e-11,20.0,0.05,1.0,,1000000000.0,1150.17,6,16124,,,,37.796,36.676,26.365,45.77,43.996,25.783,,,,,,,,,,28.452,26.767,26.364,26.211,25.892,25.785,25.548,24.719,24.267,24.065,23.974,23.928,24.824,8.9774,9.20049,-0.45854,,,,A370clu,39.9679149,-1.5451019,,,,,,,,,,False
93,1.7561,0.0,6.1114,3.0056,0.6496,4.9876,9.92705e-08,27.0,2,0.15,,99.0,3.22,5.40827e-12,27.0,0.2,1.0,,1000000000.0,1243.64,6,16124,,,,35.455,34.359,25.185,47.273,46.366,24.484,,,,,,,,,32.802,26.273,25.346,25.185,25.028,24.813,24.484,24.081,23.446,23.021,22.943,22.888,22.951,23.739,8.97086,9.37986,0.18651,,,,A370clu,39.9703306,-1.5451118,,,,,,,,,,False
94,1.7989,1.3672,2.0166,1.6324,1.3841,1.8894,7.35315,33.0,3,0.15,,99.0,1.42,7.30192,33.0,0.15,0.0259661,,1000000000.0,1057.09,10,16380,,,,23.376,23.453,23.36,44.81,46.585,22.799,40.269,22.921,22.201,22.464,,,,24.007,23.452,23.357,23.448,23.392,23.051,22.856,22.875,22.993,22.91,22.812,22.834,23.148,23.372,22.967,8.70004,9.73937,0.79875,,,,A370clu,39.9855419,-1.5456328,,,,,,,,,,False
100,0.43173,0.0,0.5833,0.3254,0.0964,0.5769,0.0182349,33.0,1,0.4,,99.0,0.01,0.0196325,1.0,0.0,0.990232,,1000000000.0,3.70309,6,16124,,,,27.689,26.848,26.349,47.948,50.019,25.96,,,,,,,,28.201,27.968,27.707,26.844,26.348,26.23,26.025,25.931,25.862,25.664,26.19,25.985,26.668,26.158,24.988,9.12074,6.89488,-3.07955,,,,A370clu,39.9858644,-1.5459366,,,,,,,,,,False
107,0.48218,0.0,0.8322,0.5502,0.2308,3.3453,0.0741535,1.0,0,0.0,1278000000.0,99.0,0.18,0.0941973,29.0,0.5,0.953993,,1000000000.0,38089500.0,6,16124,,,,29.209,28.058,27.297,48.641,50.182,26.773,,,,,,,,29.716,29.551,29.262,28.075,27.271,27.035,26.931,26.868,26.82,26.765,27.006,27.335,27.688,28.231,30.202,9.23369,7.17099,-3.68898,,,,A370clu,39.9882805,-1.5460919,,,,,,,,,,False
115,3.4598,0.2223,3.5445,0.3097,0.1483,0.5998,49.4261,29.0,0,0.0,,99.0,0.45,48.9562,1.0,0.0,2.34042e-11,,1000000000.0,0.743032,9,16348,,,,27.026,26.299,25.866,,45.764,25.543,45.833,27.768,22.804,23.455,20.028,23.255,,26.863,26.969,26.956,26.264,26.151,26.206,26.18,26.205,26.247,26.25,26.977,27.104,27.608,27.254,26.156,8.75631,7.04315,-2.01028,,,,A370clu,39.973105,-1.5465887,,,,,,,,,,False
119,3.9505,3.8021,4.1194,4.0075,3.8595,4.1689,0.210195,26.0,0,0.05,,99.0,-99.9,1000000000.0,,,,,1000000000.0,821.146,6,16124,,,,29.448,26.138,25.397,45.989,49.109,25.297,,,,,,,,,,29.623,26.13,25.407,25.275,25.24,25.161,25.055,24.073,23.655,23.53,23.462,23.373,24.807,8.91526,10.13023,0.68279,,,,A370clu,39.9849853,-1.546634,,,,,,,,,,False
123,0.42143,0.0665,0.6163,2.9721,0.307,3.7578,1.01091,33.0,1,0.5,,99.0,3.29,0.219812,26.0,0.15,0.895919,,1000000000.0,4766.68,6,16124,,,,28.215,26.626,25.83,52.316,55.346,25.278,,,,,,,,,34.429,28.241,26.549,25.93,25.507,25.252,24.928,24.59,23.947,23.14,22.877,22.672,22.694,22.93,9.32732,7.91248,-3.51067,,,,A370clu,39.9853534,-1.5463526,,,,,,,,,,False
124,2.7367,2.5016,3.3846,2.5123,0.8223,3.3157,4.95686,33.0,1,0.25,,99.0,1.98,5.21463,33.0,0.25,0.0737321,,1000000000.0,132.259,9,16348,,,,28.058,27.228,27.165,,43.866,26.368,44.126,26.941,25.273,26.264,,16.249,,42.159,29.366,27.862,27.428,27.257,27.172,26.981,26.766,26.612,26.332,26.101,26.035,25.985,26.323,26.023,8.81636,8.65427,-0.53663,,,,A370clu,39.9743305,-1.5467767,,,,,,,,,,False
130,0.14714,0.0119,0.2762,0.1381,0.0587,0.2516,0.705606,9.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,1.6343,10,16380,,,,37.318,34.972,21.972,39.678,41.418,21.28,37.964,21.166,21.94,22.531,,,,27.577,25.826,24.162,22.647,21.964,21.492,21.321,21.274,21.237,21.193,21.988,22.314,22.862,23.332,25.845,9.51744,8.88632,-4.12316,,,,A370clu,39.9646249,-1.5469891,,,,,,,,,,False
132,0.84089,0.0762,1.5305,0.7517,0.3766,1.2436,0.0640651,1.0,0,0.0,904800000.0,99.0,1.21,0.241157,32.0,0.05,0.886407,,1000000000.0,7438910000.0,9,16316,,,,34.864,33.313,21.948,37.719,,21.669,36.623,21.681,21.781,22.149,19.394,,,23.449,23.373,23.382,22.861,21.949,21.78,21.724,21.71,21.672,21.676,21.754,22.134,22.503,23.019,24.969,8.88455,9.50884,0.1088,,,,A370clu,39.9647722,-1.5472722,,,,,,,,,,False
135,0.10434,0.068,0.1705,0.0735,0.0183,0.1408,64.8988,33.0,0,0.0,,99.0,0.57,69.8956,33.0,0.0,6.64312e-16,,1000000000.0,0.0976138,9,16372,,,,40.504,,25.862,40.879,43.84,25.161,40.711,25.968,25.433,,,,,25.342,25.535,25.359,25.272,25.528,25.689,25.743,25.773,25.793,26.092,26.468,27.128,27.089,25.796,27.369,8.79556,5.50096,-3.86295,,,,A370clu,39.9668728,-1.5470057,,,,,,,,,,False
137,2.6471,2.5,3.4246,3.1052,2.3632,4.14,11.4504,19.0,0,0.0,,99.0,3.05,11.4442,19.0,0.0,0.00327285,,1000000000.0,61.6012,9,16348,,,,29.08,28.206,27.835,,46.625,26.975,45.68,26.067,23.743,24.655,,9.087,,,,29.323,28.193,27.983,27.84,27.476,27.187,26.807,25.777,25.048,24.761,24.64,24.608,25.409,9.08039,9.52658,-0.45239,,,,A370clu,39.9802711,-1.5471763,,,,,,,,,,False
139,0.42262,0.0,0.5647,0.3457,0.152,0.6176,0.0193936,23.0,0,0.1,,99.0,0.02,0.0276883,10.0,0.0,0.986251,,1000000000.0,0.839955,6,16124,,,,27.83,26.69,26.057,47.602,49.351,25.472,,,,,,,,28.48,28.313,27.83,26.681,26.067,25.773,25.558,25.456,25.389,25.164,25.764,26.011,26.401,26.037,25.241,9.32512,7.22982,-4.14186,,,,A370clu,39.9861981,-1.5472,,,,,,,,,,False
142,0.082752,0.0,0.429,0.1968,0.0766,0.3399,0.264031,8.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,1.2905,9,16316,,,,35.491,34.359,23.181,38.83,,22.491,38.141,22.333,23.025,23.519,18.729,19.77,,28.855,27.231,25.551,23.915,23.193,22.75,22.545,22.487,22.449,22.322,23.134,23.425,23.94,24.341,25.763,9.47882,8.62718,-3.88181,,,,A370clu,39.9652939,-1.5473407,,,,,,,,,,False
144,4.7975,4.4745,5.3565,4.2302,2.6598,5.3136,21.7621,22.0,0,0.05,,99.0,5.15,20.6888,17.0,0.0,3.21718e-05,,1000000000.0,237.03,9,16316,,,,28.697,28.003,27.384,48.496,,26.624,44.0,26.075,23.19,23.891,16.206,,,,,35.298,28.327,27.393,27.173,27.114,27.01,26.818,25.65,24.615,24.362,24.12,23.94,25.225,9.037,9.55815,-0.20821,,,,A370clu,39.9795142,-1.5473837,,,,,,,,,,False
147,0.40665,0.2077,0.4318,0.3765,0.2943,0.4213,0.200584,19.0,0,0.2,,99.0,-99.9,1000000000.0,,,,,1000000000.0,114.819,6,16124,,,,23.382,21.897,21.031,40.878,44.186,20.066,,,,,,,,24.775,24.284,23.368,21.891,21.036,20.588,20.244,20.047,19.906,19.572,20.149,20.097,20.629,20.361,19.152,9.33756,9.85784,-1.47648,,,,A370clu,39.9880293,-1.5476164,,,,,,,,,,False
158,0.2747,0.0583,0.5113,0.5058,0.2468,3.4566,0.987084,1.0,0,0.0,1434000000.0,99.0,3.15,0.0214752,26.0,0.15,0.98932,,1000000000.0,98826200.0,6,16124,,,,28.454,26.91,26.208,44.851,46.621,25.389,,,,,,,,29.005,28.81,28.312,26.969,26.164,25.884,25.749,25.678,25.628,25.53,25.819,26.127,26.444,27.015,28.985,9.40696,7.56074,-4.36913,,,,A370clu,39.9828507,-1.5479588,,,,,,,,,,False
162,0.47025,0.2319,0.5613,0.365,0.2621,0.4924,0.322581,1.0,0,0.0,2750000000.0,99.0,3.25,1.98113,26.0,0.15,0.371367,,1000000000.0,557766000.0,6,16124,,,,26.621,25.124,24.29,42.898,44.748,23.717,,,,,,,,29.445,28.608,26.726,25.106,24.296,23.924,23.742,23.679,23.641,23.468,24.06,24.388,24.805,25.382,27.496,9.40738,8.45768,-3.44351,,,,A370clu,39.9833016,-1.5482361,,,,,,,,,,False
165,0.0078989,0.0,1.2318,1.6331,0.2816,3.3524,1.47873,33.0,1,0.5,,99.0,0.44,0.00383135,28.0,0.2,0.998086,,1000000000.0,166.843,6,16124,,,,29.038,28.147,27.646,52.458,54.507,27.148,,,,,,,,30.847,29.491,28.804,28.268,27.79,27.016,26.592,26.436,26.325,25.794,25.226,25.1,25.293,25.39,24.972,9.01643,7.82915,-1.7192,,,,A370clu,39.9865152,-1.5476295,,,,,,,,,,False
167,0.44548,0.3968,0.4569,0.4281,0.3278,3.3797,30.305,1.0,0,0.0,570900000.0,99.0,3.38,30.2045,33.0,0.05,2.76169e-07,,1000000000.0,461513000.0,9,16348,,,,24.167,23.366,23.079,,40.158,22.88,39.396,23.508,22.372,22.95,,,,24.064,24.134,24.087,23.397,23.143,23.102,23.139,23.127,23.14,23.183,23.704,24.031,24.407,25.022,27.111,8.76446,8.37976,-0.69071,,,,A370clu,39.9724043,-1.5485844,,,,,,,,,,False
169,0.20613,0.0,0.6274,0.359,0.0965,0.618,0.632676,33.0,1,0.3,,99.0,0.53,0.00926512,2.0,0.0,0.995378,,1000000000.0,3.53585,6,16124,,,,27.301,26.632,26.16,42.914,43.0,25.932,,,,,,,,27.587,27.45,27.31,26.584,26.215,26.236,26.082,26.011,25.966,25.829,26.404,26.216,26.892,26.452,25.224,8.94227,7.39257,-1.88984,,,,A370clu,39.9787622,-1.548468,,,,,,,,,,False
175,0.42452,0.0,0.5735,0.3533,0.1489,0.7143,0.0392585,22.0,0,0.0,,99.0,0.03,0.0348625,9.0,0.0,0.98272,,1000000000.0,0.465922,6,16124,,,,28.042,26.932,26.313,44.632,46.487,25.802,,,,,,,,28.397,28.438,28.036,26.922,26.327,26.047,25.845,25.76,25.714,25.533,26.181,26.414,26.807,26.443,25.646,9.29405,7.10144,-4.08582,,,,A370clu,39.9835097,-1.5485829,,,,,,,,,,False
177,0.4004,0.2852,0.4713,0.3999,0.3322,0.4481,0.0270149,6.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,31.8403,6,16124,,,,24.382,22.628,21.686,42.393,45.166,20.884,,,,,,,,27.509,26.4,24.377,22.631,21.684,21.26,21.013,20.891,20.817,20.656,21.281,21.544,21.94,22.499,23.511,9.51414,9.7258,-3.19812,,,,A370clu,39.9843455,-1.5487264,,,,,,,,,,False
183,2.6045,0.0829,2.8776,1.1318,0.2051,2.6033,27.1968,33.0,3,0.1,,99.0,0.89,26.8207,31.0,0.0,1.49957e-06,,1000000000.0,115.583,9,16348,,,,24.673,24.654,24.212,,41.952,23.162,41.303,25.165,21.923,22.46,10.24,1.675,,24.538,24.518,24.63,24.676,24.495,24.304,24.22,24.164,24.261,24.378,24.428,24.716,25.145,25.236,24.448,8.74773,7.72675,-1.355,,,,A370clu,39.9742089,-1.5480922,,,,,,,,,,False
190,1.642,1.0676,2.112,1.5599,1.267,1.9874,0.0230718,32.0,3,0.2,,99.0,1.34,0.0182131,2.0,0.0,0.990935,,1000000000.0,243.193,6,16124,,,,25.523,25.544,25.317,41.673,40.854,24.521,,,,,,,,26.357,25.71,25.529,25.542,25.309,24.787,24.587,24.55,24.394,24.355,24.181,24.189,24.504,24.668,24.395,8.80629,9.08144,-0.10852,,,,A370clu,39.9781087,-1.5490988,,,,,,,,,,False
191,7.0421,6.8215,7.899,7.3022,6.8352,7.7623,27.9679,9.0,0,0.0,,99.0,7.71,28.177,8.0,0.0,7.61087e-07,,1000000000.0,1607.83,9,16348,,,,28.088,26.909,26.075,,47.178,24.883,41.838,,22.791,23.46,15.273,,,,,,,35.763,30.335,29.907,29.764,29.466,27.603,23.97,23.077,22.565,22.033,22.473,8.77387,5.49575,-3.67994,,,,A370clu,39.981209,-1.5485079,,,,,,,,,,False
192,1.4407,1.0858,2.2359,1.7543,1.3685,2.1811,0.198734,32.0,2,0.15,,99.0,1.98,0.133258,32.0,0.15,0.935542,,1000000000.0,278.579,6,16124,,,,25.124,25.15,25.081,41.396,40.49,24.545,,,,,,,,26.197,25.4,25.142,25.138,25.073,24.744,24.474,24.459,24.473,24.349,24.218,24.192,24.441,24.738,24.022,8.74277,9.24383,0.1977,,,,A370clu,39.9780042,-1.5492087,,,,,,,,,,False
193,7.0474,6.8761,7.8394,7.3703,6.96,7.7831,37.7005,9.0,0,0.0,,99.0,7.71,37.8295,8.0,0.0,6.10132e-09,,1000000000.0,1216.44,10,16380,,,,28.19,27.276,26.498,47.045,47.831,25.61,40.453,,23.019,23.804,15.97,,,,,,,36.509,30.703,30.224,30.099,29.817,27.983,24.341,23.419,22.897,22.361,22.783,8.76106,5.01688,-4.12163,,,,A370clu,39.9811081,-1.5485132,,,,,,,,,,False
194,0.46323,0.1881,0.5533,0.3646,0.2577,0.5148,0.152497,1.0,0,0.0,2750000000.0,99.0,3.25,1.41701,26.0,0.15,0.492381,,1000000000.0,331021000.0,6,16124,,,,27.209,25.683,24.86,43.27,45.183,24.269,,,,,,,,30.012,29.174,27.293,25.672,24.862,24.49,24.308,24.245,24.208,24.034,24.626,24.954,25.371,25.949,28.063,9.42276,8.21897,-3.79833,,,,A370clu,39.9841514,-1.5491303,,,,,,,,,,False
197,6.955,6.6321,7.2837,6.4363,0.3435,7.3306,44.657,10.0,0,0.0,,99.0,3.32,45.8642,33.0,0.0,1.0983e-10,,1000000000.0,853.914,10,16380,,,,27.441,26.809,26.218,47.139,,25.814,42.342,28.742,22.764,23.44,,,,,,,40.754,31.411,28.699,28.502,28.371,28.242,27.04,23.937,23.233,22.784,22.245,22.835,8.78697,6.28062,-2.90527,,,,A370clu,39.9803065,-1.5485102,,,,,,,,,,False
202,1.1321,1.0296,1.3337,1.1618,1.0816,1.2546,11.0486,32.0,2,0.1,,99.0,-99.9,1000000000.0,,,,,1000000000.0,252.539,10,16380,,,,23.926,24.024,23.728,42.003,43.963,23.336,38.658,23.43,22.684,23.09,22.191,,,23.991,23.907,23.946,23.983,23.736,23.434,23.535,23.288,23.179,23.402,23.421,23.68,24.109,24.205,23.479,8.70002,9.27791,0.33945,,,,A370clu,39.9838122,-1.5494975,,,,,,,,,,False
208,0.51063,0.1265,0.6364,0.4164,0.2366,2.9893,0.237973,25.0,0,0.3,,99.0,0.21,0.576185,28.0,0.5,0.749692,,1000000000.0,2.43984,6,16124,,,,28.195,26.847,26.038,43.969,45.938,25.574,,,,,,,,29.519,28.922,28.163,26.837,26.061,25.721,25.537,25.407,25.3,25.029,25.456,25.737,26.1,25.95,25.039,9.35279,7.67644,-3.84023,,,,A370clu,39.9832586,-1.5496265,,,,,,,,,,False
210,0.738,0.6976,0.8374,0.7525,0.6971,0.8196,21.4824,30.0,3,0.05,,99.0,0.09,26.2744,33.0,0.3,1.97051e-06,,1000000000.0,92.7268,9,16348,,,,24.002,23.789,23.227,,39.499,23.054,40.601,23.324,22.16,22.756,17.048,,,23.863,23.914,23.985,23.785,23.247,23.115,23.084,23.206,23.171,23.206,23.4,23.82,23.945,24.465,23.217,8.70278,8.87304,-0.06919,,,,A370clu,39.9756416,-1.5498316,,,,,,,,,,False
215,0.11148,0.0854,0.1765,0.1167,0.037,0.5082,40.9744,33.0,2,0.15,,99.0,0.66,43.2757,31.0,0.0,4.00682e-10,,1000000000.0,0.179904,10,16380,,,,26.798,26.821,26.07,41.938,39.656,25.676,41.348,25.782,25.431,,,10.71,,27.077,27.063,26.748,26.589,26.266,26.524,26.499,26.496,26.489,26.639,26.964,27.594,27.682,26.427,26.966,8.84706,5.69617,-3.65555,,,,A370clu,39.9668731,-1.5487394,,,,,,,,,,False
216,0.17116,0.0,0.6567,0.3892,0.0981,0.6057,0.53079,33.0,1,0.4,,99.0,0.49,0.00651761,31.0,0.3,0.996746,,1000000000.0,8.73092,6,16124,,,,27.161,26.414,25.853,41.559,41.522,25.427,,,,,,,,27.701,27.458,27.194,26.367,25.892,25.551,25.519,25.411,25.336,25.126,25.596,25.417,26.064,25.695,24.424,9.04656,7.49822,-2.04434,,,,A370clu,39.978649,-1.5502421,,,,,,,,,,False
217,0.21507,0.0,0.5987,1.1784,0.1981,3.3029,3.03044,33.0,3,0.4,,99.0,3.23,0.0951295,25.0,0.05,0.953549,,1000000000.0,81.26,6,16124,,,,28.16,27.224,26.852,43.418,41.861,26.53,,,,,,,,28.581,28.046,27.981,27.447,26.813,26.235,26.09,25.817,25.639,25.43,25.135,25.293,25.63,25.688,25.011,8.99683,7.46627,-1.89492,,,,A370clu,39.9692014,-1.548748,,,,,,,,,,False
218,1.1167,0.9231,1.2433,1.0925,0.9489,1.2263,0.00570777,26.0,2,0.1,,99.0,1.44,1.36364,32.0,0.4,0.505697,,1000000000.0,125.268,6,16124,,,,25.299,25.119,24.344,40.345,39.697,23.417,,,,,,,,25.509,25.379,25.298,25.118,24.344,23.719,23.523,23.437,23.383,23.125,22.952,23.152,23.556,23.999,22.909,8.96714,9.30797,-0.3177,,,,A370clu,39.9786006,-1.5504396,,,,,,,,,,False
220,4.52,4.2914,4.6517,4.1612,3.3342,4.5826,21.1548,21.0,0,0.0,,99.0,3.88,21.1301,33.0,0.4,2.58026e-05,,1000000000.0,200.088,9,16316,,,,29.014,27.777,26.882,43.423,,26.253,41.95,25.789,23.194,24.087,,,,,,34.194,27.781,26.95,26.924,26.886,26.763,26.602,25.551,24.695,24.407,24.128,23.951,25.105,9.01577,9.95094,0.19462,,,,A370clu,39.9810667,-1.5504095,,,,,,,,,,False
223,0.59183,0.4985,0.662,0.5245,0.3427,0.6193,8.1629,1.0,0,0.0,806400000.0,99.0,0.08,11.0443,33.0,0.4,0.00399734,,1000000000.0,333055000.0,10,16380,,,,25.544,24.764,24.234,42.283,43.999,23.817,37.647,24.262,23.664,24.466,23.559,23.458,,25.622,25.618,25.55,24.757,24.265,24.162,24.164,24.132,24.116,24.148,24.498,24.838,25.189,25.778,27.808,8.86923,8.32391,-0.98721,,,,A370clu,39.9854309,-1.5506428,,,,,,,,,,False
224,1.503,0.0,2.8544,1.8444,0.999,2.5092,0.00407077,31.0,2,0.15,,99.0,2.0,0.00177923,31.0,0.15,0.999111,,1000000000.0,29.5011,6,16124,,,,27.803,27.787,27.681,42.821,41.262,26.846,,,,,,,,29.286,28.139,27.808,27.777,27.689,27.288,26.962,26.888,26.885,26.803,26.663,26.617,26.799,27.244,26.623,8.84277,8.44172,-0.79926,,,,A370clu,39.9683976,-1.5490195,,,,,,,,,,False
