candidate_family_id,image_number,catalog_index,id,ra,dec,catalog_z,simbad_zspec,simbad_main_id,simbad_system_hint,simbad_match_sep_arcsec,delta_z_from_family_median,color_rms_from_family_median,centroid_radius_arcsec,family_reliability
900009,1,96,465,39.9780668,-1.5589551,6.6193,6.77,[BHF2019] A370   3825,,0.0008047461228983593,0.0,0.03204489038832829,0.21529596510321283,0.9723898607911965
900009,2,97,467,39.9781847,-1.5589755,6.7397,6.77,[BHF2019] A370   3822,,0.025129525153126293,0.0,0.03204489038832829,0.21529596406521292,0.9723898607912108
900010,1,457,1444,39.9889419,-1.5761467,1.2197,1.2036,[LRB2019] 8762,,0.04444110173431996,5.0000000000105516e-05,0.12102530727083535,9.585079411004017,0.8744920712148924
900010,2,621,1816,39.9859972,-1.5805842,1.2289,1.2037,[LRB2019] 7248,,0.018169851297672464,4.999999999988347e-05,0.12102530727083535,9.585076285770048,0.874492072930043
900011,1,112,508,39.961747,-1.5608995,1.2716,1.2656,[LRB2019] 13495,,0.04542475982475632,0.0,0.20581990509504564,20.893889610543177,0.7027092470005435
900011,2,175,668,39.958805,-1.5637172,1.2881,1.2651,[BHF2019] A370   3489,,0.10921563369176376,0.000500000000000167,0.02409356760631244,19.227826415416278,0.9593258105217047
900011,3,193,722,39.9588875,-1.5652688,1.1631,1.2656,[BHF2019] A370   3328,,0.04851967080796469,0.0,0.05688292069388296,16.751097203258563,0.947448936105121
900011,4,294,1009,39.9780758,-1.569139,1.2657,1.2646,[BHF2019] A370   2989,,0.015537148265184476,0.001000000000000112,0.016768025127206872,53.73401005318565,0.8727729309142899
900011,5,857,2455,39.9594107,-1.5733132,1.1856,1.27,[DSB2018] A370 27.3.1,27,0.06962184678088544,0.0043999999999999595,0.1823138319857636,28.494143215609093,0.5205425472703717
900012,1,373,1238,39.9814498,-1.5719187,0.7525,0.7243,[LRB2019] 10223,,0.07783288180519483,0.00029999999999996696,0.1123061292479919,42.77623139957133,0.8375669029392893
900012,2,667,1923,39.9693595,-1.5847278,0.7319,0.725,[DSB2018] A370  2.4.1,2,0.23655004032831156,0.00039999999999995595,0.10702491921666323,20.692815379014867,0.8833736663033518
900012,3,1143,3308,39.968231,-1.584222,0.6783,0.7246,[DSB2018] A370  2.3.2,2,0.1505789508415751,0.0,0.05144576432192032,22.28478130669403,0.9449499533983038
900013,1,120,526,39.9764761,-1.5610944,1.2843,0.961,[LRB2019] 13403,,0.1004696058010744,0.00029999999999996696,0.04789832982474481,2.9510127818511482,0.9611688341764183
900013,2,148,596,39.9776985,-1.5621874,0.816,0.9604,[LRB2019] 13078,,0.010804995510994675,0.00029999999999996696,0.04789832982474481,2.9510123555537042,0.9611688342560196
900014,1,445,1403,39.954676,-1.5744923,0.8178,0.7371,[LRB2019] 9348,,0.031234625821182423,0.0,0.014849242404916984,75.19564546641028,0.8128701019087119
900014,2,654,1889,39.9860374,-1.5817946,0.702,0.7329,[LRB2019] 6790,,0.0190204217448066,0.0041999999999999815,0.007141428428542955,44.774145419157584,0.6593349463479029
900014,3,893,2551,39.9803084,-1.5932827,0.4693,0.7372,[LRB2019] 3553,,0.03175262265476088,9.999999999998899e-05,0.054983330807316134,43.47625957991075,0.8999417554160533
900015,1,400,1295,39.9580326,-1.5738615,1.0763,1.0502,[BHF2019] A370   2579,,0.10511905676640963,0.0020000000000000018,0.11992949317550473,44.08912195660628,0.7652449735622121
900015,2,725,2097,39.9800146,-1.5846833,1.0338,1.0462,[LRB2019] 5961,,0.07984269076615098,0.0020000000000000018,0.11992949317550473,44.089029569849956,0.7652451758795482
900016,1,222,842,39.9696237,-1.5666295,3.2636,3.4809,[DSB2018] A370 12.2.1,12,0.1015825775336979,0.0,0.07980262109312777,12.191809050229866,0.9292557413419504
900016,2,223,843,39.9697641,-1.5666418,3.3665,3.4809,[DSB2018] A370 12.2.1,12,0.6085464118421404,0.0,0.0622558564848858,12.002767110861503,0.9471077223213041
