IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_ML,Z_ML68_LOW,Z_ML68_HIGH,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,AGE_BEST,PDZ_BEST,Z_SEC,CHI_SEC,MOD_SEC,EBV_SEC,PDZ_SEC,MOD_STAR,CHI_STAR,SCALE_BEST,NBAND_USED,CONTEXT,ZSPEC,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,MAG_OBS6,MAG_OBS7,MAG_OBS8,MAG_OBS9,MAG_OBS10,MAG_OBS11,MAG_OBS12,MAG_OBS13,MAG_OBS14,MAG_MOD0,MAG_MOD1,MAG_MOD2,MAG_MOD3,MAG_MOD4,MAG_MOD5,MAG_MOD6,MAG_MOD7,MAG_MOD8,MAG_MOD9,MAG_MOD10,MAG_MOD11,MAG_MOD12,MAG_MOD13,MAG_MOD14,AGE_MED,MASS_MED,SFR_MED,ZSPEC_FLAG,ZSPEC_REF,ZSPEC_SEP,FIELD,RA,DEC
2781,5.2459,1.1375,5.661,0.8589,0.1184,4.9762,12.9754,29.0,0,0.0,,99.0,1.2,11.5435,33.0,0.1,0.00311431,,1000000000.0,2.05646,7,16376,,,,,28.561,27.614,27.248,27.312,27.203,27.142,,,,,,,27.916,27.987,28.096,28.065,27.443,27.393,27.281,27.29,27.374,27.413,27.559,27.968,28.163,28.716,27.465,8.87696,7.09451,-2.32243,,,,A370clu,39.9809532,-1.5735328
2783,0.0,0.0,3.0291,2.3388,0.5976,6.551,1.48907,1.0,0,0.0,718700000.0,99.0,1.41,0.838101,33.0,0.25,0.657671,,1000000000.0,141275000.0,8,16380,,,,30.158,29.56,29.451,28.671,27.882,28.229,28.29,,,,,,,33.376,30.084,29.538,29.424,29.451,29.316,28.826,28.488,28.302,28.185,28.137,28.176,28.144,28.516,30.41,8.94559,7.72422,-2.01098,,,,A370clu,39.9889681,-1.5735013
2785,1.1959,0.4747,1.575,1.4678,0.2065,6.26,44.5313,33.0,3,0.05,,99.0,5.25,44.4509,33.0,0.0,2.22643e-10,,1000000000.0,1.98943,8,16380,,,,30.708,29.842,29.056,28.737,28.223,28.341,28.173,,23.829,28.05,22.661,22.075,,29.061,28.884,29.007,29.178,29.29,29.04,29.028,29.108,28.853,29.25,29.303,29.434,29.84,30.017,29.828,8.8418,7.08032,-2.38505,,,,A370clu,39.9864242,-1.5735642
2788,2.0787,0.8252,2.5242,1.668,0.6562,2.5167,1.43737,33.0,2,0.25,,99.0,1.76,1.38764,33.0,0.25,0.499663,,1000000000.0,33.3485,8,16380,,,,28.128,28.05,27.784,27.544,27.122,27.208,27.294,26.592,25.633,28.026,,,,29.3,28.466,28.154,28.076,27.883,27.466,27.205,27.167,27.184,26.973,26.735,26.702,26.964,27.172,26.66,8.77414,8.04882,-1.01612,,,,A370clu,39.9529228,-1.5740016
2791,0.0,0.0,0.1096,0.3364,0.0784,0.6152,1.94382,27.0,1,0.1,,99.0,0.56,0.708324,1.0,0.0,0.701761,,1000000000.0,1.80528,8,16380,,,,26.884,26.078,25.567,25.48,25.438,25.383,25.283,25.547,27.62,25.838,23.709,24.451,,27.208,27.19,26.954,26.009,25.657,25.505,25.405,25.384,25.388,25.31,25.906,26.09,26.6,26.309,25.16,9.00176,7.503,-2.0998,,,,A370clu,39.9756821,-1.6004863
2792,0.55768,0.0,6.3861,3.2219,0.9171,6.341,0.593914,33.0,1,0.4,,99.0,0.96,0.0906267,1.0,0.0,0.955698,,1000000000.0,89.0436,7,16376,,,,,30.544,29.347,29.047,28.77,28.913,28.628,28.737,24.551,25.619,,,,,,31.844,30.149,29.587,29.284,29.107,28.94,28.702,27.983,27.464,27.227,27.074,27.056,27.645,9.01476,7.82553,-2.0816,,,,A370clu,39.9727554,-1.5735851
2795,0.0,0.0,2.0115,2.2775,0.5451,6.4512,2.1188,1.0,0,0.0,806400000.0,99.0,1.18,1.08356,33.0,0.25,0.581713,,1000000000.0,156624000.0,8,16380,,,,30.729,29.63,29.083,28.454,28.345,28.329,28.248,,,,,,,33.216,30.139,29.664,29.553,29.563,29.351,28.76,28.426,28.267,28.122,28.054,28.077,28.043,28.424,30.321,8.95724,7.66997,-2.10621,,,,A370clu,39.9886056,-1.5736518
2796,3.0893,2.8288,3.1722,3.0727,2.9217,3.1996,1.60413,33.0,1,0.2,,99.0,2.74,3.09723,33.0,0.25,0.212543,,1000000000.0,2760.28,8,16380,,,,25.021,24.211,23.908,23.935,23.843,23.717,23.522,23.207,23.357,23.463,23.528,23.307,,,34.354,25.069,24.114,23.944,23.903,23.893,23.723,23.525,23.234,23.146,23.062,23.018,23.153,23.679,8.73591,10.1067,1.08946,,,,A370clu,39.9751892,-1.6006541
2797,0.56364,0.5102,0.6202,0.3805,0.1425,0.5651,3.91921,1.0,0,0.0,1609000000.0,99.0,0.08,3.39031,9.0,0.0,0.183571,,1000000000.0,163249000.0,7,16252,,,,27.111,25.75,24.907,37.017,41.743,,24.257,24.478,,,,,,28.231,28.054,27.09,25.668,25.021,24.752,24.616,24.564,24.537,24.396,24.864,25.231,25.567,26.145,28.186,9.17168,8.07572,-2.3234,,,,A370clu,39.9815504,-1.60057
2798,0.0,0.0,1.5702,0.8595,0.1948,2.6783,0.480303,32.0,3,0.15,,99.0,0.61,0.230101,29.0,0.05,0.891321,,1000000000.0,2.48336,8,16380,,,,28.999,28.606,28.221,28.016,28.013,27.936,27.918,28.465,26.649,25.735,,,,28.806,28.762,28.849,28.675,28.173,28.092,27.953,27.932,27.964,27.871,27.973,28.356,28.312,28.968,27.433,8.84691,7.07854,-2.17606,,,,A370clu,39.9628766,-1.5738349
