main_id,ra,dec,otype,rvz_redshift,rvz_qual,rvz_bibcode
ALMA J023946.8-013332,39.94541666666667,-1.5591416666666669,rG,2.487,D,2022ApJ...939....5C
[LRB2019] 13253,39.97355,-1.56262,G,0.7156,C,2019MNRAS.485.3738L
[LRB2019] 13279,39.97531,-1.56251,G,0.3676,C,2019MNRAS.485.3738L
[LRB2019] 13403,39.9764491,-1.5610873000000005,G,0.961,E,2019MNRAS.485.3738L
[LRB2019] 13422,39.97597,-1.56118,G,0.3272,C,2019MNRAS.485.3738L
[LRB2019] 13427,39.973699999999994,-1.5614499999999996,G,0.421,C,2019MNRAS.485.3738L
[LRB2019] 13468,39.97484,-1.56071,G,0.2256,D,2021A&A...646A..83R
[LRB2019] 13600,39.9607846,-1.5612758,G,2.5442,E,2019MNRAS.485.3738L
[LRB2019] 14179,39.96361,-1.5534900000000005,G,0.3698,C,2019MNRAS.485.3738L
[LRB2019] 15445,39.96995,-1.55789,G,0.370362,D,2021A&A...646A..83R
[LRB2019] 15649,39.97068,-1.55784,G,0.961,C,2019MNRAS.485.3738L
[LRB2019] 16235,39.973479999999995,-1.56034,G,0.7831,C,2019MNRAS.485.3738L
CN A370   4,39.968403,-1.5746894,GiC,0.3743,C,2019MNRAS.485.3738L
[LRB2019] 8864,39.959208333333336,-1.575416666666667,EmG,3.4809,C,2019MNRAS.485.3738L
[DSB2018] A370  7.3.1,39.969775,-1.5804305555555551,LeG,2.7514,C,2019MNRAS.485.3738L
[DSB2018] A370 12.2.1,39.96959583333334,-1.566625,EmG,3.4809,C,2019MNRAS.485.3738L
[DSB2018] A370 18.2.1,39.974406,-1.5861017,EmG,3.12991,C,2021A&A...646A..83R
[LRB2019] 11827,39.97717,-1.5662700000000005,EmG,5.93717,C,2021A&A...646A..83R
[DSB2018] A370 26.1.1,39.96705,-1.58485,LeI,1.2567,C,2019MNRAS.485.3738L
[JSB2014] A370 2.5,39.969625,-1.5849472222222225,LeG,0.7251,D,2017MNRAS.469.3946L
[KIS2018] A370 14.2,39.972192,-1.5801027,EmG,3.12992,C,2021A&A...646A..83R
[KIS2018] A370 42.3,39.95797000000001,-1.58134,EmG,4.33846,D,2021A&A...646A..83R
[DSB2018] A370  2.3.2,39.968245833333334,-1.5842611111111111,LeI,0.7246,C,2019MNRAS.485.3738L
[DSB2018] A370  2.2.3,39.97210416666667,-1.584952777777778,LeI,0.725,C,2018ApJ...855....4K
[DSB2018] A370  2.1.4,39.9730125,-1.5845638888888889,LeI,0.725,C,2018ApJ...855....4K
[DSB2018] A370 10.4.1,39.957673,-1.5804589999999998,EmG,3.12991,C,2021A&A...646A..83R
[LRB2019] M7,39.97043,-1.5694200000000005,EmG,5.6489,C,2019MNRAS.485.3738L
[LKL2020] A370 UDG-C05,39.9538,-1.57342,LSB,1.0329,D,2021A&A...646A..83R
[WOW2012] A370 381,39.91020833333333,-1.5565083333333334,Rad,1.3028,D,2012ApJS..202....2W
[WOW2012] A370 388,39.91233333333333,-1.5602583333333333,Rad,0.3634,D,2012ApJS..202....2W
[LRB2019] 12342,39.97582,-1.56444,EmG,6.1735,C,2019MNRAS.485.3738L
[DSB2018] A370  2.2.4,39.97262083333333,-1.5847916666666668,LeI,0.725,C,2018ApJ...855....4K
[DSP99] A 370 49,39.995416666666664,-1.5338055555555556,GiC,0.42176,C,2016MNRAS.461..248S
CN A370 103,39.970898,-1.5846121,GiC,0.3634,C,2019MNRAS.485.3738L
BOW ACO  370 CC213,39.9817995,-1.5708899,GiC,0.3758,C,2019MNRAS.485.3738L
[LRB2019] 11928,39.98154,-1.5658600000000005,EmG,6.17202,C,2021A&A...646A..83R
BOW ACO  370 CC119,39.977262,-1.5819075,GiC,0.3716,C,2019MNRAS.485.3738L
[BHF2019] A370   1131,39.979281,-1.5902451,G,1.45,C,2019MNRAS.485.3738L
[BHF2019] A370   2213,39.95949,-1.57704,G,1.0837,C,2019MNRAS.485.3738L
[BHF2019] A370   2225,39.9843,-1.5772,G,2.909,E,2021MNRAS.501.1028Y
