main_id,ra,dec,otype,rvz_redshift,rvz_qual,rvz_bibcode
[BIO2017] M1149I-9382624295,177.40942083333331,22.408202777777777,LeG,5.76,E,2017ApJ...843...41B
[DRJ2018] MACS1149 5.3,177.40798,22.403505,LeI,2.67,E,2015ApJ...801...44Z
CLASHVLT J114936.29+222425.9,177.40129166666665,22.407180555555552,LeG,2.497,D,2014MNRAS.444..268R
CLASHVLT J114934.25+222411.1,177.392715,22.403084,LeG,3.1302,C,2024A&A...689A..42S
[DRJ2018] MACS1149 22.2,177.40907,22.400242,LeI,3.216,E,2018MNRAS.479.2630D
ALMA J114936.0+222424,177.400375,22.40683333333333,rG,1.603,D,2022ApJ...939....5C
CLASHVLT J114935.51+222403.8,177.397956,22.401049,rG,0.5479,C,2024A&A...689A..42S
CLASHVLT J114935.41+222358.3,177.397512,22.399536,G,0.5467,C,2024A&A...689A..42S
CLASHVLT J114936.10+222353.5,177.4004,22.398197,AGN,0.5412,C,2024A&A...689A..42S
CLASHVLT J114935.66+222353.1,177.39859,22.398068,G,0.5422,C,2024A&A...689A..42S
CLASHVLT J114936.41+222355.7,177.401692,22.398764,AGN,0.5432,C,2024A&A...689A..42S
CLASHVLT J114935.92+222358.6,177.399663,22.399597,G,0.5355,C,2024A&A...689A..42S
CLASHVLT J114935.49+222354.4,177.397843,22.398449,LeG,1.4922,E,2016ApJ...817...60T
CLASHVLT J114935.34+222401.1,177.3972633,22.4002929,G,0.5538,C,2024A&A...689A..42S
CLASHVLT J114937.79+222356.8,177.407474,22.399118,G,0.53,D,2017ApJ...835..254M
CLASHVLT J114936.29+222401.2,177.40120833333333,22.40035,G,0.533,C,2014ApJS..211...21E
CLASHVLT J114939.31+222358.0,177.413761,22.399446,G,2.3089,E,2016ApJ...817...60T
CLASHVLT J114937.24+222359.2,177.405163,22.39977,G,0.5412,C,2024A&A...689A..42S
CLASHVLT J114938.98+222358.6,177.412432,22.399612,G,2.2176,E,2016ApJ...817...60T
CLASHVLT J114934.69+222402.3,177.3945339,22.4006275,G,0.5412,C,2024A&A...689A..42S
CLASHVLT J114935.73+222406.5,177.398863,22.401813,AGN,0.5417,C,2024A&A...689A..42S
CLASHVLT J114934.87+222403.8,177.39527,22.401049,G,0.5426,C,2024A&A...689A..42S
CLASHVLT J114936.89+222416.5,177.40372916666666,22.40458333333333,GiC,0.547,C,2014ApJS..211...21E
CLASHVLT J114937.51+222419.5,177.406292,22.405403,G,0.5277,C,2024A&A...689A..42S
DES J114934.29+222442.8,177.39287916666666,22.411913888888886,GiC,0.544,C,2014ApJS..211...21E
CLASHVLT J114934.35+222440.8,177.393135,22.411319,G,0.57,D,2017ApJ...835..254M
CLASHVLT J114934.52+222442.1,177.393825,22.411694444444443,GiC,0.561,C,2014ApJS..211...21E
CLASHVLT J114936.38+222440.7,177.401592,22.411303,G,0.53,D,2017ApJ...835..254M
CLASHVLT J114935.58+222438.8,177.39826666666667,22.410788888888888,AGN,0.564,C,2014ApJS..211...21E
CLASHVLT J114935.42+222433.7,177.397572,22.409367,G,0.8509,E,2016ApJ...817...60T
CLASHVLT J114935.99+222433.5,177.399955,22.409295,G,0.8428,E,2016ApJ...817...60T
CLASHVLT J114936.40+222433.5,177.401643,22.409289,G,0.7402,E,2016ApJ...817...60T
CLASHVLT J114938.00+222427.8,177.40834583333333,22.40771944444444,rG,0.533,C,2014ApJS..211...21E
CLASHVLT J114939.11+222408.4,177.412953,22.402319,G,2.794,E,2016ApJ...817...60T
