IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_ML,Z_ML68_LOW,Z_ML68_HIGH,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,AGE_BEST,PDZ_BEST,Z_SEC,CHI_SEC,MOD_SEC,EBV_SEC,PDZ_SEC,MOD_STAR,CHI_STAR,SCALE_BEST,NBAND_USED,CONTEXT,ZSPEC,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,MAG_OBS6,MAG_OBS7,MAG_OBS8,MAG_OBS9,MAG_OBS10,MAG_OBS11,MAG_OBS12,MAG_OBS13,MAG_OBS14,MAG_MOD0,MAG_MOD1,MAG_MOD2,MAG_MOD3,MAG_MOD4,MAG_MOD5,MAG_MOD6,MAG_MOD7,MAG_MOD8,MAG_MOD9,MAG_MOD10,MAG_MOD11,MAG_MOD12,MAG_MOD13,MAG_MOD14,AGE_MED,MASS_MED,SFR_MED,ZSPEC_FLAG,ZSPEC_REF,ZSPEC_SEP,FIELD,RA,DEC,SIMBAD_MAIN_ID,SIMBAD_RA,SIMBAD_DEC,SIMBAD_OTYPE,SIMBAD_ZSPEC,SIMBAD_RVZ_QUAL,SIMBAD_RVZ_BIBCODE,SIMBAD_MATCH_SEP_ARCSEC,ZSPEC_SOURCE,SIMBAD_ZSPEC_USABLE_FOR_LENSING
3,0.70683,0.6658,0.7526,0.6902,0.6231,0.7488,7.75422,1.0,0,0.0,806400000.0,99.0,0.14,12.1101,33.0,0.4,0.00234601,,1000000000.0,757552000.0,10,4092,,,,25.434,24.815,24.027,,23.451,41.725,23.46,24.052,23.625,23.935,,,,25.4,25.347,25.379,24.806,24.059,23.92,23.879,23.902,23.866,23.895,24.03,24.418,24.795,25.329,27.293,8.89614,8.64566,-0.74299,,,,M1149clu,177.4107531,22.4271237,[MAT2017] MACS1149CLS  177,177.4107625,22.4271081,G,0.57,D,2017ApJ...835..254M,0.06428388013119488,SIMBAD,False
4,3.2218,0.0176,3.5672,3.0016,0.3278,3.3909,0.0162481,31.0,1,0.25,,99.0,0.3,0.0368278,1.0,0.0,0.981755,,1000000000.0,224.766,6,3836,,,,28.753,27.609,27.329,27.489,26.968,63.456,,,,,,,,,35.206,28.735,27.611,27.328,27.171,27.054,26.764,26.451,26.025,25.646,25.537,25.459,25.539,26.163,9.01738,8.91985,-0.35067,,,,M1149clu,177.4115729,22.3681497,,,,,,,,,,False
5,0.0,0.0,0.0069,0.0112,,0.029,42.2931,1.0,0,0.0,4500000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,352233.0,10,4092,,,,26.323,24.973,24.28,39.913,23.9,40.282,23.904,24.373,25.93,26.555,,,,28.889,27.289,25.889,25.038,24.558,24.322,24.27,24.218,24.149,24.328,25.128,25.578,26.021,26.575,28.829,9.51908,5.07166,-8.1894,,,,M1149clu,177.4089138,22.4267045,[MAT2017] MACS1149CLS  204,177.4089169,22.426703,G,0.54,D,2017ApJ...835..254M,0.011643832561916242,SIMBAD,False
8,6.0898,1.8241,6.2587,6.248,1.9417,6.5767,5.66656,26.0,0,0.2,,99.0,6.42,5.50995,26.0,0.15,0.0636107,,1000000000.0,51975.9,9,4060,,,,28.586,27.448,25.862,,23.194,40.917,22.513,22.118,20.644,20.428,,,,,,,32.88,26.11,23.693,23.189,22.947,22.758,22.143,20.596,20.325,20.141,19.872,20.499,9.45911,10.8579,-1.3667,,,,M1149clu,177.4126473,22.4256816,,,,,,,,,,False
9,0.38097,0.2543,0.4684,0.2508,0.0486,0.4689,4.70781,33.0,2,0.2,,99.0,0.03,5.31149,26.0,0.15,0.0702465,,1000000000.0,4.21907,10,4092,,,,25.456,25.145,25.053,43.078,24.448,41.978,24.143,24.406,25.495,24.867,,,,25.767,25.647,25.532,25.122,24.922,24.903,24.818,24.797,24.782,24.764,25.454,25.355,25.938,25.204,24.378,8.9312,6.66222,-2.85906,,,,M1149clu,177.4082727,22.4261191,,,,,,,,,,False
11,0.0,0.0,8.0,,,,1000000000.0,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,1.06988e-16,9,4060,,,,25.414,25.334,25.288,,24.399,41.474,23.985,,,,,,,25.377,25.585,25.362,25.281,25.646,25.685,25.741,25.763,25.781,26.177,26.533,27.169,26.648,25.818,inf,,,,,,,M1149clu,177.4071108,22.4262703,,,,,,,,,,False
12,1.3819,1.1144,2.0145,1.4985,1.1969,1.97,1.91555,33.0,2,0.2,,99.0,1.97,2.13345,33.0,0.2,0.344134,,1000000000.0,189.152,9,4060,,,,25.573,25.53,25.272,,24.46,39.925,24.477,24.863,24.409,24.585,,,,26.182,25.647,25.54,25.521,25.367,24.956,24.776,24.775,24.453,24.701,24.558,24.615,24.962,25.104,24.892,8.72308,8.90622,-0.08703,,,,M1149clu,177.4099644,22.425428,,,,,,,,,,False
14,1.9744,1.4932,2.0097,1.6416,1.3992,1.8867,5.43513,33.0,3,0.25,,99.0,1.56,5.08491,33.0,0.25,0.0786732,,1000000000.0,1153.95,10,4092,,,,24.345,24.262,23.986,38.287,22.976,37.387,22.882,23.089,22.648,22.583,,,,25.332,24.524,24.262,24.268,23.996,23.516,23.229,23.21,23.292,23.082,22.847,22.824,23.099,23.291,22.858,8.84081,9.60203,0.34881,,,,M1149clu,177.407425,22.4251773,,,,,,,,,,False
15,0.62271,0.5101,0.6863,0.6268,0.4505,4.3903,2.87942,1.0,0,0.0,1278000000.0,99.0,4.4,5.54269,31.0,0.05,0.0625779,,1000000000.0,464821000.0,9,3964,,,,27.583,25.832,24.844,40.945,24.274,,24.076,24.469,24.473,24.705,,,,27.362,27.157,26.988,25.856,24.913,24.643,24.55,24.481,24.423,24.365,24.479,24.855,25.223,25.732,27.662,9.14383,8.34384,-1.95915,,,,M1149clu,177.4133965,22.4250641,[MAT2017] MACS1149CLS  275,177.413398,22.4250665,G,0.54,D,2017ApJ...835..254M,0.009978283842948753,SIMBAD,False
16,0.91021,0.8788,0.9447,0.9128,0.8601,0.9608,5.89565,31.0,2,0.3,,99.0,-99.9,1000000000.0,,,,,1000000000.0,852.446,10,4092,,,,24.021,23.591,22.708,40.732,22.233,36.796,22.188,21.816,21.429,21.829,,,,24.328,24.076,23.989,23.581,22.733,22.409,22.166,22.078,22.044,21.793,21.691,21.995,22.136,22.6,21.386,8.99797,9.86052,0.16296,,,,M1149clu,177.4087573,22.4246454,CLASHVLT J114938.10+222528.7,177.408759,22.424644,G,0.8555,D,2016ApJ...817...60T,0.007576656033209458,SIMBAD,True
18,0.88503,0.7737,0.959,0.8537,0.7708,0.9458,0.489285,31.0,2,0.15,,99.0,-99.9,1000000000.0,,,,,1000000000.0,129.126,9,4060,,,,24.557,24.375,23.786,,23.371,40.487,23.498,23.479,23.469,23.826,,,,24.612,24.549,24.566,24.369,23.781,23.686,23.451,23.441,23.541,23.457,23.535,23.911,24.032,24.553,23.307,8.737,8.87445,-0.13039,,,,M1149clu,177.4114494,22.4244672,CLASHVLT J114938.75+222528.1,177.411448,22.42447,G,0.965,E,2016ApJ...817...60T,0.011104578727722093,SIMBAD,True
19,4.9224,4.7105,4.949,5.604,4.6329,6.8291,196.815,26.0,0,0.2,,99.0,6.77,195.255,33.0,0.5,3.98979e-43,,1000000000.0,6508.71,9,4060,,,,-2.018,-1.815,-1.851,,-2.539,15.743,-3.08,24.069,22.102,22.649,,,,,,,30.845,26.935,25.462,25.055,24.856,24.686,24.039,22.561,22.331,22.124,21.894,22.688,8.94472,10.86498,1.33059,,,,M1149clu,177.4045154,22.4254734,[DRJ2018] MACS1149 10.1,177.40447,22.425496,LeG,1.19,E,2015ApJ...801...44Z,0.17159441146538743,SIMBAD,False
21,0.0,0.0,0.014,0.0556,0.0126,0.2124,481.131,26.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.0638208,9,3964,,,,-0.146,-1.282,-2.199,13.993,-4.583,,-4.919,24.802,,,,,,26.235,26.093,25.364,24.998,24.86,24.742,24.738,24.726,24.702,24.802,25.625,26.007,26.075,24.695,27.646,8.86161,5.84592,-3.95191,,,,M1149clu,177.4042224,22.4252108,,,,,,,,,,False
25,1.9727,1.5155,2.0012,1.6912,1.4031,1.9059,9.75125,33.0,3,0.2,,99.0,1.55,9.84907,33.0,0.2,0.00726611,,1000000000.0,1252.45,10,4092,,,,23.806,23.787,23.584,39.12,22.789,36.114,22.71,23.033,22.368,22.39,,,,24.737,23.971,23.748,23.793,23.625,23.244,22.981,22.976,23.081,22.936,22.763,22.746,23.017,23.256,22.692,8.71756,9.54482,0.57314,,,,M1149clu,177.4021676,22.4233672,CLASHVLT J114936.52+222524.1,177.402201,22.423353,G,1.5476,E,2016ApJ...817...60T,0.12234088997784377,SIMBAD,True
26,0.16767,0.0725,0.3252,0.1497,0.0455,0.2591,118.9,1.0,0,0.0,508800000.0,99.0,0.53,125.058,33.0,0.0,6.98217e-28,,1000000000.0,1732870.0,9,4060,,,,28.789,26.857,25.731,,25.161,39.34,24.965,25.396,,,,,,27.631,27.628,27.16,26.789,26.7,26.766,26.783,26.817,26.838,26.89,27.664,28.03,28.549,29.067,31.288,8.79627,5.82573,-3.39426,,,,M1149clu,177.4055741,22.4233203,CLASHVLT J114937.34+222524.0,177.405577,22.423328,G,0.55,D,2017ApJ...835..254M,0.02935188678872151,SIMBAD,False
27,0.0,0.0,0.012,0.0275,,0.07,855.034,9.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.00347535,9,3964,,,,-1.651,-3.208,-3.81,11.749,-5.812,,-6.089,24.584,,,,,,30.115,28.348,26.795,25.662,25.066,24.655,24.558,24.51,24.44,24.584,25.386,25.84,26.286,26.783,33.266,8.86902,5.67933,-4.44219,,,,M1149clu,177.4034611,22.42473,,,,,,,,,,False
28,0.27085,0.2373,0.2988,0.2693,0.2339,0.3056,55.5459,21.0,0,0.2,,99.0,-99.9,1000000000.0,,,,,1000000000.0,1.1948,11,4094,,,27.864,27.203,25.773,25.326,39.638,25.039,40.579,24.722,23.229,25.106,23.985,,,,28.511,27.965,27.207,25.861,25.196,24.748,24.413,24.265,24.154,23.847,24.58,24.387,25.014,24.351,23.385,9.54749,7.95504,-5.46587,,,,M1149clu,177.4116565,22.4230983,,,,,,,,,,False
29,0.46483,0.0704,0.6388,0.2207,0.0338,0.9212,3.00391,33.0,1,0.05,,99.0,0.0,2.41108,2.0,0.0,0.29953,,1000000000.0,1.5031,9,3964,,,,25.195,25.299,25.422,43.038,25.409,,24.498,25.28,26.447,26.136,,,,25.224,25.361,25.412,25.245,25.251,25.371,25.37,25.393,25.414,25.515,26.291,26.295,26.775,25.889,25.361,8.76304,5.45069,-3.68717,,,,M1149clu,177.4041362,22.4244777,,,,,,,,,,False
30,1.9852,1.9473,2.0104,1.8484,1.6761,1.9732,8.77656,33.0,2,0.4,,99.0,-99.9,1000000000.0,,,,,1000000000.0,5497.49,9,4060,,,,24.34,24.155,23.726,,22.587,36.854,22.396,22.083,21.304,21.233,,,,26.808,25.153,24.409,24.122,23.657,23.046,22.641,22.461,22.395,22.091,21.614,21.479,21.606,21.943,21.003,9.00512,10.16401,0.44292,,,,M1149clu,177.400773,22.4227872,,,,,,,,,,False
31,0.21669,0.2022,0.2372,0.2226,0.1944,0.2603,105.686,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,1.631,10,4092,,,,25.1,24.981,24.738,40.688,23.631,39.173,23.587,24.809,,,,,,24.715,24.904,24.943,24.865,24.818,25.166,25.189,25.226,25.26,25.392,26.201,26.207,26.686,25.801,25.272,8.71148,4.38919,-4.55591,,,,M1149clu,177.4038744,22.4245931,,,,,,,,,,False
32,0.48291,0.4727,0.4938,0.4866,0.4718,0.5116,30.1437,24.0,0,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,667.184,10,4092,,,,23.978,22.02,20.892,35.604,20.191,34.688,19.95,19.186,19.267,19.696,,,,26.002,24.94,23.716,22.058,20.898,20.387,20.114,19.913,19.74,19.292,19.551,19.786,20.114,20.242,19.159,9.5547,10.34483,-3.13921,,,,M1149clu,177.3990651,22.4224645,CLASHVLT J114935.77+222520.9,177.399078,22.422529,GiC,0.553,C,2014ApJS..211...21E,0.23613499554919887,SIMBAD,False
33,0.0,0.0,0.0051,,,0.0185,1000000000.0,9.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,9.48571e-17,10,4092,,,,,-0.215,-1.671,12.632,-5.38,11.002,-5.639,22.964,,,,,,28.17,26.537,24.961,23.947,23.36,22.98,22.896,22.838,22.757,22.964,23.774,24.262,24.677,25.178,inf,8.7281,5.24086,-3.78908,,,,M1149clu,177.403703,22.4250833,,,,,,,,,,False
34,0.95579,0.9035,1.11,1.004,0.9052,1.0975,6.0999,31.0,1,0.4,,99.0,-99.9,1000000000.0,,,,,1000000000.0,495.611,10,3935,,26.278,26.015,25.553,25.176,24.084,,23.078,,22.822,22.857,22.219,22.568,,,,26.292,25.887,25.526,25.113,24.138,23.597,23.147,23.068,23.156,22.769,22.517,22.742,23.012,23.253,22.302,9.1041,9.56949,-0.51993,,,,M1149clu,177.4059575,22.4224285,CLASHVLT J114937.43+222520.7,177.405949,22.422425,G,0.66,D,2017ApJ...835..254M,0.030965924350737587,SIMBAD,True
35,0.18477,0.1528,0.2098,0.131,0.0618,0.1973,47.6528,27.0,1,0.05,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.318489,11,3967,,26.572,26.426,26.123,25.335,24.717,39.446,24.418,,24.328,24.83,26.203,,,,,26.517,26.425,25.758,25.286,25.051,25.028,25.026,25.038,25.038,25.105,25.733,26.214,26.382,25.372,25.708,8.88517,6.81039,-2.54603,,,,M1149clu,177.4044459,22.4223765,CLASHVLT J114937.07+222520.5,177.404449,22.422376,G,0.54,D,2017ApJ...835..254M,0.010472128186909721,SIMBAD,False
36,0.30366,0.2583,0.3586,0.2391,0.0637,0.3805,12.7144,32.0,0,0.0,,99.0,0.0,15.0962,28.0,0.0,0.000527098,,1000000000.0,0.610311,10,4092,,,,26.64,25.928,25.81,41.002,25.65,40.98,25.53,27.456,,25.451,,,,26.117,26.274,26.277,26.051,26.006,26.257,26.265,26.299,26.332,26.423,27.235,27.166,27.722,26.942,26.205,8.76126,5.68017,-3.43848,,,,M1149clu,177.4090695,22.4245245,[MAT2017] MACS1149CLS  299,177.4090704,22.4245115,G,0.55,D,2017ApJ...835..254M,0.04689573570816565,SIMBAD,False
37,1.7862,1.7318,1.8791,1.8119,1.7385,1.8949,7.46544,33.0,3,0.15,,99.0,-99.9,1000000000.0,,,,,1000000000.0,170.27,12,4095,,26.379,25.874,25.476,25.64,25.602,43.015,25.087,40.525,25.075,24.716,25.253,25.251,,,,26.754,25.82,25.562,25.633,25.575,25.383,25.173,25.159,25.174,25.118,25.007,24.991,25.228,25.608,24.759,8.70358,8.948,0.00475,,,,M1149clu,177.4122846,22.4223126,,,,,,,,,,False
38,0.094643,0.0838,0.179,0.5544,0.1081,0.7696,2.82858,29.0,1,0.1,,99.0,0.7,1.47011,27.0,0.0,0.47948,,1000000000.0,5.6602,9,3964,,,,26.598,26.282,25.62,42.003,25.201,,25.454,25.471,25.579,26.807,,,,26.846,26.815,26.784,26.195,25.703,25.525,25.55,25.494,25.456,25.472,25.81,26.134,26.334,26.7,25.427,8.81024,7.83197,-1.32392,,,,M1149clu,177.4093743,22.4245596,[MAT2017] MACS1149CLS  313,177.4093712,22.4245537,G,0.64,D,2017ApJ...835..254M,0.023612702646496182,SIMBAD,False
39,1.9977,1.9708,2.0139,2.3814,1.9854,2.4707,23.7763,31.0,1,0.1,,99.0,2.4,23.5532,31.0,0.1,7.68208e-06,,1000000000.0,603.517,12,4095,,26.94,25.478,24.628,24.512,24.458,39.492,23.923,36.748,23.636,24.132,23.147,23.188,,,,32.21,25.433,24.644,24.505,24.519,24.543,24.292,24.074,23.938,23.797,23.79,23.814,23.815,24.223,24.068,8.70063,9.64731,0.69953,,,,M1149clu,177.402289,22.4220287,CLASHVLT J114936.55+222519.3,177.402292,22.422025,G,1.846,D,2016ApJ...817...60T,0.01664610930968112,SIMBAD,True
40,4.3795,0.5893,4.4878,4.3969,4.1366,4.4963,11.1019,33.0,1,0.15,,99.0,0.6,11.972,1.0,0.0,0.00251368,,1000000000.0,2882.8,9,3934,,,28.099,26.851,25.203,24.118,,23.466,,23.26,23.768,23.364,23.898,,,,,,,25.222,24.109,24.072,24.079,24.096,24.109,23.729,23.417,23.631,23.559,23.539,24.742,9.15676,8.7151,-1.63428,,,,M1149clu,177.3977438,22.4219404,[MAT2017] MACS1149CLS  419,177.3977478,22.4219326,G,0.55,D,2017ApJ...835..254M,0.031075371780003757,SIMBAD,False
41,0.15911,0.0244,0.4356,0.256,0.1091,0.4823,1.52077,6.0,0,0.0,,99.0,0.49,3.42585,1.0,0.0,0.180338,,1000000000.0,0.200356,10,4092,,,,28.075,26.856,25.836,40.38,24.993,41.224,24.959,25.166,25.972,26.654,,,,31.332,30.169,28.347,26.767,26.023,25.634,25.418,25.352,25.312,25.151,25.949,26.219,26.709,27.169,28.336,9.43442,7.51108,-4.63755,,,,M1149clu,177.4097263,22.4250115,[MAT2017] MACS1149CLS  286,177.4097286,22.4250115,G,0.59,D,2017ApJ...835..254M,0.00765386307108548,SIMBAD,False
43,0.20938,0.1925,0.233,0.1427,0.0177,0.2406,231.956,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.156131,9,4060,,,,26.95,26.327,26.167,,25.679,43.605,25.816,25.7,,,,,,26.308,26.501,26.417,26.437,26.331,26.708,26.748,26.784,26.812,27.026,27.448,28.066,28.197,26.975,27.269,8.72037,4.37039,-4.61942,,,,M1149clu,177.4049654,22.4244807,[MAT2017] MACS1149CLS  317,177.4049499,22.4244677,G,0.54,D,2017ApJ...835..254M,0.0696476586018878,SIMBAD,False
44,0.64418,0.3985,0.6796,0.538,0.4416,0.641,12.1129,31.0,2,0.4,,99.0,0.29,15.2959,33.0,0.5,0.00047702,,1000000000.0,75.1434,11,3967,,26.998,26.397,25.755,25.017,24.418,39.067,23.886,,23.859,23.356,22.942,23.085,,,,26.524,26.444,25.884,25.056,24.36,23.934,23.774,23.627,23.511,23.304,23.484,23.707,23.855,24.201,22.92,9.08273,8.55961,-1.45986,,,,M1149clu,177.4018191,22.421444,CLASHVLT J114936.44+222517.2,177.401825,22.421442,G,0.54,D,2017ApJ...835..254M,0.020912838257595667,SIMBAD,False
45,0.82063,0.7854,0.8467,0.8225,0.7853,0.8714,24.3002,33.0,1,0.2,,99.0,-99.9,1000000000.0,,,,,1000000000.0,653.721,12,4095,,23.111,22.895,22.814,22.727,22.289,39.108,22.073,35.136,22.189,21.842,21.598,22.051,,,,22.978,22.883,22.83,22.729,22.307,22.093,22.006,22.127,22.088,21.972,22.088,22.475,22.388,23.056,21.547,8.74998,9.75709,0.70144,,,,M1149clu,177.4090593,22.4211849,CLASHVLT J114938.17+222516.2,177.409058,22.421175,G,0.8561,E,2016ApJ...817...60T,0.03590161199308294,SIMBAD,True
46,0.62585,0.5815,0.6844,0.6114,0.5222,0.6842,4.66381,1.0,0,0.0,1278000000.0,99.0,0.14,7.35066,32.0,0.5,0.0253411,,1000000000.0,656281000.0,11,3967,,27.043,26.678,26.258,25.4,24.448,38.803,23.839,,23.69,24.042,23.805,24.506,,,,26.901,26.701,26.51,25.371,24.456,24.203,24.097,24.027,23.971,23.915,24.055,24.425,24.791,25.305,27.247,9.07705,8.61872,-1.37686,,,,M1149clu,177.4007787,22.4212033,[MAT2017] MACS1149CLS  450,177.4008135,22.4211951,G,0.57,D,2017ApJ...835..254M,0.11951259499210891,SIMBAD,False
47,0.041361,0.0,0.1291,0.0837,0.0247,0.2202,10.3493,26.0,0,0.05,,99.0,0.39,15.1756,33.0,0.2,0.000506599,,1000000000.0,0.0406292,10,3966,,,27.489,26.634,26.302,26.201,43.722,25.358,,25.001,25.29,27.445,26.232,,,,27.7,27.488,26.749,26.281,26.089,25.945,25.914,25.89,25.859,25.922,26.731,27.098,27.254,25.851,27.935,8.91813,5.99355,-3.46851,,,,M1149clu,177.4119433,22.4211414,,,,,,,,,,False
48,0.0,0.0,0.3694,0.1679,0.0383,0.4696,414.98,33.0,0,0.0,,99.0,0.53,416.12,33.0,0.0,4.37108e-91,,1000000000.0,0.0181932,10,4061,,32.334,,30.509,28.875,27.994,,27.049,41.286,26.495,,,,,,,29.051,29.243,29.211,29.189,29.099,29.473,29.507,29.543,29.573,29.755,30.256,30.791,30.982,29.846,29.816,8.79784,4.83879,-4.4347,,,,M1149clu,177.4156976,22.4241941,,,,,,,,,,False
49,0.89622,0.8646,1.0827,0.8598,0.7426,1.0174,25.2927,33.0,2,0.3,,99.0,1.2,28.6951,33.0,0.3,5.87403e-07,,1000000000.0,318.172,11,4063,,25.308,24.838,24.609,24.263,23.566,,22.714,38.074,22.588,23.199,22.311,22.679,,,,24.927,24.728,24.659,24.258,23.674,23.474,23.034,23.022,23.234,23.014,23.006,23.349,23.27,23.925,22.389,8.92118,9.18935,-0.27037,,,,M1149clu,177.3970276,22.4210418,CLASHVLT J114935.28+222515.7,177.397064,22.421031,G,1.0994,E,2016ApJ...817...60T,0.12722083773407988,SIMBAD,True
50,0.21246,0.1944,0.2461,0.2002,0.0277,0.2749,214.543,33.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,0.273269,9,3964,,,,28.228,26.367,25.571,40.406,24.922,,24.863,25.438,,,,,,26.452,26.643,26.658,26.6,26.537,26.892,26.921,26.958,26.99,27.14,27.866,28.068,28.411,27.416,27.073,8.72843,4.62801,-4.41303,,,,M1149clu,177.4108976,22.4240797,[MAT2017] MACS1149CLS  328,177.410909,22.4240937,G,0.55,D,2017ApJ...835..254M,0.06308216971191988,SIMBAD,False
51,0.8998,0.8388,0.9625,0.8533,0.7674,0.955,8.09759,31.0,1,0.15,,99.0,-99.9,1000000000.0,,,,,1000000000.0,94.6158,10,3935,,25.056,24.904,24.685,24.688,24.129,,23.694,,23.73,24.002,23.689,24.165,,,,24.95,24.876,24.842,24.694,24.11,24.017,23.754,23.75,23.879,23.795,23.873,24.249,24.369,24.891,23.645,8.72554,8.74389,-0.2437,,,,M1149clu,177.3959769,22.4210167,CLASHVLT J114935.04+222515.6,177.395977,22.421014,G,1.0234,E,2016ApJ...817...60T,0.009725695173439483,SIMBAD,True
53,2.5058,2.4269,2.5581,2.5285,2.4696,2.5854,2.6939,30.0,1,0.2,,99.0,-99.9,1000000000.0,,,,,1000000000.0,2487.72,10,3935,,29.984,26.186,24.811,24.253,24.066,,23.438,,23.106,22.718,22.366,22.333,,,,,26.296,24.73,24.26,24.088,23.927,23.621,23.262,22.99,22.712,22.351,22.32,22.241,22.529,22.609,8.94474,10.37426,0.85251,,,,M1149clu,177.4104135,22.4209494,CLASHVLT J114938.50+222515.4,177.410423,22.420947,G,2.4243,E,2016ApJ...817...60T,0.03277406474166569,SIMBAD,True
54,4.9207,1.057,4.9715,4.0536,1.9463,6.4215,37.0049,33.0,1,0.4,,99.0,4.5,36.5996,33.0,0.4,1.1285e-08,,1000000000.0,4687.56,9,3964,,,,-2.234,-2.688,-3.095,13.551,-4.547,,-4.735,24.372,23.229,23.815,,,,,,31.694,27.01,25.938,25.576,25.391,25.279,25.173,24.4,23.372,23.491,23.28,23.11,24.1,8.89466,10.28514,0.88914,,,,M1149clu,177.4032349,22.4247168,,,,,,,,,,False
55,0.53815,0.4878,0.5949,0.5438,0.4908,0.6135,2.36989,2.0,0,0.0,3000000000.0,99.0,-99.9,1000000000.0,,,,,1000000000.0,3104270000.0,10,3966,,,28.524,27.232,25.147,23.951,37.519,23.244,,23.029,22.686,22.851,23.409,,,,30.761,29.175,27.254,25.178,23.932,23.432,23.186,23.02,22.882,22.721,22.994,23.356,23.64,24.22,26.278,9.50912,9.21073,-3.6494,,,,M1149clu,177.3996124,22.4209143,CLASHVLT J114935.91+222515.3,177.399616,22.420912,G,0.56,D,2017ApJ...835..254M,0.014563183189916954,SIMBAD,False
56,0.0,0.0,0.0887,0.1237,0.0279,0.4171,10.5674,31.0,0,0.0,,99.0,0.37,10.2695,33.0,0.0,0.00588854,,1000000000.0,0.0809446,9,4060,,,,26.896,26.655,26.896,,26.113,40.365,26.001,26.602,,,,,,26.931,27.048,26.812,26.71,26.719,26.794,26.839,26.877,26.902,27.077,27.663,28.118,28.264,27.239,27.699,8.78425,5.28855,-3.89142,,,,M1149clu,177.4079165,22.4236949,[MAT2017] MACS1149CLS  333,177.4079984,22.4239091,G,0.65,D,2017ApJ...835..254M,0.8178677301991447,SIMBAD,False
57,0.56867,0.5087,0.6007,0.5212,0.4611,0.5833,1.99452,4.0,0,0.0,,99.0,-99.9,1000000000.0,,,,,1000000000.0,5.85469,10,4062,,,27.978,27.236,25.469,24.33,,23.627,39.508,23.454,23.47,23.74,24.359,,,,30.036,28.719,27.252,25.447,24.368,23.949,23.744,23.617,23.516,23.406,23.787,24.157,24.462,25.037,25.828,9.39714,8.80926,-2.98562,,,,M1149clu,177.3934886,22.4204131,[GKS2016] c104,177.3934954,22.4204058,G,0.54,D,2017ApJ...835..254M,0.03468047719245038,SIMBAD,False
59,2.4469,2.4035,2.4971,2.431,2.325,2.5019,14.465,31.0,0,0.0,,99.0,2.0,18.7051,33.0,0.1,8.67435e-05,,1000000000.0,103.9,11,3967,,27.402,26.144,25.416,25.49,25.615,40.353,25.633,,25.066,26.074,24.959,25.193,,,,34.791,26.089,25.453,25.485,25.65,25.807,25.682,25.509,25.404,25.417,25.557,25.64,25.679,26.114,26.068,8.75026,4.7271,-4.3425,,,,M1149clu,177.4007054,22.4204669,CLASHVLT J114936.17+222513.7,177.400716,22.420465,G,1.8475,E,2016ApJ...817...60T,0.035932507543902904,SIMBAD,True
61,0.97389,0.8387,1.0734,0.9846,0.8625,1.0668,3.12662,33.0,1,0.3,,99.0,-99.9,1000000000.0,,,,,1000000000.0,338.426,11,3967,,25.226,24.969,24.752,24.593,24.027,36.706,23.403,,23.566,23.427,23.112,23.439,,,,25.213,24.979,24.788,24.618,24.03,23.725,23.4,23.364,23.507,23.254,23.16,23.456,23.721,23.881,22.684,8.87854,9.23851,-0.11105,,,,M1149clu,177.4105453,22.4202735,CLASHVLT J114938.53+222512.9,177.41054,22.420263,G,1.6801,E,2016ApJ...817...60T,0.041712477293559126,SIMBAD,False
62,2.4473,2.4038,2.4843,2.4664,2.4156,2.5168,7.25795,33.0,1,0.15,,99.0,-99.9,1000000000.0,,,,,1000000000.0,543.168,10,3935,,29.042,26.081,25.143,24.902,24.802,,24.185,,23.947,24.251,24.797,24.311,,,,36.767,26.188,25.089,24.885,24.869,24.917,24.773,24.621,24.509,24.249,24.351,24.342,24.344,24.74,24.403,8.7033,9.47974,0.5318,,,,M1149clu,177.4131317,22.4202621,CLASHVLT J114939.13+222512.5,177.413059,22.420157,G,1.5964,E,2016ApJ...817...60T,0.44909887429990375,SIMBAD,False
63,0.0,0.0,0.8407,0.3409,0.0923,1.7923,46.1756,27.0,0,0.0,,99.0,4.6,45.8284,33.0,0.0,1.11814e-10,,1000000000.0,0.0507372,9,4088,,,,,30.115,27.915,43.753,27.048,40.967,26.807,26.135,,,,,,30.202,30.287,30.175,29.361,29.141,29.118,29.073,29.082,29.113,29.104,29.772,29.968,30.478,30.187,29.038,9.01591,5.80936,-4.39417,,,,M1149clu,177.414722,22.4234264,[MAT2017] MACS1149CLS  356,177.4147331,22.4234235,G,0.61,D,2017ApJ...835..254M,0.03838562282237325,SIMBAD,False
