IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_ML,Z_ML68_LOW,Z_ML68_HIGH,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,AGE_BEST,PDZ_BEST,Z_SEC,CHI_SEC,MOD_SEC,EBV_SEC,PDZ_SEC,MOD_STAR,CHI_STAR,SCALE_BEST,NBAND_USED,CONTEXT,ZSPEC,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,MAG_OBS6,MAG_OBS7,MAG_OBS8,MAG_OBS9,MAG_OBS10,MAG_OBS11,MAG_OBS12,MAG_OBS13,MAG_OBS14,MAG_MOD0,MAG_MOD1,MAG_MOD2,MAG_MOD3,MAG_MOD4,MAG_MOD5,MAG_MOD6,MAG_MOD7,MAG_MOD8,MAG_MOD9,MAG_MOD10,MAG_MOD11,MAG_MOD12,MAG_MOD13,MAG_MOD14,AGE_MED,MASS_MED,SFR_MED,ZSPEC_FLAG,ZSPEC_REF,ZSPEC_SEP,FIELD,RA,DEC,x_arcsec,y_arcsec,r_arcsec,member_selection,bcg_score
1372,0.53857,0.5249,0.5575,0.545,0.5271,0.5726,182.391,24.0,0,0.5,,99.0,-99.9,1000000000.0,,,,,1000000000.0,405.037,12,4095,,26.393,26.331,24.969,22.935,21.737,21.244,20.935,20.783,20.635,19.294,19.53,19.938,,,,26.944,25.866,24.635,23.001,21.749,21.226,20.938,20.733,20.552,20.081,20.243,20.52,20.811,21.143,19.955,9.56556,10.09338,-3.479,,,,M1149clu,177.4011941,22.4003357,3.1610180314768574,12.149999999994066,12.554462752152226,pagul21_photoz_f160w_radius,0.22667759173840885
