chi multiples
 N    ID    z   Narcs    chip    chix    chiy    chia   rmss     rmsi    dx      dy    nwarn
79   102b 6.064   1      7.46    0.00    0.00    0.00   0.284    0.00   -0.22    0.18  1
79   102a 6.064   1      0.86    0.00    0.00    0.00   0.096    0.00   -0.05   -0.08  1
79    102 6.064   3     15.98    0.00    0.00    0.00   0.240    0.00    N/A     N/A   3
80   2.2c 6.145   1      4.78    0.00    0.00    0.00   0.144    0.00   -0.14    0.04  1
80   2.2b 6.145   1      0.12    0.00    0.00    0.00   0.023    0.00   -0.02    0.01  1
80   2.2a 6.145   1      6.39    0.00    0.00    0.00   0.166    0.00    0.16   -0.05  1
80    2.2 6.145   3     11.29    0.00    0.00    0.00   0.128    0.00    N/A     N/A   3
81   2.1c 6.145   1      3.66    0.00    0.00    0.00   0.128    0.00   -0.12    0.03  1
81   2.1b 6.145   1      0.52    0.00    0.00    0.00   0.048    0.00   -0.04    0.03  1
81   2.1a 6.145   1      6.78    0.00    0.00    0.00   0.174    0.00    0.16   -0.06  1
81    2.1 6.145   3     10.97    0.00    0.00    0.00   0.128    0.00    N/A     N/A   3
82   112c 6.145   1      0.24    0.00    0.00    0.00   0.047    0.00    0.04    0.02  1
82   112b 6.145   1     11.02    0.00    0.00    0.00   0.321    0.00   -0.01    0.32  1
82   112a 6.145   1     12.80    0.00    0.00    0.00   0.346    0.00   -0.03   -0.34  1
82    112 6.145   3     24.06    0.00    0.00    0.00   0.273    0.00    N/A     N/A   3
83 210.4c 6.149   1      4.98    0.00    0.00    0.00   0.120    0.00   -0.10   -0.06  1
83 210.4b 6.149   1      4.98    0.00    0.00    0.00   0.120    0.00    0.10    0.06  1
83  210.4 6.149   2      9.96    0.00    0.00    0.00   0.120    0.00    N/A     N/A   2
84 210.3c 6.149   1      4.45    0.00    0.00    0.00   0.132    0.00   -0.13    0.03  1
84 210.3b 6.149   1      4.63    0.00    0.00    0.00   0.135    0.00   -0.12    0.06  1
84 210.3a 6.149   1     17.79    0.00    0.00    0.00   0.264    0.00    0.25   -0.09  1
84  210.3 6.149   3     26.87    0.00    0.00    0.00   0.187    0.00    N/A     N/A   3
85 210.2c 6.149   1      0.37    0.00    0.00    0.00   0.033    0.00   -0.02   -0.02  1
85 210.2b 6.149   1      0.37    0.00    0.00    0.00   0.033    0.00    0.02    0.02  1
85  210.2 6.149   2      0.74    0.00    0.00    0.00   0.033    0.00    N/A     N/A   2
86 210.1b 6.149   1      4.11    0.00    0.00    0.00   0.097    0.00   -0.09   -0.02  1
86 210.1a 6.149   1      4.11    0.00    0.00    0.00   0.097    0.00    0.09    0.02  1
86  210.1 6.149   2      8.22    0.00    0.00    0.00   0.097    0.00    N/A     N/A   2
87   211c 6.629   1     12.53    0.00    0.00    0.00   0.059    0.00    0.03    0.05  1
87   211b 6.629   1     12.53    0.00    0.00    0.00   0.059    0.00   -0.03   -0.05  1
87    211 6.629   2     25.06    0.00    0.00    0.00   0.059    0.00    N/A     N/A   2
chimul                2163.75    0.00    0.00    0.00   0.283    0.00    N/A     N/A   237
log(Likelihood)       -312.49

chitot           2163.75
log(Likelihood)    -312.49
